#RTA protocol at iterat= 5500
#  j  err   errj     diffrho    sumj0     sumj1     diffE    sumvar2 
     28  1.544737E-06  2.161282E-06  1.559197E-11  0.800156      0.282211      5.913755E-05  9.346288E-05
     29  1.537282E-06  2.170450E-06  1.777423E-11  0.800156      0.278343      6.280049E-05  9.252407E-05
     30  1.533012E-06  2.177973E-06 -3.263168E-12  0.800156      0.274843      6.202103E-05  9.223439E-05
     31  1.531212E-06  2.183987E-06 -5.772272E-12  0.800156      0.271677      5.714183E-05  9.244738E-05
     32  1.535085E-06  2.188576E-06  7.220891E-13  0.800156      0.268819      4.881562E-05  9.301753E-05
     33  1.542643E-06  2.191959E-06  2.592593E-11  0.800156      0.266267      3.791719E-05  9.380773E-05
     34  1.552100E-06  2.194255E-06  4.826983E-11  0.800156      0.264009      2.542837E-05  9.469244E-05
     35  1.562274E-06  2.195591E-06  1.791278E-11  0.800156      0.262031      1.231458E-05  9.555767E-05
     36  1.573186E-06  2.196116E-06 -3.841372E-12  0.800156      0.260330     -5.775586E-07  9.629903E-05
     37  1.585308E-06  2.195917E-06 -4.742073E-11  0.800156      0.258899     -1.258905E-05  9.681987E-05
     38  1.596963E-06  2.195119E-06 -3.652900E-11  0.800156      0.257741     -2.326917E-05  9.703067E-05
     39  1.608166E-06  2.193712E-06 -3.859046E-11  0.800156      0.256858     -3.236807E-05  9.685029E-05
     40  1.616154E-06  2.191737E-06 -3.814105E-11  0.800156      0.256285     -3.979831E-05  9.620889E-05
     41  1.620213E-06  2.189267E-06  1.350031E-11  0.800156      0.256019     -4.560078E-05  9.505183E-05
     42  1.620067E-06  2.186267E-06  4.474732E-11  0.800156      0.256052     -4.989565E-05  9.334370E-05
     43  1.615755E-06  2.182744E-06 -3.828049E-13  0.800156      0.256420     -5.284691E-05  9.107151E-05
     44  1.606854E-06  2.178714E-06  1.568701E-11  0.800156      0.257149     -5.464024E-05  8.824646E-05
     45  1.593879E-06  2.174224E-06  4.590284E-11  0.800156      0.258225     -5.545796E-05  8.490395E-05
     46  1.576996E-06  2.169253E-06  6.222578E-11  0.800156      0.259639     -5.547206E-05  8.110185E-05
     47  1.556634E-06  2.163717E-06  4.493383E-11  0.800156      0.261358     -5.483912E-05  7.691711E-05
     48  1.533159E-06  2.157628E-06  8.218581E-11  0.800156      0.263374     -5.369495E-05  7.244124E-05
     49  1.507788E-06  2.150953E-06  3.452705E-11  0.800156      0.265641     -5.215807E-05  6.777502E-05
     50  1.486919E-06  2.143756E-06  4.521272E-11  0.800156      0.268138     -5.032996E-05  6.302297E-05
     51  1.472648E-06  2.136083E-06  8.431567E-11  0.800156      0.270845     -4.829786E-05  5.828797E-05
     52  1.464388E-06  2.127857E-06  1.121219E-10  0.800156      0.273746     -4.613418E-05  5.366647E-05
     53  1.459476E-06  2.119085E-06  8.335466E-11  0.800156      0.276822     -4.389995E-05  4.924438E-05
     54  1.455765E-06  2.109789E-06  9.744472E-11  0.800156      0.280062     -4.164385E-05  4.509402E-05
     55  1.453173E-06  2.099982E-06  9.688872E-11  0.800156      0.283453     -3.940592E-05  4.127200E-05
     56  1.451073E-06  2.089633E-06  9.832934E-11  0.800156      0.286983     -3.721631E-05  3.781819E-05
     57  1.449385E-06  2.078796E-06  1.365743E-10  0.800156      0.290642     -3.509509E-05  3.475561E-05
     58  1.446878E-06  2.067516E-06  1.305471E-10  0.800156      0.294416     -3.305795E-05  3.209111E-05
     59  1.442778E-06  2.055816E-06  1.167439E-10  0.800156      0.298295     -3.111111E-05  2.981686E-05
     60  1.437292E-06  2.043716E-06  1.505489E-10  0.800156      0.302276     -2.925577E-05  2.791227E-05
     61  1.431399E-06  2.031208E-06  1.138973E-10  0.800156      0.306352     -2.748813E-05  2.634638E-05
     62  1.424591E-06  2.018342E-06  1.097451E-10  0.800156      0.310510     -2.580128E-05  2.508037E-05
     63  1.416378E-06  2.005156E-06  7.907541E-11  0.800156      0.314744     -2.418534E-05  2.407026E-05
     64  1.406892E-06  1.991634E-06  5.794387E-11  0.800156      0.319048     -2.262708E-05  2.326941E-05
     65  1.397089E-06  1.977813E-06  6.124434E-11  0.800156      0.323419     -2.111642E-05  2.263096E-05
     66  1.386388E-06  1.963729E-06  2.222134E-11  0.800156      0.327847     -1.964090E-05  2.210994E-05
     67  1.374634E-06  1.949416E-06  5.990053E-11  0.800156      0.332325     -1.818931E-05  2.166500E-05
     68  1.362014E-06  1.934886E-06  9.861179E-11  0.800156      0.336849     -1.675325E-05  2.125984E-05
     69  1.349074E-06  1.920132E-06  8.040502E-11  0.800156      0.341414     -1.532761E-05  2.086413E-05
     70  1.336081E-06  1.905165E-06  6.003553E-11  0.800156      0.346011     -1.390744E-05  2.045409E-05
     71  1.323340E-06  1.890019E-06  8.305712E-11  0.800156      0.350638     -1.249288E-05  2.001265E-05
     72  1.311404E-06  1.874742E-06  6.364687E-11  0.800156      0.355293     -1.108498E-05  1.952920E-05
     73  1.300954E-06  1.859326E-06  4.519407E-11  0.800156      0.359964     -9.689584E-06  1.899914E-05
     74  1.292699E-06  1.843810E-06  2.081535E-11  0.800156      0.364646     -8.313133E-06  1.842307E-05
     75  1.287487E-06  1.828202E-06  3.444001E-11  0.800156      0.369332     -6.963566E-06  1.780593E-05
     76  1.282895E-06  1.812516E-06  2.537526E-12  0.800156      0.374019     -5.653460E-06  1.715590E-05
     77  1.278115E-06  1.796781E-06 -8.875567E-12  0.800156      0.378704     -4.390611E-06  1.648341E-05
     78  1.273062E-06  1.781044E-06 -3.068656E-11  0.800156      0.383380     -3.188770E-06  1.580005E-05
     79  1.267778E-06  1.765319E-06 -1.199130E-11  0.800156      0.388045     -2.056658E-06  1.511768E-05
     80  1.262506E-06  1.749591E-06 -9.563017E-12  0.800156      0.392693     -1.005132E-06  1.444755E-05
     81  1.257322E-06  1.733864E-06  2.350120E-11  0.800156      0.397322     -4.311139E-08  1.379970E-05
     82  1.252167E-06  1.718207E-06  6.358469E-11  0.800156      0.401932      8.234333E-07  1.318246E-05
     83  1.247041E-06  1.702616E-06  1.908784E-11  0.800156      0.406517      1.587650E-06  1.260214E-05
     84  1.242103E-06  1.687075E-06 -2.729905E-11  0.800156      0.411074      2.247142E-06  1.206290E-05
     85  1.237655E-06  1.671600E-06  4.623857E-12  0.800156      0.415600      2.800002E-06  1.156678E-05
     86  1.234032E-06  1.656231E-06 -3.556089E-11  0.800156      0.420092      3.246868E-06  1.111385E-05
     87  1.230968E-06  1.640998E-06 -7.610534E-11  0.800156      0.424547      3.589965E-06  1.070249E-05
     88  1.228136E-06  1.625878E-06 -5.533529E-11  0.800156      0.428964      3.834273E-06  1.032967E-05
     89  1.225457E-06  1.610833E-06 -4.097345E-11  0.800156      0.433342      3.984052E-06  9.991358E-06
     90  1.223057E-06  1.595919E-06 -8.909229E-11  0.800156      0.437682      4.046201E-06  9.682862E-06
     91  1.220563E-06  1.581181E-06 -5.099565E-11  0.800156      0.441979      4.027875E-06  9.399189E-06
     92  1.217857E-06  1.566552E-06 -8.949641E-11  0.800156      0.446231      3.938726E-06  9.135367E-06
     93  1.214903E-06  1.552031E-06 -5.170442E-11  0.800156      0.450437      3.786598E-06  8.886709E-06
     94  1.211666E-06  1.537620E-06 -9.368151E-11  0.800156      0.454596      3.580175E-06  8.649017E-06
     95  1.208102E-06  1.523333E-06 -1.066551E-10  0.800156      0.458709      3.329536E-06  8.418730E-06
     96  1.204258E-06  1.509213E-06 -1.420375E-10  0.800156      0.462776      3.043952E-06  8.193002E-06
     97  1.200168E-06  1.495290E-06 -1.261098E-10  0.800156      0.466795      2.730780E-06  7.969731E-06
     98  1.195907E-06  1.481637E-06 -1.098917E-10  0.800156      0.470764      2.400670E-06  7.747540E-06
     99  1.191536E-06  1.468129E-06 -1.554143E-10  0.800156      0.474680      2.059807E-06  7.525712E-06
    100  1.187075E-06  1.454743E-06 -1.106129E-10  0.800156      0.478545      1.715930E-06  7.304103E-06
    101  1.182625E-06  1.441515E-06 -1.586038E-10  0.800156      0.482358      1.378113E-06  7.083038E-06
    102  1.178276E-06  1.428482E-06 -1.744942E-10  0.800156      0.486119      1.050939E-06  6.863196E-06
    103  1.174044E-06  1.415606E-06 -1.930269E-10  0.800156      0.489831      7.413832E-07  6.645494E-06
    104  1.169921E-06  1.402910E-06 -2.362981E-10  0.800156      0.493490      4.548065E-07  6.430977E-06
    105  1.166235E-06  1.390508E-06 -1.923848E-10  0.800156      0.497098      1.944948E-07  6.220727E-06
    106  1.162992E-06  1.378458E-06 -2.248868E-10  0.800156      0.500650     -3.346846E-08  6.015774E-06
    107  1.160602E-06  1.366729E-06 -2.455742E-10  0.800156      0.504148     -2.271960E-07  5.817040E-06
    108  1.158299E-06  1.355243E-06 -2.122942E-10  0.800156      0.507589     -3.834660E-07  5.625284E-06
    109  1.155997E-06  1.344050E-06 -1.842517E-10  0.800156      0.510975     -5.006104E-07  5.441078E-06
    110  1.153524E-06  1.333272E-06 -1.912950E-10  0.800156      0.514305     -5.764192E-07  5.264793E-06
    111  1.150821E-06  1.322806E-06 -2.380185E-10  0.800156      0.517578     -6.103589E-07  5.096595E-06
    112  1.147891E-06  1.312676E-06 -2.857696E-10  0.800156      0.520795     -6.030802E-07  4.936462E-06
    113  1.144747E-06  1.302843E-06 -2.455778E-10  0.800156      0.523955     -5.539642E-07  4.784200E-06
    114  1.141476E-06  1.293343E-06 -2.036682E-10  0.800156      0.527058     -4.660526E-07  4.639474E-06
    115  1.138156E-06  1.284175E-06 -1.936735E-10  0.800156      0.530105     -3.397194E-07  4.501839E-06
    116  1.134716E-06  1.275427E-06 -1.909779E-10  0.800156      0.533095     -1.768239E-07  4.370770E-06
    117  1.131197E-06  1.267001E-06 -2.323883E-10  0.800156      0.536029      1.804441E-08  4.245697E-06
    118  1.127695E-06  1.258811E-06 -2.051586E-10  0.800156      0.538906      2.430291E-07  4.126038E-06
    119  1.124310E-06  1.250822E-06 -1.678746E-10  0.800156      0.541727      4.942327E-07  4.011221E-06
    120  1.121037E-06  1.242968E-06 -1.456373E-10  0.800156      0.544491      7.668576E-07  3.900712E-06
    121  1.117917E-06  1.235389E-06 -1.874012E-10  0.800156      0.547196      1.057936E-06  3.794033E-06
    122  1.114957E-06  1.228082E-06 -1.573133E-10  0.800156      0.549845      1.362546E-06  3.690770E-06
    123  1.112025E-06  1.220979E-06 -1.258629E-10  0.800156      0.552437      1.676606E-06  3.590589E-06
    124  1.109092E-06  1.214074E-06 -8.663115E-11  0.800156      0.554973      1.993862E-06  3.493232E-06
    125  1.106163E-06  1.207331E-06 -5.943424E-11  0.800156      0.557453      2.311822E-06  3.398517E-06
    126  1.103234E-06  1.200794E-06 -2.325073E-11  0.800156      0.559877      2.625869E-06  3.306334E-06
    127  1.100300E-06  1.194414E-06  1.114131E-11  0.800156      0.562244      2.929912E-06  3.216636E-06
    128  1.097360E-06  1.188170E-06  4.818546E-11  0.800156      0.564555      3.222737E-06  3.129424E-06
    129  1.094426E-06  1.182080E-06  5.218403E-11  0.800156      0.566810      3.498766E-06  3.044740E-06
    130  1.091483E-06  1.176123E-06  4.403056E-11  0.800156      0.569010      3.754853E-06  2.962651E-06
    131  1.088537E-06  1.170306E-06  3.792611E-11  0.800156      0.571155      3.989497E-06  2.883234E-06
    132  1.085587E-06  1.164553E-06  2.790035E-11  0.800156      0.573245      4.197542E-06  2.806571E-06
    133  1.082629E-06  1.158913E-06  2.538592E-11  0.800156      0.575282      4.379448E-06  2.732731E-06
    134  1.079662E-06  1.153402E-06  7.320455E-11  0.800156      0.577266      4.532601E-06  2.661766E-06
    135  1.076689E-06  1.147953E-06  8.949996E-11  0.800156      0.579197      4.655709E-06  2.593705E-06
    136  1.073719E-06  1.142574E-06  1.295275E-10  0.800156      0.581076      4.748528E-06  2.528546E-06
    137  1.070749E-06  1.137263E-06  1.485896E-10  0.800156      0.582905      4.811314E-06  2.466259E-06
    138  1.067789E-06  1.132033E-06  1.658069E-10  0.800156      0.584683      4.842754E-06  2.406785E-06
    139  1.064838E-06  1.126894E-06  1.892602E-10  0.800156      0.586411      4.845423E-06  2.350036E-06
    140  1.061894E-06  1.121796E-06  1.896092E-10  0.800156      0.588091      4.819516E-06  2.295902E-06
    141  1.058957E-06  1.116742E-06  1.467431E-10  0.800156      0.589724      4.766290E-06  2.244252E-06
    142  1.056041E-06  1.111730E-06  1.751648E-10  0.800156      0.591313      4.687673E-06  2.194944E-06
    143  1.053139E-06  1.106768E-06  1.276730E-10  0.800156      0.592859      4.586259E-06  2.147828E-06
    144  1.050253E-06  1.101859E-06  1.739666E-10  0.800156      0.594362      4.464180E-06  2.102752E-06
    145  1.047381E-06  1.097001E-06  1.621725E-10  0.800156      0.595822      4.324214E-06  2.059568E-06
    146  1.044519E-06  1.092196E-06  1.863594E-10  0.800156      0.597240      4.168016E-06  2.018136E-06
    147  1.041667E-06  1.087421E-06  1.493898E-10  0.800156      0.598613      3.998815E-06  1.978329E-06
    148  1.038826E-06  1.082688E-06  1.426237E-10  0.800156      0.599946      3.819760E-06  1.940033E-06
    149  1.035997E-06  1.078008E-06  1.564668E-10  0.800156      0.601239      3.633339E-06  1.903152E-06
    150  1.033180E-06  1.073357E-06  1.782823E-10  0.800156      0.602492      3.442169E-06  1.867606E-06
    151  1.030379E-06  1.068739E-06  1.762297E-10  0.800156      0.603708      3.248164E-06  1.833332E-06
    152  1.027593E-06  1.064145E-06  1.981739E-10  0.800156      0.604890      3.055548E-06  1.800280E-06
    153  1.024817E-06  1.059583E-06  2.082050E-10  0.800156      0.606035      2.865904E-06  1.768414E-06
    154  1.022052E-06  1.055055E-06  2.174456E-10  0.800156      0.607145      2.680131E-06  1.737710E-06
    155  1.019299E-06  1.050555E-06  1.824141E-10  0.800156      0.608220      2.501973E-06  1.708147E-06
    156  1.016557E-06  1.046089E-06  2.234835E-10  0.800156      0.609261      2.331682E-06  1.679712E-06
    157  1.013826E-06  1.041644E-06  2.476623E-10  0.800156      0.610269      2.171762E-06  1.652390E-06
    158  1.011108E-06  1.037224E-06  2.377307E-10  0.800156      0.611246      2.022680E-06  1.626167E-06
    159  1.008403E-06  1.032835E-06  2.807541E-10  0.800156      0.612191      1.885726E-06  1.601025E-06
    160  1.005707E-06  1.028487E-06  2.560672E-10  0.800156      0.613109      1.762677E-06  1.576938E-06
    161  1.003021E-06  1.024176E-06  2.453717E-10  0.800156      0.614000      1.651783E-06  1.553876E-06
    162  1.000345E-06  1.019903E-06  2.179998E-10  0.800156      0.614861      1.555132E-06  1.531800E-06
    163  9.976802E-07  1.015672E-06  1.775051E-10  0.800156      0.615694      1.472084E-06  1.510665E-06
    164  9.950267E-07  1.011464E-06  1.813767E-10  0.800156      0.616500      1.402218E-06  1.490417E-06
    165  9.923827E-07  1.007280E-06  2.217009E-10  0.800156      0.617283      1.345047E-06  1.470998E-06
    166  9.897470E-07  1.003126E-06  1.946248E-10  0.800156      0.618040      1.300373E-06  1.452345E-06
    167  9.871214E-07  9.990038E-07  2.446772E-10  0.800156      0.618772      1.267602E-06  1.434391E-06
    168  9.845091E-07  9.949151E-07  2.888587E-10  0.800156      0.619480      1.245338E-06  1.417068E-06
    169  9.819041E-07  9.908531E-07  2.800586E-10  0.800156      0.620163      1.232196E-06  1.400308E-06
    170  9.793153E-07  9.868183E-07  3.260068E-10  0.800156      0.620825      1.228427E-06  1.384046E-06
    171  9.767355E-07  9.828032E-07  3.545964E-10  0.800156      0.621464      1.231318E-06  1.368219E-06
    172  9.741622E-07  9.788182E-07  3.960610E-10  0.800156      0.622083      1.241494E-06  1.352769E-06
    173  9.715959E-07  9.748622E-07  3.672804E-10  0.800156      0.622683      1.255846E-06  1.337643E-06
    174  9.690371E-07  9.709329E-07  3.569438E-10  0.800156      0.623265      1.273832E-06  1.322796E-06
    175  9.664906E-07  9.670288E-07  3.069998E-10  0.800156      0.623829      1.294481E-06  1.308186E-06
    176  9.639507E-07  9.631478E-07  2.908260E-10  0.800156      0.624376      1.315547E-06  1.293779E-06
    177  9.614216E-07  9.592964E-07  2.912932E-10  0.800156      0.624907      1.337748E-06  1.279548E-06
    178  9.589087E-07  9.554736E-07  3.252678E-10  0.800156      0.625421      1.359275E-06  1.265470E-06
    179  9.564036E-07  9.516753E-07  3.529150E-10  0.800156      0.625918      1.377670E-06  1.251528E-06
    180  9.539050E-07  9.479100E-07  3.733076E-10  0.800156      0.626399      1.394091E-06  1.237707E-06
    181  9.514157E-07  9.441792E-07  3.250307E-10  0.800156      0.626865      1.406507E-06  1.223997E-06
    182  9.489328E-07  9.404768E-07  3.054232E-10  0.800156      0.627316      1.414048E-06  1.210391E-06
    183  9.464589E-07  9.367976E-07  3.216609E-10  0.800156      0.627754      1.417627E-06  1.196881E-06
    184  9.439935E-07  9.331415E-07  3.241309E-10  0.800156      0.628179      1.415702E-06  1.183463E-06
    185  9.415355E-07  9.295090E-07  3.033698E-10  0.800156      0.628593      1.408098E-06  1.170133E-06
    186  9.390868E-07  9.258979E-07  2.631406E-10  0.800156      0.628994      1.394351E-06  1.156885E-06
    187  9.366452E-07  9.223153E-07  2.559970E-10  0.800156      0.629383      1.374486E-06  1.143715E-06
    188  9.342134E-07  9.187657E-07  2.722480E-10  0.800156      0.629763      1.349940E-06  1.130617E-06
    189  9.317907E-07  9.152483E-07  2.942082E-10  0.800156      0.630131      1.318849E-06  1.117588E-06
    190  9.293791E-07  9.117661E-07  2.664695E-10  0.800156      0.630488      1.281857E-06  1.104623E-06
    191  9.269820E-07  9.083143E-07  2.548610E-10  0.800156      0.630834      1.239870E-06  1.091715E-06
    192  9.245932E-07  9.048955E-07  2.965095E-10  0.800156      0.631171      1.193590E-06  1.078861E-06
    193  9.222107E-07  9.015009E-07  2.782459E-10  0.800156      0.631498      1.143077E-06  1.066058E-06
    194  9.198374E-07  8.981360E-07  2.903926E-10  0.800156      0.631816      1.088731E-06  1.053303E-06
    195  9.174737E-07  8.948003E-07  2.581233E-10  0.800156      0.632125      1.030207E-06  1.040594E-06
    196  9.151166E-07  8.914887E-07  2.214886E-10  0.800156      0.632426      9.706722E-07  1.027931E-06
    197  9.127657E-07  8.882064E-07  2.151141E-10  0.800156      0.632718      9.076134E-07  1.015317E-06
    198  9.104230E-07  8.849700E-07  1.844915E-10  0.800156      0.633003      8.444839E-07  1.002753E-06
    199  9.080930E-07  8.817625E-07  2.165725E-10  0.800156      0.633281      7.797378E-07  9.902450E-07



