# rta
#: time in fs  dipole-momenta: x   y   z
  44.86680   0.17369440E-03  -0.18263387E-03  -0.13984795E+00
  44.91520   0.14265933E-03  -0.19062731E-03  -0.12275213E+00
  44.96360   0.10597467E-03  -0.19254768E-03  -0.10107083E+00
  45.01200   0.64590482E-04  -0.18590500E-03  -0.74881913E-01
  45.06040   0.22501505E-04  -0.17555976E-03  -0.47358878E-01
  45.10880  -0.20336721E-04  -0.15937252E-03  -0.18155396E-01
  45.15720  -0.62174701E-04  -0.13787402E-03   0.11609964E-01
  45.20560  -0.10130438E-03  -0.11181479E-03   0.40805816E-01
  45.25400  -0.13612751E-03  -0.82142327E-04   0.68329808E-01
  45.30240  -0.16522047E-03  -0.49966781E-04   0.93149216E-01
  45.35080  -0.18739245E-03  -0.16518630E-04   0.11433878E+00
  45.39920  -0.20173368E-03   0.16900541E-04   0.13111436E+00
  45.44760  -0.20765035E-03   0.48974810E-04   0.14286069E+00
  45.49600  -0.20350607E-03   0.78665764E-04   0.14801742E+00
  45.54440  -0.19221464E-03   0.10376933E-03   0.14854812E+00
  45.59280  -0.17276002E-03   0.12408515E-03   0.14340636E+00
  45.64120  -0.14589990E-03   0.13882313E-03   0.13280312E+00
  45.68960  -0.11268319E-03   0.14743800E-03   0.11715690E+00
  45.73800  -0.74403728E-04   0.14965047E-03   0.97076497E-01
  45.78640  -0.32546248E-04   0.14545565E-03   0.73336692E-01
  45.83480   0.11271918E-04   0.13511828E-03   0.46848126E-01
  45.88320   0.55362531E-04   0.11915379E-03   0.18622128E-01
  45.93160   0.98026724E-04   0.98298321E-04  -0.10267112E-01
  45.98000   0.13644870E-03   0.73822478E-04  -0.38297507E-01
  46.02840   0.17010312E-03   0.46887656E-04  -0.64333840E-01
  46.07680   0.19779642E-03   0.18137037E-04  -0.87865889E-01
  46.12520   0.21840781E-03  -0.11252033E-04  -0.10799993E+00
  46.17360   0.23107865E-03  -0.40091969E-04  -0.12397563E+00
  46.22200   0.23524873E-03  -0.67227192E-04  -0.13519461E+00
  46.27040   0.23068221E-03  -0.91573420E-04  -0.14124276E+00
  46.31880   0.21748167E-03  -0.11215429E-03  -0.14190545E+00
  46.36720   0.19608806E-03  -0.12813447E-03  -0.13717477E+00
  46.41560   0.16726460E-03  -0.13884891E-03  -0.12724852E+00
  46.46400   0.13079703E-03  -0.14288557E-03  -0.11149276E+00
  46.51240   0.91197436E-04  -0.14201216E-03  -0.92936561E-01
  46.56080   0.48031200E-04  -0.13513394E-03  -0.70887676E-01
  46.60920   0.29262980E-05  -0.12246585E-03  -0.46201813E-01
  46.65760  -0.42421716E-04  -0.10445858E-03  -0.19833335E-01
  46.70600  -0.86319440E-04  -0.81782821E-04   0.72019848E-02
  46.75440  -0.12714441E-03  -0.55304151E-04   0.33866760E-01
  46.80280  -0.16340875E-03  -0.26050180E-04   0.59142279E-01
  46.85120  -0.19381495E-03   0.48317085E-05   0.82067905E-01
  46.89960  -0.21730188E-03   0.36123067E-04   0.10177761E+00
  46.94800  -0.23093643E-03   0.65519009E-04   0.11660637E+00
  46.99640  -0.23823039E-03   0.93142247E-04   0.12748566E+00
  47.04480  -0.23715792E-03   0.11765045E-03   0.13343225E+00
  47.09320  -0.22783979E-03   0.13807745E-03   0.13423699E+00
  47.14160  -0.21069698E-03   0.15362983E-03   0.12989009E+00
  47.19000  -0.18643003E-03   0.16371704E-03   0.12057886E+00
  47.23840  -0.15598827E-03   0.16797070E-03   0.10667782E+00
  47.28680  -0.12053065E-03   0.16625505E-03   0.88732079E-01
  47.33520  -0.81379216E-04   0.15866652E-03   0.67435086E-01
  47.38360  -0.39969261E-04   0.14552380E-03   0.43601760E-01
  47.43200   0.26604998E-05   0.12532440E-03   0.18104146E-01
  47.48040   0.42706484E-04   0.10346150E-03  -0.71727417E-02
  47.52880   0.80579151E-04   0.78097159E-04  -0.32165839E-01
  47.57720   0.11496748E-03   0.50192007E-04  -0.55928712E-01
  47.62560   0.14470658E-03   0.20791086E-04  -0.77563320E-01
  47.67400   0.16881415E-03  -0.90176085E-05  -0.96253362E-01
  47.72240   0.18652049E-03  -0.38145882E-04  -0.11129492E+00
  47.77080   0.19729111E-03  -0.65547052E-04  -0.12212300E+00
  47.81920   0.20084126E-03  -0.90254200E-04  -0.12833265E+00
  47.86760   0.19714280E-03  -0.11141350E-03  -0.12969430E+00
  47.91600   0.18424373E-03  -0.12750077E-03  -0.12502709E+00
  47.96440   0.16746172E-03  -0.13913571E-03  -0.11687695E+00
  48.01280   0.14484339E-03  -0.14561183E-03  -0.10430011E+00
  48.06120   0.11728706E-03  -0.14676313E-03  -0.87784706E-01
  48.10960   0.85872226E-04  -0.14261875E-03  -0.67971248E-01
  48.15800   0.51822030E-04  -0.13339767E-03  -0.45627490E-01
  48.20640   0.16459545E-04  -0.11949665E-03  -0.21617837E-01
  48.25480  -0.18840343E-04  -0.10147277E-03   0.31308816E-02
  48.30320  -0.52703057E-04  -0.80020060E-04   0.27666453E-01
  48.35160  -0.83807672E-04  -0.55943448E-04   0.51048817E-01
  48.40000  -0.10971869E-03  -0.29385118E-04   0.71484574E-01
  48.44840  -0.13105433E-03  -0.35919927E-05   0.89361994E-01
  48.49680  -0.14656284E-03   0.22043367E-04   0.10373390E+00
  48.54520  -0.15564803E-03   0.46601226E-04   0.11406469E+00
  48.59360  -0.15797719E-03   0.69206542E-04   0.11997945E+00
  48.64200  -0.15349315E-03   0.89057732E-04   0.12127620E+00
  48.69040  -0.14241366E-03   0.10545397E-03   0.11793095E+00
  48.73880  -0.12521923E-03   0.11781983E-03   0.11009597E+00
  48.78720  -0.10263006E-03   0.12572470E-03   0.98091797E-01
  48.83560  -0.75573318E-04   0.12889646E-03   0.82392955E-01
  48.88400  -0.44866248E-04   0.12558790E-03   0.62810874E-01
  48.93240  -0.13344138E-04   0.11927021E-03   0.42284209E-01
  48.98080   0.19067593E-04   0.10843456E-03   0.20192683E-01
  49.02920   0.51083484E-04   0.93476484E-04  -0.26240343E-02
  49.07760   0.81437492E-04   0.74940828E-04  -0.25302348E-01
  49.12600   0.10892962E-03   0.53501834E-04  -0.46986408E-01
  49.17440   0.13246946E-03   0.29938881E-04  -0.66859837E-01
  49.22280   0.15111512E-03   0.51086905E-05  -0.84175781E-01
  49.27120   0.16410683E-03  -0.20084451E-04  -0.98284503E-01
  49.31960   0.17089412E-03  -0.44720767E-04  -0.10865762E+00
  49.36800   0.16939684E-03  -0.67016643E-04  -0.11384899E+00
  49.41640   0.16300061E-03  -0.87399380E-04  -0.11564217E+00
  49.46480   0.15019535E-03  -0.10471447E-03  -0.11302638E+00
  49.51320   0.13140441E-03  -0.11829875E-03  -0.10610627E+00
  49.56160   0.10728250E-03  -0.12761867E-03  -0.95152636E-01
  49.61000   0.78691162E-04  -0.13228960E-03  -0.80591692E-01
  49.65840   0.46665784E-04  -0.13209066E-03  -0.62988192E-01
  49.70680   0.12376209E-04  -0.12697464E-03  -0.43023212E-01
  49.75520  -0.22918950E-04  -0.11707185E-03  -0.21467101E-01
  49.80360  -0.57920503E-04  -0.10268840E-03   0.85053906E-03
  49.85200  -0.89690591E-04  -0.83822816E-04   0.22867496E-01
  49.90040  -0.11922901E-03  -0.62701728E-04   0.43421653E-01
  49.94880  -0.14486552E-03  -0.38918987E-04   0.62240687E-01
  49.99720  -0.16564090E-03  -0.13323041E-04   0.78608619E-01
  50.04560  -0.18077364E-03   0.13162539E-04   0.91908662E-01
  50.09400  -0.18968639E-03   0.39575021E-04   0.10164568E+00
  50.14240  -0.19202472E-03   0.64949552E-04   0.10746375E+00
  50.19080  -0.18766831E-03   0.88355866E-04   0.10915821E+00
  50.23920  -0.17673428E-03   0.10893321E-03   0.10668190E+00
  50.28760  -0.15957257E-03   0.12592184E-03   0.10014543E+00
  50.33600  -0.13543693E-03   0.13673383E-03   0.88902295E-01
  50.38440  -0.10830292E-03   0.14460038E-03   0.75477218E-01
  50.43280  -0.77256135E-04   0.14748283E-03   0.59197915E-01
  50.48120  -0.43389126E-04   0.14524948E-03   0.40694942E-01
  50.52960  -0.79058028E-05   0.13795428E-03   0.20681733E-01
  50.57800   0.27920957E-04   0.12583574E-03  -0.73239109E-04
  50.62640   0.62796227E-04   0.10930928E-03  -0.20776484E-01
  50.67480   0.95452244E-04   0.88954682E-04  -0.40640092E-01
  50.72320   0.12469869E-03   0.65498088E-04  -0.58912125E-01
  50.77160   0.14947033E-03   0.39788452E-04  -0.74904861E-01
  50.82000   0.16616371E-03   0.12432090E-04  -0.86747027E-01
  50.86840   0.17908781E-03  -0.14021226E-04  -0.96159064E-01
  50.91680   0.18556395E-03  -0.39762689E-04  -0.10188957E+00
  50.96520   0.18539637E-03  -0.63803247E-04  -0.10373104E+00
  51.01360   0.17865023E-03  -0.85209529E-04  -0.10162497E+00
  51.06200   0.16564736E-03  -0.10314188E-03  -0.95663165E-01
  51.11040   0.14695033E-03  -0.11689058E-03  -0.86083196E-01
  51.15880   0.12333719E-03  -0.12590793E-03  -0.73258777E-01
  51.20720   0.95767590E-04  -0.12983405E-03  -0.57685116E-01
  51.25560   0.65341344E-04  -0.12851492E-03  -0.39959595E-01
  51.30400   0.31710323E-04  -0.11992409E-03  -0.20309252E-01
  51.35240   0.25975979E-06  -0.10880327E-03  -0.99420666E-03
  51.40080  -0.30367530E-04  -0.93275898E-04   0.18323031E-01
  51.44920  -0.59014442E-04  -0.74003618E-04   0.36907655E-01
  51.49760  -0.84616025E-04  -0.51806884E-04   0.54055015E-01
  51.54600  -0.10623689E-03  -0.27626733E-04   0.69117190E-01
  51.59440  -0.12310392E-03  -0.24818146E-05   0.81527418E-01
  51.64280  -0.13463283E-03   0.22577215E-04   0.90821293E-01
  51.69120  -0.14044767E-03   0.46513702E-04   0.96653824E-01
  51.73960  -0.14039336E-03   0.68348685E-04   0.98812065E-01
  51.78800  -0.13337442E-03   0.86555430E-04   0.96221678E-01
  51.83640  -0.12228183E-03   0.10123307E-03   0.91036652E-01
  51.88480  -0.10619977E-03   0.11161022E-03   0.82395330E-01
  51.93320  -0.85823181E-04   0.11728799E-03   0.70637211E-01
  51.98160  -0.62017350E-04   0.11805929E-03   0.56221638E-01
  52.03000  -0.35782528E-04   0.11391268E-03   0.39709333E-01
  52.07840  -0.82125304E-05   0.10502888E-03   0.21739666E-01
  52.12680   0.19550476E-04   0.91770699E-04   0.30050849E-02
  52.17520   0.46363407E-04   0.74665700E-04  -0.15776632E-01
  52.22360   0.71128653E-04   0.54383306E-04  -0.33890415E-01
  52.27200   0.92339715E-04   0.31883142E-04  -0.50185307E-01
  52.32040   0.10941077E-03   0.84330168E-05  -0.64428668E-01
  52.36880   0.12182613E-03  -0.15666968E-04  -0.76148514E-01
  52.41720   0.12908721E-03  -0.39496319E-04  -0.84914123E-01
  52.46560   0.13090410E-03  -0.62147794E-04  -0.90411227E-01
  52.51400   0.12720176E-03  -0.82760644E-04  -0.92451495E-01
  52.56240   0.11811824E-03  -0.10055162E-03  -0.90977371E-01
  52.61080   0.10399557E-03  -0.11484308E-03  -0.86062406E-01
  52.65920   0.85363757E-04  -0.12508726E-03  -0.77907085E-01
  52.70760   0.62918870E-04  -0.13088559E-03  -0.66830333E-01
  52.75600   0.37889399E-04  -0.13056100E-03  -0.52754047E-01
  52.80440   0.11280959E-04  -0.12694414E-03  -0.37670436E-01
  52.85280  -0.16402107E-04  -0.11868018E-03  -0.21169457E-01
  52.90120  -0.44115559E-04  -0.10605926E-03  -0.38797364E-02
  52.94960  -0.70808058E-04  -0.89535830E-04   0.13540060E-01
  52.99800  -0.95461313E-04  -0.69710302E-04   0.30426611E-01
  53.04640  -0.11712886E-03  -0.47305188E-04   0.46137586E-01
  53.09480  -0.13497216E-03  -0.23136902E-04   0.60076380E-01
  53.14320  -0.14829248E-03   0.19155754E-05   0.71714947E-01
  53.19160  -0.15655723E-03   0.26944324E-04   0.80614050E-01
  53.24000  -0.15703773E-03   0.50162138E-04   0.85211067E-01
  53.28840  -0.15431863E-03   0.71786849E-04   0.87623525E-01
  53.33680  -0.14615612E-03   0.90863406E-04   0.86688409E-01
  53.38520  -0.13280830E-03   0.10671450E-03   0.82448260E-01
  53.43360  -0.11472425E-03   0.11878737E-03   0.75073133E-01
  53.48200  -0.92527298E-04   0.12667405E-03   0.64853642E-01
  53.53040  -0.66991253E-04   0.13012541E-03   0.52188999E-01
  53.57880  -0.39011450E-04   0.12905918E-03   0.37571038E-01
  53.62720  -0.95715607E-05   0.12356156E-03   0.21564599E-01
  53.67560   0.20293674E-04   0.11388216E-03   0.47848420E-02
  53.72400   0.47421734E-04   0.96032598E-04  -0.11655367E-01
  53.77240   0.74264304E-04   0.79831030E-04  -0.27596455E-01
  53.82080   0.98595134E-04   0.61168532E-04  -0.42438686E-01
  53.86920   0.11956918E-03   0.40762899E-04  -0.55621440E-01
  53.91760   0.13646693E-03   0.19385940E-04  -0.66650907E-01
  53.96600   0.14871962E-03  -0.21658275E-05  -0.75117868E-01
  54.01440   0.15592905E-03  -0.23100684E-04  -0.80712217E-01
  54.06280   0.15788127E-03  -0.42660259E-04  -0.83233607E-01
  54.11120   0.15455329E-03  -0.60146266E-04  -0.82597802E-01
  54.15960   0.14611291E-03  -0.74944671E-04  -0.78838784E-01
  54.20800   0.13077483E-03  -0.85602389E-04  -0.71190063E-01
  54.25640   0.11383555E-03  -0.93298428E-04  -0.61999737E-01
  54.30480   0.93348738E-04  -0.97183211E-04  -0.50466617E-01
  54.35320   0.70096339E-04  -0.97158300E-04  -0.37032036E-01
  54.40160   0.44956968E-04  -0.93272711E-04  -0.22208772E-01
  54.45000   0.18872512E-04  -0.85719871E-04  -0.65615829E-02
  54.49840  -0.71886368E-05  -0.74829478E-04   0.93144939E-02
  54.54680  -0.32268913E-04  -0.61054685E-04   0.24816798E-01
  54.59520  -0.55458068E-04  -0.44954997E-04   0.39357939E-01
  54.64360  -0.75928309E-04  -0.27175235E-04   0.52388402E-01
  54.69200  -0.92689430E-04  -0.82074130E-05   0.62864388E-01
  54.74040  -0.10518423E-03   0.10149461E-04   0.71134666E-01
  54.78880  -0.11323024E-03   0.28008285E-04   0.76667691E-01
  54.83720  -0.11661344E-03   0.44654099E-04   0.79263712E-01
  54.88560  -0.11530607E-03   0.59414825E-04   0.78837672E-01
  54.93400  -0.10946220E-03   0.71686735E-04   0.75420740E-01
  54.98240  -0.99407170E-04   0.80958207E-04   0.69157498E-01
  55.03080  -0.85621210E-04   0.86830482E-04   0.60299040E-01
  55.07920  -0.68718300E-04   0.89034253E-04   0.49192306E-01
  55.12760  -0.49420991E-04   0.87441382E-04   0.36266001E-01
  55.17600  -0.27186096E-04   0.78268606E-04   0.20965563E-01
  55.22440  -0.61888915E-05   0.69565860E-04   0.63602088E-02
  55.27280   0.14650614E-04   0.57701266E-04  -0.84394887E-02
  55.32120   0.34489848E-04   0.43102486E-04  -0.22873734E-01
  55.36960   0.52530103E-04   0.26306434E-04  -0.36398905E-01
  55.41800   0.68046067E-04   0.79383957E-05  -0.48507705E-01
  55.46640   0.80412558E-04  -0.11311834E-04  -0.58747864E-01
  55.51480   0.89127376E-04  -0.30716375E-04  -0.66738705E-01
  55.56320   0.93829504E-04  -0.49537455E-04  -0.72185012E-01
  55.61160   0.94312145E-04  -0.67056010E-04  -0.74887815E-01
  55.66000   0.89804291E-04  -0.81091582E-04  -0.73791873E-01
  55.70840   0.82046868E-04  -0.93629158E-04  -0.70876494E-01
  55.75680   0.70433389E-04  -0.10312162E-03  -0.65267362E-01
  55.80520   0.55393513E-04  -0.10918540E-03  -0.57183678E-01
  55.85360   0.37494149E-04  -0.11156284E-03  -0.46939017E-01
  55.90200   0.17417991E-04  -0.11013132E-03  -0.34929013E-01
  55.95040  -0.40621297E-05  -0.10490648E-03  -0.21615642E-01
  55.99880  -0.26112058E-04  -0.96040956E-04  -0.75091838E-02
  56.04720  -0.47867522E-04  -0.83818527E-04   0.68515145E-02
  56.09560  -0.68466947E-04  -0.68643483E-04   0.20920095E-01
  56.14400  -0.84347682E-04  -0.49628669E-04   0.33325510E-01
  56.19240  -0.99699906E-04  -0.30760966E-04   0.44853969E-01
  56.24080  -0.11173227E-03  -0.10737461E-04   0.54642919E-01
  56.28920  -0.11991967E-03   0.97450997E-05   0.62327198E-01
  56.33760  -0.12387847E-03   0.29970231E-04   0.67624024E-01
  56.38600  -0.12338249E-03   0.49226886E-04   0.70342585E-01
  56.43440  -0.11837316E-03   0.66834889E-04   0.70390220E-01
  56.48280  -0.10896297E-03   0.82169964E-04   0.67774913E-01
  56.53120  -0.95432183E-04   0.94687490E-04   0.62604001E-01
  56.57960  -0.78218398E-04   0.10394421E-03   0.55079350E-01
  56.62800  -0.57228502E-04   0.10766495E-03   0.44803559E-01
  56.67640  -0.35180308E-04   0.10945067E-03   0.33849372E-01
  56.72480  -0.11494802E-04   0.10743864E-03   0.21613586E-01
  56.77320   0.12985761E-04   0.10173740E-03   0.85632199E-02
  56.82160   0.37385309E-04   0.92601295E-04  -0.48033614E-02
  56.87000   0.60828617E-04   0.80419444E-04  -0.17975764E-01
  56.91840   0.82475417E-04   0.65698519E-04  -0.30451384E-01
  56.96680   0.10155272E-03   0.49040488E-04  -0.41754934E-01
  57.01520   0.11738407E-03   0.31116705E-04  -0.51456895E-01
  57.06360   0.12941464E-03   0.12639377E-04  -0.59190210E-01
  57.11200   0.13504521E-03  -0.63682718E-05  -0.64056654E-01
  57.16040   0.13819662E-03  -0.23192504E-04  -0.66910516E-01
  57.20880   0.13679713E-03  -0.38473441E-04  -0.67188093E-01
  57.25720   0.13092890E-03  -0.51645500E-04  -0.64890385E-01
  57.30560   0.12083791E-03  -0.62237515E-04  -0.60119189E-01
  57.35400   0.10692191E-03  -0.69889055E-04  -0.53071374E-01
  57.40240   0.89712627E-04  -0.74362365E-04  -0.44029507E-01
  57.45080   0.69853460E-04  -0.75549262E-04  -0.33349447E-01
  57.49920   0.48073933E-04  -0.73472874E-04  -0.21445594E-01
  57.54760   0.25161207E-04  -0.68284559E-04  -0.87742907E-02
  57.59600   0.21467970E-05  -0.56819868E-04   0.40155530E-02
  57.64440  -0.20038045E-04  -0.46638238E-04   0.16458532E-01
  57.69280  -0.40977307E-04  -0.34595056E-04   0.28240060E-01
  57.74120  -0.59956941E-04  -0.21221171E-04   0.38919274E-01
  57.78960  -0.76344680E-04  -0.70950086E-05   0.48098936E-01
  57.83800  -0.89611630E-04   0.71798936E-05   0.55439714E-01
  57.88640  -0.99350012E-04   0.20997888E-04   0.60672303E-01
  57.93480  -0.10528627E-03   0.33774182E-04   0.63606906E-01
  57.98320  -0.10728916E-03   0.44967121E-04   0.64139750E-01
  58.03160  -0.10537272E-03   0.54098997E-04   0.62256519E-01
  58.08000  -0.98148613E-04   0.60670982E-04   0.57339463E-01
  58.12840  -0.89251500E-04   0.64384404E-04   0.51101088E-01
  58.17680  -0.77298284E-04   0.65144322E-04   0.42918712E-01
  58.22520  -0.62813013E-04   0.62894856E-04   0.33107569E-01
  58.27360  -0.46412330E-04   0.57702029E-04   0.22045614E-01
  58.32200  -0.28780712E-04   0.49749431E-04   0.10158328E-01
  58.37040  -0.10643107E-04   0.39329622E-04  -0.20982670E-02
  58.41880   0.72637550E-05   0.26831496E-04  -0.14255660E-01
  58.46720   0.24220129E-04   0.12724046E-04  -0.25851174E-01
  58.51560   0.39551307E-04  -0.24624272E-05  -0.36445925E-01
  58.56400   0.52495859E-04  -0.17200843E-04  -0.44878372E-01
  58.61240   0.62451359E-04  -0.32322749E-04  -0.52057886E-01
  58.66080   0.69268209E-04  -0.46811724E-04  -0.57235768E-01
  58.70920   0.72698811E-04  -0.60111448E-04  -0.60225201E-01
  58.75760   0.72635848E-04  -0.71706084E-04  -0.60924382E-01
  58.80600   0.69113733E-04  -0.81139630E-04  -0.59318953E-01
  58.85440   0.62304834E-04  -0.88032835E-04  -0.55481190E-01
  58.90280   0.52510540E-04  -0.92097452E-04  -0.49566070E-01
  58.95120   0.40147724E-04  -0.93147401E-04  -0.41804503E-01
  58.99960   0.25731559E-04  -0.91106074E-04  -0.32494042E-01
  59.04800   0.88485492E-05  -0.81584187E-04  -0.20749413E-01
  59.09640  -0.74166572E-05  -0.73818423E-04  -0.97291916E-02
  59.14480  -0.23774606E-04  -0.63554204E-04   0.16291025E-02
  59.19320  -0.39550926E-04  -0.51126596E-04   0.12898836E-01
  59.24160  -0.54091287E-04  -0.36947268E-04   0.23657938E-01
  59.29000  -0.66785761E-04  -0.21489642E-04   0.33504216E-01
  59.33840  -0.77091429E-04  -0.52718909E-05   0.42069955E-01
  59.38680  -0.84552643E-04   0.11161714E-04   0.49035343E-01
  59.43520  -0.88818417E-04   0.27260491E-04   0.54140300E-01
  59.48360  -0.89656257E-04   0.42487423E-04   0.57194283E-01
  59.53200  -0.86169270E-04   0.55317486E-04   0.57397262E-01
  59.58040  -0.80083034E-04   0.66918742E-04   0.56085496E-01
  59.62880  -0.70642387E-04   0.76325229E-04   0.52624445E-01
  59.67720  -0.58148364E-04   0.83246048E-04   0.47151743E-01
  59.72560  -0.43025053E-04   0.87482743E-04   0.39883737E-01
  59.77400  -0.25802346E-04   0.88934843E-04   0.31106122E-01
  59.82240  -0.70945476E-05   0.87601256E-04   0.21161827E-01
  59.87080   0.12424197E-04   0.83578103E-04   0.10436774E-01
  59.91920   0.32046512E-04   0.77053381E-04  -0.65578996E-03
  59.96760   0.51059358E-04   0.68298748E-04  -0.11691776E-01
  60.01600   0.65693299E-04   0.55074733E-04  -0.21068750E-01
  60.06440   0.81132967E-04   0.43266051E-04  -0.30549814E-01
  60.11280   0.94162575E-04   0.30504654E-04  -0.38848216E-01
  60.16120   0.10429926E-03   0.17259307E-04  -0.45653356E-01
  60.20960   0.11116344E-03   0.40088790E-05  -0.50712461E-01
  60.25800   0.11449252E-03  -0.87741159E-05  -0.53839695E-01
  60.30640   0.11415034E-03  -0.20639853E-04  -0.54922761E-01
  60.35480   0.11013176E-03  -0.31176923E-04  -0.53926704E-01
  60.40320   0.10256236E-03  -0.40026920E-04  -0.50894766E-01
  60.45160   0.91693480E-04  -0.46897494E-04  -0.45946364E-01
  60.50000   0.73967402E-04  -0.48421726E-04  -0.37086517E-01
  60.54840   0.58124459E-04  -0.50771046E-04  -0.29158554E-01
  60.59680   0.40506047E-04  -0.50884489E-04  -0.20146938E-01
  60.64520   0.21716040E-04  -0.48805616E-04  -0.10393128E-01
  60.69360   0.23960623E-05  -0.44663032E-04  -0.26474876E-03
  60.74200  -0.16797036E-04  -0.38666148E-04   0.98579006E-02
  60.79040  -0.35214047E-04  -0.31097901E-04   0.19595638E-01
  60.83880  -0.52236017E-04  -0.22304404E-04   0.28584142E-01
  60.88720  -0.67296063E-04  -0.12681689E-04   0.36487299E-01
  60.93560  -0.79899636E-04  -0.26600454E-05   0.43009680E-01
  60.98400  -0.85099546E-04   0.67311380E-05   0.45355057E-01
  61.03240  -0.91621565E-04   0.16025883E-04   0.48421491E-01
  61.08080  -0.94969993E-04   0.24432272E-04   0.49665296E-01
  61.12920  -0.95073299E-04   0.31564612E-04   0.49038494E-01
  61.17760  -0.91977458E-04   0.37089218E-04   0.46563142E-01
  61.22600  -0.85844534E-04   0.40738497E-04   0.42330959E-01
  61.27440  -0.76946833E-04   0.42322228E-04   0.36500265E-01
  61.32280  -0.65656707E-04   0.41735585E-04   0.29290261E-01
  61.37120  -0.52432294E-04   0.38963530E-04   0.20972761E-01
  61.41960  -0.37799868E-04   0.34081487E-04   0.11861779E-01
  61.46800  -0.21830198E-04   0.25164025E-04   0.21458159E-02
  61.51640  -0.64117651E-05   0.16821189E-04  -0.73296581E-02
  61.56480   0.86350099E-05   0.71821006E-05  -0.16526731E-01
  61.61320   0.22732985E-04  -0.33880676E-05  -0.25096185E-01
  61.66160   0.35346887E-04  -0.14483113E-04  -0.32713201E-01
  61.71000   0.46003614E-04  -0.25671029E-04  -0.39089606E-01
  61.75840   0.54310166E-04  -0.36510074E-04  -0.43984626E-01
  61.80680   0.59968570E-04  -0.46565281E-04  -0.47213782E-01
  61.85520   0.62787305E-04  -0.55424899E-04  -0.48655682E-01
  61.90360   0.62688765E-04  -0.62716254E-04  -0.48256483E-01
  61.95200   0.56125600E-04  -0.65093505E-04  -0.43618025E-01
  62.00040   0.50597096E-04  -0.68336399E-04  -0.39764400E-01
  62.04880   0.42755580E-04  -0.69375291E-04  -0.34411797E-01
  62.09720   0.32951314E-04  -0.68113284E-04  -0.27762344E-01
  62.14560   0.21613140E-04  -0.64537896E-04  -0.20066513E-01
  62.19400   0.92318106E-05  -0.58722895E-04  -0.11614007E-01
  62.24240  -0.36591647E-05  -0.50826758E-04  -0.27231920E-02
  62.29080  -0.16504594E-04  -0.41087707E-04   0.62706446E-02
  62.33920  -0.28749905E-04  -0.29815373E-04   0.15027874E-01
  62.38760  -0.39863687E-04  -0.17379354E-04   0.23217478E-01
  62.43600  -0.46974017E-04  -0.38060024E-05   0.29176478E-01
  62.48440  -0.54351769E-04   0.94766056E-05   0.35264015E-01
  62.53280  -0.59446800E-04   0.22588885E-04   0.40018786E-01
  62.58120  -0.62010532E-04   0.35081451E-04   0.43259404E-01
  62.62960  -0.61895388E-04   0.46527733E-04   0.44862203E-01
  62.67800  -0.59060709E-04   0.56540148E-04   0.44766142E-01
  62.72640  -0.53574248E-04   0.64784535E-04   0.42975198E-01
  62.77480  -0.45609281E-04   0.70992334E-04   0.39558161E-01
  62.82320  -0.35437503E-04   0.74970116E-04   0.34645827E-01
  62.87160  -0.23418141E-04   0.76606205E-04   0.28425757E-01
  62.92000  -0.89888767E-05   0.73286954E-04   0.20234894E-01
  62.96840   0.51579784E-05   0.70326195E-04   0.12273960E-01
  63.01680   0.19659013E-04   0.65288798E-04   0.38579730E-02
  63.06520   0.33974532E-04   0.58385627E-04  -0.46935102E-02
  63.11360   0.47568326E-04   0.49892029E-04  -0.13056904E-01
  63.16200   0.59927142E-04   0.40137441E-04  -0.20916638E-01
  63.21040   0.70579143E-04   0.29493055E-04  -0.27976761E-01
  63.25880   0.79110889E-04   0.18357900E-04  -0.33971761E-01
  63.30720   0.85182369E-04   0.71437625E-05  -0.38676284E-01
  63.35560   0.88539649E-04  -0.37405352E-05  -0.41913452E-01
  63.40400   0.85153935E-04  -0.12778216E-04  -0.41475860E-01
  63.45240   0.82803278E-04  -0.21743841E-04  -0.41505623E-01
  63.50080   0.77714172E-04  -0.29380923E-04  -0.39964509E-01
  63.54920   0.70029992E-04  -0.35438311E-04  -0.36909174E-01
  63.59760   0.59987873E-04  -0.39731261E-04  -0.32453184E-01
  63.64600   0.47911251E-04  -0.42148437E-04  -0.26763219E-01
  63.69440   0.34199087E-04  -0.42655817E-04  -0.20053208E-01
  63.74280   0.19312032E-04  -0.41297271E-04  -0.12576540E-01
  63.79120   0.37558698E-05  -0.38191783E-04  -0.46165409E-02
  63.83960  -0.11937122E-04  -0.33527492E-04   0.35244152E-02
  63.88800  -0.26600504E-04  -0.26810120E-04   0.11235655E-01
  63.93640  -0.40856168E-04  -0.19900278E-04   0.18754490E-01
  63.98480  -0.53716501E-04  -0.12338222E-04   0.25563538E-01
  64.03320  -0.64741930E-04  -0.44770269E-05   0.31402695E-01
  64.08160  -0.73560597E-04   0.33234059E-05   0.36049287E-01
  64.13000  -0.79882287E-04   0.10710568E-04   0.39326587E-01
  64.17840  -0.83509086E-04   0.17352927E-04   0.41110442E-01
  64.22680  -0.84342446E-04   0.22952446E-04   0.41333804E-01
  64.27520  -0.82386422E-04   0.27255688E-04   0.39989052E-01
  64.32360  -0.77747044E-04   0.30063197E-04   0.37128044E-01
  64.37200  -0.68396128E-04   0.29618949E-04   0.31615812E-01
  64.42040  -0.59235006E-04   0.29118930E-04   0.26188810E-01
