# rta
#: time in fs  dipole-momenta: x   y   z
  88.91080  -0.15857192E-04  -0.35549826E-05   0.12766667E-01
  88.95920  -0.20226982E-04   0.29738155E-05   0.15929452E-01
  89.00760  -0.23491273E-04   0.96876642E-05   0.18483932E-01
  89.05600  -0.25246131E-04   0.16251164E-04   0.20176423E-01
  89.10440  -0.25941140E-04   0.22536024E-04   0.21253176E-01
  89.15280  -0.25285417E-04   0.28233111E-04   0.21522735E-01
  89.20120  -0.23301282E-04   0.33110671E-04   0.20975937E-01
  89.24960  -0.20064914E-04   0.36965674E-04   0.19634531E-01
  89.29800  -0.15703410E-04   0.39631727E-04   0.17550317E-01
  89.34640  -0.10389928E-04   0.40985607E-04   0.14803159E-01
  89.39480  -0.43371113E-05   0.40952133E-04   0.11497945E-01
  89.44320   0.22109924E-05   0.39507217E-04   0.77605990E-02
  89.49160   0.89882145E-05   0.36678961E-04   0.37332923E-02
  89.54000   0.15651017E-04   0.32304097E-04  -0.43014905E-03
  89.58840   0.22035629E-04   0.27011575E-04  -0.45634965E-02
  89.63680   0.27823566E-04   0.20723309E-04  -0.85187841E-02
  89.68520   0.32764885E-04   0.13647865E-04  -0.12145977E-01
  89.73360   0.36639284E-04   0.60233016E-05  -0.15307677E-01
  89.78200   0.39264774E-04  -0.18915863E-05  -0.17884328E-01
  89.83040   0.40504933E-04  -0.98267855E-05  -0.19778733E-01
  89.87880   0.40274431E-04  -0.17510995E-04  -0.20919700E-01
  89.92720   0.38542647E-04  -0.24681607E-04  -0.21264696E-01
  89.97560   0.35335214E-04  -0.31094375E-04  -0.20801411E-01
  90.02400   0.30471164E-04  -0.36290677E-04  -0.19394466E-01
  90.07240   0.24626574E-04  -0.40566201E-04  -0.17406515E-01
  90.12080   0.17714011E-04  -0.43554277E-04  -0.14758550E-01
  90.16920   0.99570366E-05  -0.45161985E-04  -0.11551411E-01
  90.21760   0.16125507E-05  -0.45346557E-04  -0.79069523E-02
  90.26600  -0.70384762E-05  -0.44116888E-04  -0.39634442E-02
  90.31440  -0.15701157E-04  -0.41533080E-04   0.12962476E-03
  90.36280  -0.24077369E-04  -0.37704036E-04   0.42171584E-02
  90.41120  -0.31876576E-04  -0.32783187E-04   0.81442730E-02
  90.45960  -0.38826421E-04  -0.26962504E-04   0.11762120E-01
  90.50800  -0.44412484E-04  -0.20362957E-04   0.14818989E-01
  90.55640  -0.48960942E-04  -0.13451505E-04   0.17419097E-01
  90.60480  -0.52055377E-04  -0.63700051E-05   0.19357589E-01
  90.65320  -0.53584020E-04   0.62043203E-06   0.20560460E-01
  90.70160  -0.53489978E-04   0.72657768E-05   0.20981587E-01
  90.75000  -0.51773547E-04   0.13328725E-04   0.20604558E-01
  90.79840  -0.48492387E-04   0.18597626E-04   0.19443365E-01
  90.84680  -0.43759550E-04   0.22894346E-04   0.17541944E-01
  90.89520  -0.37739398E-04   0.26080801E-04   0.14972540E-01
  90.94360  -0.30641533E-04   0.28063898E-04   0.11832985E-01
  90.99200  -0.22587053E-04   0.28545880E-04   0.81757845E-02
  91.04040  -0.14123886E-04   0.28042696E-04   0.42824569E-02
  91.08880  -0.54016172E-05   0.26358951E-04   0.22686863E-03
  91.13720   0.32805468E-05   0.23593867E-04  -0.38361168E-02
  91.18560   0.11628088E-04   0.19888543E-04  -0.77514881E-02
  91.23400   0.19362190E-04   0.15420233E-04  -0.11370054E-01
  91.28240   0.26230045E-04   0.10395267E-04  -0.14554166E-01
  91.33080   0.32014064E-04   0.50408760E-05  -0.17182968E-01
  91.37920   0.36539622E-04  -0.40375889E-06  -0.19156984E-01
  91.42760   0.39681086E-04  -0.56969195E-05  -0.20401865E-01
  91.47600   0.41063564E-04  -0.10490527E-04  -0.20709046E-01
  91.52440   0.41278577E-04  -0.14784117E-04  -0.20389064E-01
  91.57280   0.40067641E-04  -0.18283740E-04  -0.19295753E-01
  91.62120   0.37520250E-04  -0.20827897E-04  -0.17471483E-01
  91.66960   0.33774219E-04  -0.22293755E-04  -0.14986230E-01
  91.71800   0.29009921E-04  -0.22602057E-04  -0.11934879E-01
  91.76640   0.23442996E-04  -0.21720350E-04  -0.84335919E-02
  91.81480   0.17315842E-04  -0.19664390E-04  -0.46153891E-02
  91.86320   0.10888156E-04  -0.16497696E-04  -0.62511049E-03
  91.91160   0.44268993E-05  -0.12329252E-04   0.33860691E-02
  91.96000  -0.17146208E-05  -0.71782762E-05   0.72124233E-02
  92.00840  -0.74524227E-05  -0.15092555E-05   0.10807433E-01
  92.05680  -0.12485220E-04   0.46044299E-05   0.13990903E-01
  92.10520  -0.16616054E-04   0.10927806E-04   0.16642591E-01
  92.15360  -0.19686652E-04   0.17214439E-04   0.18662533E-01
  92.20200  -0.21583449E-04   0.23215771E-04   0.19974829E-01
  92.25040  -0.22241864E-04   0.28690551E-04   0.20530504E-01
  92.29880  -0.21648684E-04   0.33414012E-04   0.20309342E-01
  92.34720  -0.19842440E-04   0.37186457E-04   0.19320612E-01
  92.39560  -0.16911772E-04   0.39840955E-04   0.17602675E-01
  92.44400  -0.12826647E-04   0.40974554E-04   0.15101469E-01
  92.49240  -0.81084406E-05   0.41057783E-04   0.12156761E-01
  92.54080  -0.27944226E-05   0.39785914E-04   0.87565212E-02
  92.58920   0.28798686E-05   0.37172231E-04   0.50300600E-02
  92.63760   0.86626801E-05   0.33278961E-04   0.11187763E-02
  92.68600   0.14295919E-04   0.28215329E-04  -0.28292055E-02
  92.73440   0.19525258E-04   0.22133845E-04  -0.66646275E-02
  92.78280   0.24110106E-04   0.15224944E-04  -0.10242712E-01
  92.83120   0.27833068E-04   0.77101790E-05  -0.13428591E-01
  92.87960   0.30508570E-04  -0.16580588E-06  -0.16102362E-01
  92.92800   0.31721632E-04  -0.81118957E-05  -0.18023018E-01
  92.97640   0.31911779E-04  -0.15911412E-04  -0.19393303E-01
  93.02480   0.30765547E-04  -0.23292395E-04  -0.20027751E-01
  93.07320   0.28282920E-04  -0.30010984E-04  -0.19902895E-01
  93.12160   0.24516100E-04  -0.35846781E-04  -0.19023957E-01
  93.17000   0.19568106E-04  -0.40610933E-04  -0.17424675E-01
  93.21840   0.13589431E-04  -0.44152999E-04  -0.15166058E-01
  93.26680   0.67728552E-05  -0.46366336E-04  -0.12334109E-01
  93.31520  -0.65339901E-06  -0.47191812E-04  -0.90365957E-02
  93.36360  -0.84339488E-05  -0.46619698E-04  -0.53989718E-02
  93.41200  -0.16254318E-04  -0.44416771E-04  -0.15452640E-02
  93.46040  -0.23898346E-04  -0.41227210E-04   0.23403631E-02
  93.50880  -0.31065474E-04  -0.36907203E-04   0.61331268E-02
  93.55720  -0.37491524E-04  -0.31626103E-04   0.96886404E-02
  93.60560  -0.42935825E-04  -0.25585077E-04   0.12871668E-01
  93.65400  -0.47190415E-04  -0.19009398E-04   0.15561304E-01
  93.70240  -0.50088017E-04  -0.12139918E-04   0.17655594E-01
  93.75080  -0.51508476E-04  -0.52240335E-05   0.19075411E-01
  93.79920  -0.51383425E-04   0.14935348E-05   0.19767446E-01
  93.84760  -0.49698992E-04   0.77798037E-05   0.19706200E-01
  93.89600  -0.46191450E-04   0.13264341E-04   0.18746479E-01
  93.94440  -0.41580402E-04   0.18069862E-04   0.17222728E-01
  93.99280  -0.35701553E-04   0.21903693E-04   0.15045058E-01
  94.04120  -0.28744435E-04   0.24655685E-04   0.12297012E-01
  94.08960  -0.20936252E-04   0.26259315E-04   0.90836275E-02
  94.13800  -0.12533598E-04   0.26693872E-04   0.55274141E-02
  94.18640  -0.38131204E-05   0.25984873E-04   0.17636995E-02
  94.23480   0.49385087E-05   0.24202703E-04  -0.20645010E-02
  94.28320   0.13434966E-04   0.21459533E-04  -0.58118912E-02
  94.33160   0.21400598E-04   0.17904614E-04  -0.93363856E-02
  94.38000   0.28381170E-04   0.13625265E-04  -0.12409021E-01
  94.42840   0.34538196E-04   0.90234773E-05  -0.15095893E-01
  94.47680   0.39503172E-04   0.42162535E-05  -0.17208251E-01
  94.52520   0.43132064E-04  -0.57103354E-06  -0.18666175E-01
  94.57360   0.45329643E-04  -0.51156083E-05  -0.19414623E-01
  94.62200   0.46052598E-04  -0.92061785E-05  -0.19425526E-01
  94.67040   0.45310707E-04  -0.12651339E-04  -0.18698846E-01
  94.71880   0.43166029E-04  -0.15287174E-04  -0.17262569E-01
  94.76720   0.39730153E-04  -0.16983782E-04  -0.15171621E-01
  94.81560   0.35159608E-04  -0.17650471E-04  -0.12505753E-01
  94.86400   0.29492007E-04  -0.17027306E-04  -0.92908811E-02
  94.91240   0.23285492E-04  -0.15542974E-04  -0.58069552E-02
  94.96080   0.16618852E-04  -0.13029102E-04  -0.21042992E-02
  95.00920   0.97529739E-05  -0.95710565E-05   0.16765145E-02
  95.05760   0.29514232E-05  -0.52944504E-05   0.53921814E-02
  95.10600  -0.35295026E-05  -0.36050547E-06   0.89021020E-02
  95.15440  -0.94503638E-05   0.50399760E-05   0.12073688E-01
  95.20280  -0.14597468E-04   0.10693807E-04   0.14787338E-01
  95.25120  -0.18790738E-04   0.16373524E-04   0.16940910E-01
  95.29960  -0.21890281E-04   0.21846120E-04   0.18453513E-01
  95.34800  -0.23558734E-04   0.26743727E-04   0.19119112E-01
  95.39640  -0.24238138E-04   0.31117158E-04   0.19208224E-01
  95.44480  -0.23696358E-04   0.34645156E-04   0.18571917E-01
  95.49320  -0.21985932E-04   0.37160525E-04   0.17234416E-01
  95.54160  -0.19206201E-04   0.38531667E-04   0.15246300E-01
  95.59000  -0.15499280E-04   0.38668085E-04   0.12682623E-01
  95.63840  -0.11044391E-04   0.37524325E-04   0.96401258E-02
  95.68680  -0.60507762E-05   0.35102197E-04   0.62336363E-02
  95.73520  -0.74942835E-06   0.31451141E-04   0.25917883E-02
  95.78360   0.46160538E-05   0.26666758E-04  -0.11478010E-02
  95.83200   0.97092798E-05   0.20714809E-04  -0.48083070E-02
  95.88040   0.14460104E-04   0.14134948E-04  -0.83128917E-02
  95.92880   0.18569258E-04   0.69506746E-05  -0.11502235E-01
  95.97720   0.21839038E-04  -0.60698860E-06  -0.14255251E-01
  96.02560   0.24105159E-04  -0.82920561E-05  -0.16467386E-01
  96.07400   0.25243533E-04  -0.15852679E-04  -0.18054644E-01
  96.12240   0.25175485E-04  -0.23040430E-04  -0.18956831E-01
  96.17080   0.23871196E-04  -0.29619416E-04  -0.19139883E-01
  96.21920   0.21351227E-04  -0.35374883E-04  -0.18597182E-01
  96.26760   0.17686046E-04  -0.40120996E-04  -0.17349809E-01
  96.31600   0.12818980E-04  -0.43442452E-04  -0.15324250E-01
  96.36440   0.72764854E-05  -0.45758058E-04  -0.12844142E-01
  96.41280   0.10730810E-05  -0.46748769E-04  -0.98798039E-02
  96.46120  -0.55643151E-05  -0.46396081E-04  -0.65445152E-02
  96.50960  -0.12388312E-04  -0.44728308E-04  -0.29654996E-02
  96.55800  -0.19140540E-04  -0.41819281E-04   0.72095613E-03
  96.60640  -0.25561574E-04  -0.37785370E-04   0.43747083E-02
  96.65480  -0.31400901E-04  -0.32780951E-04   0.78570885E-02
  96.70320  -0.36426545E-04  -0.26992476E-04   0.11036162E-01
  96.75160  -0.40434000E-04  -0.20631374E-04   0.13791720E-01
  96.80000  -0.42971859E-04  -0.13884278E-04   0.15896066E-01
  96.84840  -0.44477263E-04  -0.70875516E-05   0.17510947E-01
  96.89680  -0.44596938E-04  -0.41992108E-06   0.18458602E-01
  96.94520  -0.43299823E-04   0.58917897E-05   0.18703809E-01
  96.99360  -0.40605813E-04   0.11638408E-04   0.18238015E-01
  97.04200  -0.36585226E-04   0.16636035E-04   0.17079631E-01
  97.09040  -0.31356383E-04   0.20732629E-04   0.15273325E-01
  97.13880  -0.25081437E-04   0.23813296E-04   0.12888307E-01
  97.18720  -0.17960572E-04   0.25804109E-04   0.10015690E-01
  97.23560  -0.10224814E-04   0.26674332E-04   0.67650063E-02
  97.28400  -0.20957922E-05   0.26223182E-04   0.32323406E-02
  97.33240   0.60761807E-05   0.24940320E-04  -0.38463786E-03
  97.38080   0.14070879E-04   0.22708868E-04  -0.39839530E-02
  97.42920   0.21623997E-04   0.19659445E-04  -0.74288577E-02
  97.47760   0.28486919E-04   0.15952617E-04  -0.10588673E-01
  97.52600   0.34435712E-04   0.11772414E-04  -0.13343749E-01
  97.57440   0.39279197E-04   0.73190304E-05  -0.15589985E-01
  97.62280   0.42865797E-04   0.28009711E-05  -0.17242742E-01
  97.67120   0.45088929E-04  -0.15730708E-05  -0.18240000E-01
  97.71960   0.45890730E-04  -0.56023333E-05  -0.18544655E-01
  97.76800   0.44968309E-04  -0.89719098E-05  -0.18003730E-01
  97.81640   0.42965409E-04  -0.11775134E-04  -0.16921952E-01
  97.86480   0.39679463E-04  -0.13759596E-04  -0.15199319E-01
  97.91320   0.35247258E-04  -0.14826985E-04  -0.12901492E-01
  97.96160   0.29845145E-04  -0.14917421E-04  -0.10115747E-01
  98.01000   0.23682354E-04  -0.14012020E-04  -0.69476776E-02
  98.05840   0.16993108E-04  -0.12133883E-04  -0.35172258E-02
  98.10680   0.10027840E-04  -0.93474416E-05   0.45817432E-04
  98.15520   0.30438225E-05  -0.57561778E-05   0.36066833E-02
  98.20360  -0.37044375E-05  -0.14987619E-05   0.70306907E-02
  98.25200  -0.98506769E-05   0.33086155E-05   0.10111163E-01
  98.30040  -0.15411283E-04   0.83559693E-05   0.12877558E-01
  98.34880  -0.20086739E-04   0.13498315E-04   0.15156050E-01
  98.39720  -0.23721735E-04   0.18520539E-04   0.16860182E-01
  98.44560  -0.26202965E-04   0.23208501E-04   0.17925252E-01
  98.49400  -0.27463248E-04   0.27357532E-04   0.18310813E-01
  98.54240  -0.27483895E-04   0.30780566E-04   0.18002243E-01
  98.59080  -0.26295194E-04   0.33315600E-04   0.17011330E-01
  98.63920  -0.23975020E-04   0.34832168E-04   0.15375844E-01
  98.68760  -0.20645576E-04   0.35236609E-04   0.13158101E-01
  98.73600  -0.16338479E-04   0.34228191E-04   0.10359499E-01
  98.78440  -0.11521793E-04   0.32300157E-04   0.72581826E-02
  98.83280  -0.62758798E-05   0.29239179E-04   0.38837663E-02
  98.88120  -0.83591494E-06   0.25120722E-04   0.36468855E-03
  98.92960   0.45562518E-05   0.20059893E-04  -0.31652761E-02
  98.97800   0.96617129E-05   0.14207399E-04  -0.65721324E-02
  99.02640   0.14253974E-04   0.77441835E-05  -0.97267673E-02
  99.07480   0.18127911E-04   0.87492714E-06  -0.12509846E-01
  99.12320   0.21107875E-04  -0.61793382E-05  -0.14816321E-01
  99.17160   0.23054626E-04  -0.13189252E-04  -0.16559383E-01
  99.22000   0.23638261E-04  -0.19823451E-04  -0.17536763E-01
  99.26840   0.23276990E-04  -0.26051745E-04  -0.17981973E-01
  99.31680   0.21739048E-04  -0.31584150E-04  -0.17746048E-01
  99.36520   0.19068062E-04  -0.36240065E-04  -0.16838675E-01
  99.41360   0.15353685E-04  -0.39869327E-04  -0.15294931E-01
  99.46200   0.10728248E-04  -0.42357697E-04  -0.13173936E-01
  99.51040   0.53617714E-05  -0.43630978E-04  -0.10556614E-01
  99.55880  -0.54446032E-06  -0.43657614E-04  -0.75426227E-02
  99.60720  -0.67655368E-05  -0.42449682E-04  -0.42465769E-02
  99.65560  -0.13061481E-04  -0.40062226E-04  -0.79370060E-03
  99.70400  -0.19089062E-04  -0.36376461E-04   0.26659077E-02
  99.75240  -0.24787883E-04  -0.31967183E-04   0.60306885E-02
  99.80080  -0.29846529E-04  -0.26777782E-04   0.91622678E-02
  99.84920  -0.34057070E-04  -0.20997483E-04   0.11941923E-01
  99.89760  -0.37241187E-04  -0.14833499E-04   0.14264451E-01
  99.94600  -0.39257111E-04  -0.85032615E-05   0.16042166E-01
  99.99440  -0.40005186E-04  -0.22263628E-05   0.17208226E-01
 100.04280  -0.39431836E-04   0.37835126E-05   0.17719136E-01
 100.09120  -0.37531787E-04   0.93263672E-05   0.17556366E-01
 100.13960  -0.34348472E-04   0.14223108E-04   0.16726996E-01
 100.18800  -0.29745197E-04   0.18145614E-04   0.15143107E-01
 100.23640  -0.24327423E-04   0.21322938E-04   0.13108249E-01
 100.28480  -0.18033743E-04   0.23507847E-04   0.10577942E-01
 100.33320  -0.11070303E-04   0.24656977E-04   0.76487251E-02
 100.38160  -0.36682694E-05   0.24767425E-04   0.44320296E-02
 100.43000   0.39245760E-05   0.23876532E-04   0.10499496E-02
 100.47840   0.11452833E-04   0.22060144E-04  -0.23693624E-02
 100.52680   0.18662739E-04   0.19429413E-04  -0.56965089E-02
 100.57520   0.25311364E-04   0.16126253E-04  -0.88056952E-02
 100.62360   0.31175415E-04   0.12317596E-04  -0.11579439E-01
 100.67200   0.35816678E-04   0.81525799E-05  -0.13805795E-01
 100.72040   0.39554393E-04   0.39101535E-05  -0.15608319E-01
 100.76880   0.42039416E-04  -0.25659161E-06  -0.16818199E-01
 100.81720   0.43196246E-04  -0.41537297E-05  -0.17389521E-01
 100.86560   0.42996875E-04  -0.76001329E-05  -0.17300482E-01
 100.91400   0.41461829E-04  -0.10434740E-04  -0.16554249E-01
 100.96240   0.38659409E-04  -0.12523020E-04  -0.15178885E-01
 101.01080   0.34703149E-04  -0.13762368E-04  -0.13226333E-01
 101.05920   0.29747551E-04  -0.14086247E-04  -0.10770487E-01
 101.10760   0.23982251E-04  -0.13466881E-04  -0.79044182E-02
 101.15600   0.17531635E-04  -0.11750791E-04  -0.46974365E-02
 101.20440   0.10835968E-04  -0.93295932E-05  -0.13571482E-02
 101.25280   0.40356194E-05  -0.61253308E-05   0.20358232E-02
 101.30120  -0.26207889E-05  -0.22608106E-05   0.53524090E-02
 101.34960  -0.88931064E-05   0.21120846E-05   0.84664774E-02
 101.39800  -0.14558798E-04   0.68182489E-05   0.11259662E-01
 101.44640  -0.19421357E-04   0.11666111E-04   0.13625886E-01
 101.49480  -0.23317661E-04   0.16455041E-04   0.15475397E-01
 101.54320  -0.26123976E-04   0.20983126E-04   0.16738181E-01
 101.59160  -0.27760401E-04   0.25055038E-04   0.17366604E-01
 101.64000  -0.27955184E-04   0.28319647E-04   0.17202182E-01
 101.68840  -0.27204977E-04   0.30953026E-04   0.16520144E-01
 101.73680  -0.25335011E-04   0.32663054E-04   0.15213146E-01
 101.78520  -0.22448797E-04   0.33350565E-04   0.13331148E-01
 101.83360  -0.18688827E-04   0.32953363E-04   0.10945838E-01
 101.88200  -0.14230776E-04   0.31448950E-04   0.81478967E-02
 101.93040  -0.92764688E-05   0.28855742E-04   0.50435444E-02
 101.97880  -0.40458846E-05   0.25232726E-04   0.17505151E-02
 102.02720   0.12315111E-05   0.20677553E-04  -0.16064075E-02
 102.07560   0.63257809E-05   0.15323140E-04  -0.49001200E-02
 102.12400   0.10905674E-04   0.92393477E-05  -0.79457994E-02
 102.17240   0.14978958E-04   0.28177662E-05  -0.10740800E-01
 102.22080   0.18269334E-04  -0.38423684E-05  -0.13127147E-01
 102.26920   0.20629957E-04  -0.10525606E-04  -0.15014743E-01
 102.31760   0.21951859E-04  -0.17014432E-04  -0.16332513E-01
 102.36600   0.22168287E-04  -0.23097234E-04  -0.17031102E-01
 102.41440   0.21257400E-04  -0.28576013E-04  -0.17084741E-01
 102.46280   0.19243198E-04  -0.33273540E-04  -0.16492201E-01
 102.51120   0.16194665E-04  -0.37039716E-04  -0.15276810E-01
 102.55960   0.12223152E-04  -0.39756889E-04  -0.13485517E-01
 102.60800   0.73685381E-05  -0.41088833E-04  -0.11098832E-01
 102.65640   0.20466126E-05  -0.41506171E-04  -0.83888123E-02
 102.70480  -0.36551641E-05  -0.40758492E-04  -0.53661903E-02
 102.75320  -0.95128256E-05  -0.38884224E-04  -0.21459967E-02
 102.80160  -0.15293861E-04  -0.35960130E-04   0.11495239E-02
 102.85000  -0.20766108E-04  -0.32098301E-04   0.43955569E-02
 102.89840  -0.25706620E-04  -0.27441886E-04   0.74694321E-02
 102.94680  -0.29910169E-04  -0.22159724E-04   0.10255233E-01
 102.99520  -0.33197095E-04  -0.16440071E-04   0.12648136E-01
 103.04360  -0.35420218E-04  -0.10483645E-04   0.14558319E-01
 103.09200  -0.36212109E-04  -0.45142917E-05   0.15790709E-01
 103.14040  -0.36027252E-04   0.12877396E-05   0.16542101E-01
 103.18880  -0.34591080E-04   0.67255820E-05   0.16665669E-01
 103.23720  -0.31928271E-04   0.11622706E-04   0.16157354E-01
 103.28560  -0.28108976E-04   0.15825811E-04   0.15036920E-01
 103.33400  -0.23246593E-04   0.19210323E-04   0.13347223E-01
 103.38240  -0.17493908E-04   0.21684782E-04   0.11152618E-01
 103.43080  -0.11037753E-04   0.23193963E-04   0.85365511E-02
 103.47920  -0.40923336E-05   0.23720601E-04   0.55984318E-02
 103.52760   0.31085148E-05   0.23285659E-04   0.24498918E-02
 103.57600   0.10264946E-04   0.21775996E-04  -0.78504796E-03
 103.62440   0.17224068E-04   0.19634046E-04  -0.39845575E-02
 103.67280   0.23708495E-04   0.16809802E-04  -0.70301109E-02
 103.72120   0.29494537E-04   0.13450947E-04  -0.98057791E-02
 103.76960   0.34382896E-04   0.97242249E-05  -0.12205937E-01
 103.81800   0.38206127E-04   0.58087109E-05  -0.14139311E-01
 103.86640   0.40834888E-04   0.18886420E-05  -0.15532467E-01
 103.91480   0.42182730E-04  -0.18539200E-05  -0.16332621E-01
 103.96320   0.42209253E-04  -0.52463098E-05  -0.16509635E-01
 104.01160   0.40921516E-04  -0.81320924E-05  -0.16057156E-01
 104.06000   0.38120299E-04  -0.10238627E-04  -0.14874653E-01
 104.10840   0.34423429E-04  -0.11735580E-04  -0.13245081E-01
 104.15680   0.29713744E-04  -0.12417198E-04  -0.11111475E-01
 104.20520   0.24166270E-04  -0.12243567E-04  -0.85553722E-02
 104.25360   0.17984685E-04  -0.11210992E-04  -0.56742565E-02
 104.30200   0.11393623E-04  -0.93522273E-05  -0.25778363E-02
 104.35040   0.46302488E-05  -0.67352788E-05   0.61612715E-03
 104.39880  -0.20645985E-05  -0.34608406E-05   0.37862845E-02
 104.44720  -0.84553576E-05   0.34155126E-06   0.68122912E-02
 104.49560  -0.14320474E-04   0.45185032E-05   0.95793603E-02
 104.54400  -0.19283532E-04   0.88953021E-05   0.11890830E-01
 104.59240  -0.23521715E-04   0.13285210E-04   0.13836008E-01
 104.64080  -0.26737657E-04   0.17508313E-04   0.15255971E-01
 104.68920  -0.28837211E-04   0.21381188E-04   0.16096903E-01
 104.73760  -0.29769719E-04   0.24730801E-04   0.16326983E-01
 104.78600  -0.29529644E-04   0.27401343E-04   0.15937601E-01
 104.83440  -0.28156468E-04   0.29260413E-04   0.14943688E-01
 104.88280  -0.25732845E-04   0.30204343E-04   0.13383144E-01
 104.93120  -0.22381091E-04   0.30162437E-04   0.11315396E-01
 104.97960  -0.18258148E-04   0.29099982E-04   0.88191112E-02
 105.02800  -0.13456962E-04   0.26817170E-04   0.59403533E-02
 105.07640  -0.83813770E-05   0.23770223E-04   0.28922475E-02
 105.12480  -0.31471926E-05   0.19831286E-04  -0.26434025E-03
 105.17320   0.20232997E-05   0.15111416E-04  -0.34096220E-02
 105.22160   0.69126535E-05   0.97516377E-05  -0.64244253E-02
 105.27000   0.11316740E-04   0.39179867E-05  -0.91947232E-02
 105.31840   0.15052636E-04  -0.22043884E-05  -0.11615948E-01
 105.36680   0.17965645E-04  -0.84178544E-05  -0.13596924E-01
 105.41520   0.19935178E-04  -0.14519419E-04  -0.15063279E-01
 105.46360   0.20879316E-04  -0.20308090E-04  -0.15960204E-01
 105.51200   0.20551935E-04  -0.25444730E-04  -0.16128163E-01
 105.56040   0.19374210E-04  -0.30039861E-04  -0.15812000E-01
 105.60880   0.17188234E-04  -0.33807088E-04  -0.14899965E-01
 105.65720   0.14080593E-04  -0.36622008E-04  -0.13426995E-01
 105.70560   0.10175422E-04  -0.38393008E-04  -0.11449093E-01
 105.75400   0.56296945E-05  -0.39064658E-04  -0.90412123E-02
 105.80240   0.62727432E-06  -0.38619753E-04  -0.62944451E-02
 105.85080  -0.46280805E-05  -0.37079936E-04  -0.33126090E-02
 105.89920  -0.99205038E-05  -0.34504865E-04  -0.20835928E-03
 105.94760  -0.15030331E-04  -0.30989954E-04   0.29010406E-02
 105.99600  -0.19620712E-04  -0.26511461E-04   0.58538976E-02
 106.04440  -0.23725489E-04  -0.21540516E-04   0.86195575E-02
 106.09280  -0.27054373E-04  -0.16093311E-04   0.11056631E-01
 106.14120  -0.29454776E-04  -0.10360836E-04   0.13072862E-01
 106.18960  -0.30808421E-04  -0.45417032E-05   0.14591944E-01
 106.23800  -0.31036251E-04   0.11652224E-05   0.15556442E-01
 106.28640  -0.30101842E-04   0.65681418E-05   0.15929998E-01
 106.33480  -0.28013171E-04   0.11489328E-04   0.15698732E-01
 106.38320  -0.24822665E-04   0.15771563E-04   0.14871780E-01
 106.43160  -0.20625516E-04   0.19283759E-04   0.13480943E-01
 106.48000  -0.15419393E-04   0.21736125E-04   0.11488204E-01
 106.52840  -0.96629873E-05   0.23440288E-04   0.91556762E-02
 106.57680  -0.34063809E-05   0.24184933E-04   0.64776824E-02
 106.62520   0.31327748E-05   0.23976690E-04   0.35563620E-02
 106.67360   0.97243810E-05   0.22858288E-04   0.50298249E-03
 106.72200   0.16134525E-04   0.20906591E-04  -0.25663062E-02
 106.77040   0.22134258E-04   0.18229350E-04  -0.55348882E-02
 106.81880   0.27508173E-04   0.14960809E-04  -0.82901037E-02
 106.86720   0.32062490E-04   0.11256321E-04  -0.10727512E-01
 106.91560   0.35632315E-04   0.72861805E-05  -0.12754840E-01
 106.96400   0.37832329E-04   0.32352432E-05  -0.14184598E-01
 107.01240   0.39084315E-04  -0.72013696E-06  -0.15179760E-01
 107.06080   0.39094126E-04  -0.44099701E-05  -0.15596801E-01
 107.10920   0.37859664E-04  -0.76730848E-05  -0.15420214E-01
 107.15760   0.35423608E-04  -0.10367220E-04  -0.14657024E-01
 107.20600   0.31871838E-04  -0.12374587E-04  -0.13336537E-01
 107.25440   0.27330244E-04  -0.13606456E-04  -0.11509227E-01
 107.30280   0.21960040E-04  -0.14006605E-04  -0.92448308E-02
 107.35120   0.15951759E-04  -0.13553495E-04  -0.66296960E-02
 107.39960   0.95181394E-05  -0.12261081E-04  -0.37634936E-02
 107.44800   0.28874606E-05  -0.10040858E-04  -0.74755955E-03
 107.49640  -0.36947430E-05  -0.72584979E-05   0.22805882E-02
 107.54480  -0.10012924E-04  -0.38849163E-05   0.52203922E-02
 107.59320  -0.15848660E-04  -0.56700220E-07   0.79599405E-02
 107.64160  -0.21003021E-04   0.40697005E-05   0.10395088E-01
 107.69000  -0.25303902E-04   0.83240297E-05   0.12433433E-01
 107.73840  -0.28612290E-04   0.12528805E-04   0.13997828E-01
 107.78680  -0.30827243E-04   0.16506172E-04   0.15029294E-01
 107.83520  -0.31889405E-04   0.20084787E-04   0.15489223E-01
 107.88360  -0.31782923E-04   0.23106463E-04   0.15360793E-01
 107.93200  -0.30306120E-04   0.25262893E-04   0.14534756E-01
 107.98040  -0.27997485E-04   0.26777345E-04   0.13273077E-01
 108.02880  -0.24735940E-04   0.27403160E-04   0.11508976E-01
 108.07720  -0.20665424E-04   0.27088131E-04   0.93098170E-02
 108.12560  -0.15958763E-04   0.25814895E-04   0.67592767E-02
 108.17400  -0.10810935E-04   0.23601921E-04   0.39541605E-02
 108.22240  -0.54315339E-05   0.20503139E-04   0.10007459E-02
 108.27080  -0.36742458E-07   0.16606242E-04  -0.19892175E-02
 108.31920   0.51589109E-05   0.12029682E-04  -0.49027040E-02
 108.36760   0.99507058E-05   0.69184806E-05  -0.76296548E-02
 108.41600   0.14008414E-04   0.14027229E-05  -0.99901394E-02
 108.46440   0.17449959E-04  -0.42492783E-05  -0.12042409E-01
