# TDLDA
# time in fs  dipole-momenta: x   y   z
 101.68840  -0.12655549E-07   0.94605473E-09   0.19924044E+00
 101.73680  -0.10581287E-07   0.79978211E-09   0.20656286E+00
 101.78520  -0.80430800E-08   0.62327846E-09   0.20513154E+00
 101.83360  -0.51487717E-08   0.42374395E-09   0.19500361E+00
 101.88200  -0.20220507E-08   0.20936963E-09   0.17660578E+00
 101.93040   0.12030720E-08  -0.11022397E-10   0.15071416E+00
 101.97880   0.43881770E-08  -0.22836332E-09   0.11841976E+00
 102.02720   0.73964361E-08  -0.43372059E-09   0.81082167E-01
 102.07560   0.10098447E-07  -0.61866376E-09   0.40273289E-01
 102.12400   0.12377701E-07  -0.77559081E-09  -0.22868473E-02
 102.17240   0.14135537E-07  -0.89802890E-09  -0.44800353E-01
 102.22080   0.15295418E-07  -0.98087784E-09  -0.85465836E-01
 102.26920   0.15806390E-07  -0.10206183E-08  -0.12255439E+00
 102.31760   0.15645514E-07  -0.10154565E-08  -0.15448411E+00
 102.36600   0.14819100E-07  -0.96541630E-09  -0.17988961E+00
 102.41440   0.13362588E-07  -0.87234845E-09  -0.19768263E+00
 102.46280   0.11339003E-07  -0.73988862E-09  -0.20710030E+00
 102.51120   0.88360248E-08  -0.57331129E-09  -0.20773835E+00
 102.55960   0.59618434E-08  -0.37934225E-09  -0.19956753E+00
 102.60800   0.28400662E-08  -0.16589489E-09  -0.18293302E+00
 102.65640  -0.39597697E-09   0.58236855E-10  -0.15853768E+00
 102.70480  -0.36091759E-08   0.28371833E-09  -0.12741064E+00
 102.75320  -0.66645069E-08   0.50103587E-09  -0.90863378E-01
 102.80160  -0.94345742E-08   0.70087656E-09  -0.50435318E-01
 102.85000  -0.11804656E-07   0.87450030E-09  -0.78308387E-02
 102.89840  -0.13677145E-07   0.10141265E-08   0.35150409E-01
 102.94680  -0.14975308E-07   0.11132940E-08   0.76687867E-01
 102.99520  -0.15646259E-07   0.11671941E-08   0.11501667E+00
 103.04360  -0.15663060E-07   0.11729548E-08   0.14850341E+00
 103.09200  -0.15025807E-07   0.11298534E-08   0.17571753E+00
 103.14040  -0.13761604E-07   0.10394201E-08   0.19549451E+00
 103.18880  -0.11923372E-07   0.90543761E-09   0.20698730E+00
 103.23720  -0.95875277E-08   0.73379658E-09   0.20970317E+00
 103.28560  -0.68506477E-08   0.53224246E-09   0.20352405E+00
 103.33400  -0.38253270E-08   0.30999578E-09   0.18871005E+00
 103.38240  -0.63548664E-09   0.77296597E-10   0.16588641E+00
 103.43080   0.25886147E-08  -0.15511538E-09   0.13601556E+00
 103.47920   0.57154382E-08  -0.37654061E-09   0.10035603E+00
 103.52760   0.86171321E-08  -0.57684271E-09   0.60410153E-01
 103.57600   0.11174307E-07  -0.74694615E-09   0.17862567E-01
 103.62440   0.13280557E-07  -0.87925888E-09  -0.25488748E-01
 103.67280   0.14846658E-07  -0.96802986E-09  -0.67806757E-01
 103.72120   0.15804342E-07  -0.10095974E-08  -0.10729259E+00
 103.76960   0.16109482E-07  -0.10025396E-08  -0.14226264E+00
 103.81800   0.15744473E-07  -0.94770576E-09  -0.17122199E+00
 103.86640   0.14719597E-07  -0.84812606E-09  -0.19293030E+00
 103.91480   0.13073186E-07  -0.70881430E-09  -0.20645665E+00
 103.96320   0.10870476E-07  -0.53646427E-09  -0.21122011E+00
 104.01160   0.82011598E-08  -0.33907430E-09  -0.20701428E+00
 104.06000   0.51757458E-08  -0.12552135E-09  -0.19401476E+00
 104.10840   0.19209321E-08   0.94878759E-10  -0.17277001E+00
 104.15680  -0.14257518E-08   0.31280243E-09  -0.14417670E+00
 104.20520  -0.47217648E-08   0.51930703E-09  -0.10944127E+00
 104.25360  -0.78255884E-08   0.70616626E-09  -0.70029571E-01
 104.30200  -0.10602761E-07   0.86615111E-09  -0.27606553E-01
 104.35040  -0.12931719E-07   0.99324064E-09   0.16032196E-01
 104.39880  -0.14709256E-07   0.10827829E-08   0.59034891E-01
 104.44720  -0.15855361E-07   0.11316053E-08   0.99571522E-01
 104.49560  -0.16317205E-07   0.11380703E-08   0.13591228E+00
 104.54400  -0.16071976E-07   0.11020980E-08   0.16650289E+00
 104.59240  -0.15128327E-07   0.10251409E-08   0.19003300E+00
 104.64080  -0.13526262E-07   0.91011194E-09   0.20549395E+00
 104.68920  -0.11335401E-07   0.76128446E-09   0.21222278E+00
 104.73760  -0.86516991E-08   0.58414683E-09   0.20993031E+00
 104.78600  -0.55928437E-08   0.38523112E-09   0.19871229E+00
 104.83440  -0.22926364E-08   0.17191696E-09   0.17904366E+00
 104.88280   0.11052540E-08  -0.47785018E-10   0.15175694E+00
 104.93120   0.44538036E-08  -0.26547020E-09   0.11800624E+00
 104.97960   0.76090816E-08  -0.47259741E-09   0.79218816E-01
 105.02800   0.10436377E-07  -0.66076817E-09   0.37035901E-01
 105.07640   0.12815807E-07  -0.82202690E-09  -0.67550324E-02
 105.12480   0.14647247E-07  -0.94919156E-09  -0.50294613E-01
 105.17320   0.15854434E-07  -0.10361857E-08  -0.91729903E-01
 105.22160   0.16388085E-07  -0.10783728E-08  -0.12929368E+00
 105.27000   0.16227870E-07  -0.10728530E-08  -0.16138111E+00
 105.31840   0.15383121E-07  -0.10187092E-08  -0.18662005E+00
 105.36680   0.13892190E-07  -0.91715410E-09  -0.20393119E+00
 105.41520   0.11820484E-07  -0.77158302E-09  -0.21257491E+00
 105.46360   0.92572984E-08  -0.58749966E-09  -0.21218259E+00
 105.51200   0.63116639E-08  -0.37231696E-09  -0.20277111E+00
 105.56040   0.31074811E-08  -0.13504934E-09  -0.18474050E+00
 105.60880  -0.22175672E-09   0.11409117E-09  -0.15885541E+00
 105.65720  -0.35383867E-08   0.36417457E-09  -0.12621191E+00
 105.70560  -0.67059357E-08   0.60407117E-09  -0.88191266E-01
 105.75400  -0.95942757E-08   0.82299016E-09  -0.46402575E-01
 105.80240  -0.12084489E-07   0.10110082E-08  -0.26161703E-02
 105.85080  -0.14073365E-07   0.11595599E-08   0.41309970E-01
 105.89920  -0.15477450E-07   0.12618714E-08   0.83508364E-01
 105.94760  -0.16236502E-07   0.13133023E-08   0.12218166E+00
 105.99600  -0.16316183E-07   0.13115828E-08   0.15568025E+00
 106.04440  -0.15709811E-07   0.12569236E-08   0.18257416E+00
 106.09280  -0.14438987E-07   0.11519891E-08   0.20171539E+00
 106.14120  -0.12553020E-07   0.10017398E-08   0.21228765E+00
 106.18960  -0.10127115E-07   0.81315237E-09   0.21384095E+00
 106.23800  -0.72594196E-08   0.59483906E-09   0.20630972E+00
 106.28640  -0.40670855E-08   0.35660124E-09   0.19001415E+00
 106.33480  -0.68155182E-09   0.10894781E-09   0.16564523E+00
 106.38320   0.27567266E-08  -0.13739993E-09   0.13423468E+00
 106.43160   0.61039023E-08  -0.37197180E-09   0.97111395E-01
 106.48000   0.92185308E-08  -0.58498847E-09   0.55846198E-01
 106.52840   0.11967382E-07  -0.76773645E-09   0.12186795E-01
 106.57680   0.14231101E-07  -0.91290144E-09  -0.32014903E-01
 106.62520   0.15909514E-07  -0.10148280E-08  -0.74880574E-01
 106.67360   0.16926344E-07  -0.10697191E-08  -0.11458540E+00
 106.72200   0.17233045E-07  -0.10757603E-08  -0.14943667E+00
 106.77040   0.16811475E-07  -0.10331582E-08  -0.17794727E+00
 106.81880   0.15675189E-07  -0.94411143E-09  -0.19890044E+00
 106.86720   0.13869182E-07  -0.81268371E-09  -0.21140250E+00
 106.91560   0.11468077E-07  -0.64461300E-09  -0.21492089E+00
 106.96400   0.85728575E-08  -0.44705416E-09  -0.20930619E+00
 107.01240   0.53063427E-08  -0.22827318E-09  -0.19479723E+00
 107.06080   0.18077083E-08   0.26822113E-11  -0.17200980E+00
 107.10920  -0.17736447E-08   0.23633557E-09  -0.14190979E+00
 107.15760  -0.52845687E-08   0.46313432E-09  -0.10577232E+00
 107.20600  -0.85747294E-08   0.67379191E-09  -0.65128488E-01
 107.25440  -0.11503019E-07   0.85963187E-09  -0.21701735E-01
 107.30280  -0.13943606E-07   0.10129183E-08   0.22664060E-01
 107.35120  -0.15791408E-07   0.11271572E-08   0.66082178E-01
 107.39960  -0.16966752E-07   0.11973862E-08   0.10670336E+00
 107.44800  -0.17418971E-07   0.12204060E-08   0.14279539E+00
 107.49640  -0.17128725E-07   0.11949630E-08   0.17281817E+00
 107.54480  -0.16108858E-07   0.11218448E-08   0.19549069E+00
 107.59320  -0.14403730E-07   0.10038963E-08   0.20984645E+00
 107.64160  -0.12087052E-07   0.84592668E-09   0.21527482E+00
 107.69000  -0.92583772E-08   0.65452913E-09   0.21154639E+00
 107.73840  -0.60384995E-08   0.43780612E-09   0.19882171E+00
 107.78680  -0.25640517E-08   0.20502311E-09   0.17764331E+00
 107.83520   0.10183883E-08  -0.33800000E-10   0.14891184E+00
 107.88360   0.45584101E-08  -0.26832411E-09   0.11384769E+00
 107.93200   0.79078810E-08  -0.48834411E-09   0.73939716E-01
 107.98040   0.10926878E-07  -0.68424863E-09   0.30882978E-01
 108.02880   0.13489294E-07  -0.84744459E-09  -0.13492246E-01
 108.07720   0.15487958E-07  -0.97073562E-09  -0.57297647E-01
 108.12560   0.16839092E-07  -0.10486601E-08  -0.98667263E-01
 108.17400   0.17485907E-07  -0.10777270E-08  -0.13583761E+00
 108.22240   0.17401109E-07  -0.10565789E-08  -0.16722387E+00
 108.27080   0.16588167E-07  -0.98603315E-09  -0.19148853E+00
 108.31920   0.15081208E-07  -0.86903146E-09  -0.20759908E+00
 108.36760   0.12943536E-07  -0.71048191E-09  -0.21487201E+00
 108.41600   0.10264871E-07  -0.51702098E-09  -0.21300137E+00
 108.46440   0.71574600E-08  -0.29670395E-09  -0.20207074E+00
 108.51280   0.37513078E-08  -0.58650245E-10  -0.18254848E+00
 108.56120   0.18877454E-09   0.18733205E-09  -0.15526692E+00
 108.60960  -0.33812286E-08   0.43113431E-09  -0.12138672E+00
 108.65800  -0.68092313E-08   0.66272689E-09  -0.82347788E-01
 108.70640  -0.99512122E-08   0.87253401E-09  -0.39808910E-01
 108.75480  -0.12674454E-07   0.10517887E-08   0.44218414E-02
 108.80320  -0.14863067E-07   0.11928660E-08   0.48463356E-01
 108.85160  -0.16422970E-07   0.12895979E-08   0.90441361E-01
 108.90000  -0.17286089E-07   0.13375361E-08   0.12856859E+00
 108.94840  -0.17413523E-07   0.13341695E-08   0.16122164E+00
 108.99680  -0.16797477E-07   0.12790700E-08   0.18701091E+00
 109.04520  -0.15461790E-07   0.11739611E-08   0.20484029E+00
 109.09360  -0.13461026E-07   0.10226899E-08   0.21395389E+00
 109.14200  -0.10878172E-07   0.83111047E-09   0.21396773E+00
 109.19040  -0.78210876E-08   0.60687131E-09   0.20488521E+00
 109.23880  -0.44179238E-08   0.35912296E-09   0.18709595E+00
 109.28720  -0.81175958E-09   0.98147991E-10   0.16135843E+00
 109.33560   0.28453116E-08  -0.16505976E-09   0.12876745E+00
 109.38400   0.63984138E-08  -0.41927087E-09   0.90707763E-01
 109.43240   0.96962470E-08  -0.65349895E-09   0.48795905E-01
 109.48080   0.12597378E-07  -0.85750827E-09   0.48122770E-02
 109.52920   0.14976263E-07  -0.10222845E-08  -0.39373917E-01
 109.57760   0.16728755E-07  -0.11404691E-08  -0.81883930E-01
 109.62600   0.17776852E-07  -0.12067288E-08  -0.12090960E+00
 109.67440   0.18072383E-07  -0.12180230E-08  -0.15479085E+00
 109.72280   0.17599419E-07  -0.11737650E-08  -0.18208692E+00
 109.77120   0.16375211E-07  -0.10758491E-08  -0.20163821E+00
 109.81960   0.14449590E-07  -0.92855983E-09  -0.21261569E+00
 109.86800   0.11902844E-07  -0.73834847E-09  -0.21455591E+00
 109.91640   0.88422218E-08  -0.51352027E-09  -0.20738008E+00
 109.96480   0.53972585E-08  -0.26382601E-09  -0.19139665E+00
 110.01320   0.17141849E-08  -0.13234709E-13  -0.16728754E+00
 110.06160  -0.20503078E-08   0.26665113E-09  -0.13607876E+00
 110.11000  -0.57356962E-08   0.52487237E-09  -0.99096954E-01
 110.15840  -0.91844005E-08   0.76379915E-09  -0.57913376E-01
 110.20680  -0.12248475E-07   0.97346899E-09  -0.14277705E-01
 110.25520  -0.14795972E-07   0.11452123E-08   0.29955860E-01
 110.30360  -0.16716718E-07   0.12720035E-08   0.72907243E-01
 110.35200  -0.17927220E-07   0.13487456E-08   0.11275058E+00
 110.40040  -0.18374446E-07   0.13724723E-08   0.14779228E+00
 110.44880  -0.18038231E-07   0.13424598E-08   0.17654352E+00
 110.49720  -0.16932165E-07   0.12602401E-08   0.19778399E+00
 110.54560  -0.15102917E-07   0.11295181E-08   0.21061390E+00
 110.59400  -0.12628024E-07   0.95599260E-09   0.21449207E+00
 110.64240  -0.96123391E-08   0.74710506E-09   0.20925850E+00
 110.69080  -0.61833379E-08   0.51170702E-09   0.19514046E+00
 110.73920  -0.24855668E-08   0.25969361E-09   0.17274230E+00
 110.78760   0.13254937E-08   0.15986695E-11   0.14301926E+00
 110.83600   0.50898959E-08  -0.25182989E-09   0.10723678E+00
 110.88440   0.86497930E-08  -0.49004911E-09   0.66916855E-01
 110.93280   0.11855894E-07  -0.70314535E-09   0.23773658E-01
 110.98120   0.14573600E-07  -0.88222520E-09  -0.20359039E-01
 111.02960   0.16688591E-07  -0.10197836E-08  -0.63605659E-01
 111.07800   0.18111633E-07  -0.11100175E-08  -0.10412862E+00
 111.12640   0.18782376E-07  -0.11490819E-08  -0.14020665E+00
 111.17480   0.18671926E-07  -0.11352586E-08  -0.17030832E+00
 111.22320   0.17784066E-07  -0.10690502E-08  -0.19315732E+00
 111.27160   0.16155041E-07  -0.95316389E-09  -0.20778683E+00
 111.32000   0.13851963E-07  -0.79241092E-09  -0.21358049E+00
 111.36840   0.10969930E-07  -0.59350928E-09  -0.21029826E+00
 111.41680   0.76280308E-08  -0.36481337E-09  -0.19808602E+00
 111.46520   0.39644635E-08  -0.11596790E-09  -0.17746891E+00
 111.51360   0.13095908E-09   0.14248267E-09  -0.14932843E+00
 111.56200  -0.37132707E-08   0.39952530E-09  -0.11486471E+00
 111.61040  -0.74078786E-08   0.64413721E-09  -0.75545367E-01
 111.65880  -0.10797835E-07   0.86574990E-09  -0.33043255E-01
 111.70720  -0.13739792E-07   0.10547048E-08   0.10834565E-01
 111.75560  -0.16108131E-07   0.12026888E-08   0.54223486E-01
 111.80400  -0.17800434E-07   0.13031127E-08   0.95280567E-01
 111.85240  -0.18742114E-07   0.13514213E-08   0.13226289E+00
 111.90080  -0.18889922E-07   0.13453182E-08   0.16360168E+00
 111.94920  -0.18234142E-07   0.12848784E-08   0.18796909E+00
 111.99760  -0.16799306E-07   0.11725508E-08   0.20433459E+00
 112.04600  -0.14643390E-07   0.10130384E-08   0.21200869E+00
 112.09440  -0.11855525E-07   0.81308515E-09   0.21067201E+00
 112.14280  -0.85523411E-08   0.58115536E-09   0.20038844E+00
 112.19120  -0.48731155E-08   0.32705769E-09   0.18160200E+00
 112.23960  -0.97394990E-09   0.61508076E-10   0.15511742E+00
 112.28800   0.29787982E-08  -0.20432999E-09   0.12206549E+00
 112.33640   0.68155808E-08  -0.45930631E-09   0.83854721E-01
 112.38480   0.10370960E-07  -0.69274012E-09   0.42111273E-01
 112.43320   0.13490857E-07  -0.89484412E-09  -0.13901790E-02
 112.48160   0.16039436E-07  -0.10571069E-08  -0.44801809E-01
 112.53000   0.17905284E-07  -0.11726298E-08  -0.86281027E-01
 112.57840   0.19006555E-07  -0.12363886E-08  -0.12406859E+00
 112.62680   0.19294774E-07  -0.12454376E-08  -0.15656315E+00
 112.67520   0.18757083E-07  -0.11990261E-08  -0.18238916E+00
 112.72360   0.17416784E-07  -0.10986376E-08  -0.20045509E+00
 112.77200   0.15332177E-07  -0.94795229E-09  -0.20999977E+00
 112.82040   0.12593784E-07  -0.75272529E-09  -0.21062449E+00
 112.86880   0.93201379E-08  -0.52059443E-09  -0.20230974E+00
 112.91720   0.56523989E-08  -0.26081802E-09  -0.18541566E+00
 112.96560   0.17480834E-08   0.16054300E-10  -0.16066630E+00
 113.01400  -0.22257950E-08   0.29857259E-09  -0.12911840E+00
 113.06240  -0.60998790E-08   0.57482783E-09  -0.92115995E-01
 113.11080  -0.97096369E-08   0.83294061E-09  -0.51233073E-01
 113.15920  -0.12902272E-07   0.10615774E-08  -0.82064882E-02
 113.20760  -0.15543106E-07   0.12504734E-08   0.35137756E-01
 113.25600  -0.17521169E-07   0.13909383E-08   0.76961841E-01
 113.30440  -0.18753756E-07   0.14763021E-08   0.11549383E+00
 113.35280  -0.19189751E-07   0.15022885E-08   0.14910249E+00
 113.40120  -0.18811568E-07   0.14672721E-08   0.17636621E+00
 113.44960  -0.17635654E-07   0.13723999E-08   0.19613312E+00
 113.49800  -0.15711560E-07   0.12215705E-08   0.20756989E+00
 113.54640  -0.13119680E-07   0.10212709E-08   0.21019710E+00
 113.59480  -0.99677928E-08   0.78027334E-09   0.20390956E+00
 113.64320  -0.63865957E-08   0.50921197E-09   0.18898061E+00
 113.69160  -0.25244226E-08   0.22007377E-09   0.16605019E+00
 113.74000   0.14586561E-08  -0.74380312E-10   0.13609723E+00
 113.78840   0.53971629E-08  -0.36121950E-09   0.10039752E+00
 113.83680   0.91267788E-08  -0.62795203E-09   0.60469139E-01
 113.88520   0.12490944E-07  -0.86309652E-09   0.18007636E-01
 113.93360   0.15347266E-07  -0.10567011E-08  -0.25185946E-01
 113.98200   0.17573490E-07  -0.12007718E-08  -0.67281295E-01
 114.03040   0.19072758E-07  -0.12896000E-08  -0.10649606E+00
 114.07880   0.19777920E-07  -0.13199689E-08  -0.14117096E+00
 114.12720   0.19654655E-07  -0.12912381E-08  -0.16983970E+00
 114.17560   0.18703244E-07  -0.12053035E-08  -0.19129097E+00
 114.22400   0.16958896E-07  -0.10664418E-08  -0.20461980E+00
 114.27240   0.14490593E-07  -0.88106566E-09  -0.20926615E+00
 114.32080   0.11398487E-07  -0.65738213E-09  -0.20503887E+00
 114.36920   0.78099764E-08  -0.40501491E-09  -0.19212386E+00
 114.41760   0.38745834E-08  -0.13458044E-09  -0.17107596E+00
 114.46600  -0.24215747E-09   0.14275769E-09  -0.14279496E+00
 114.51440  -0.43655856E-08   0.41572436E-09  -0.10848670E+00
 114.56280  -0.83193190E-08   0.67336151E-09  -0.69611169E-01
 114.61120  -0.11932882E-07   0.90543448E-09  -0.27820045E-01
 114.65960  -0.15049229E-07   0.11027953E-08   0.15113690E-01
 114.70800  -0.17531814E-07   0.12577134E-08   0.57370822E-01
 114.75640  -0.19270841E-07   0.13641377E-08   0.97162625E-01
 114.80480  -0.20188369E-07   0.14179145E-08   0.13280610E+00
 114.85320  -0.20241996E-07   0.14169215E-08   0.16279479E+00
 114.90160  -0.19426905E-07   0.13611453E-08   0.18586230E+00
 114.95000  -0.17776191E-07   0.12526791E-08   0.20103599E+00
 114.99840  -0.15359431E-07   0.10956613E-08   0.20767846E+00
 115.04680  -0.12279611E-07   0.89613634E-09   0.20551487E+00
 115.09520  -0.86685596E-08   0.66186742E-09   0.19464474E+00
 115.14360  -0.46811204E-08   0.40207034E-09   0.17553757E+00
 115.19200  -0.48834029E-09   0.12711773E-09   0.14901229E+00
 115.24040   0.37300243E-08  -0.15182883E-09   0.11620173E+00
 115.28880   0.77933555E-08  -0.42322710E-09   0.78503523E-01
 115.33720   0.11528034E-07  -0.67559699E-09   0.37520034E-01
 115.38560   0.14774965E-07  -0.89799195E-09  -0.50100476E-02
 115.43400   0.17396426E-07  -0.10804812E-08  -0.47285397E-01
 115.48240   0.19281925E-07  -0.12146170E-08  -0.87517916E-01
 115.53080   0.20352806E-07  -0.12938586E-08  -0.12400775E+00
 115.57920   0.20565401E-07  -0.13139408E-08  -0.15521453E+00
 115.62760   0.19912619E-07  -0.12731424E-08  -0.17982213E+00
 115.67600   0.18423941E-07  -0.11724476E-08  -0.19679426E+00
 115.72440   0.16163866E-07  -0.10155753E-08  -0.20541855E+00
 115.77280   0.13228933E-07  -0.80887703E-09  -0.20533706E+00
 115.82120   0.97434767E-08  -0.56109168E-09  -0.19656167E+00
 115.86960   0.58543376E-08  -0.28296943E-09  -0.17947340E+00
 115.91800   0.17247300E-08   0.13208926E-10  -0.15480568E+00
 115.96640  -0.24724798E-08   0.31420521E-09  -0.12361236E+00
 116.01480  -0.65618440E-08   0.60646431E-09  -0.87221898E-01
 116.06320  -0.10372495E-07   0.87676042E-09  -0.47180169E-01
 116.11160  -0.13745131E-07   0.11128492E-08  -0.51844087E-02
 116.16000  -0.16538543E-07   0.13040547E-08   0.36988612E-01
 116.20840  -0.18635438E-07   0.14417790E-08   0.77557226E-01
 116.25680  -0.19947299E-07   0.15198951E-08   0.11480935E+00
 116.30520  -0.20418077E-07   0.15350150E-08   0.14717396E+00
 116.35360  -0.20026581E-07   0.14866084E-08   0.17328689E+00
 116.40200  -0.18787441E-07   0.13769880E-08   0.19204835E+00
 116.45040  -0.16750631E-07   0.12111544E-08   0.20266968E+00
 116.49880  -0.13999551E-07   0.99652025E-09   0.20470721E+00
 116.54720  -0.10647750E-07   0.74255237E-09   0.19808147E+00
 116.59560  -0.68343956E-08   0.46031099E-09   0.18308062E+00
 116.64400  -0.27186704E-08   0.16196295E-09   0.16034785E+00
 116.69240   0.15267311E-08  -0.13975333E-09   0.13085330E+00
 116.74080   0.57227396E-08  -0.43205910E-09   0.95851871E-01
 116.78920   0.96914135E-08  -0.70265890E-09   0.56829145E-01
 116.83760   0.13263491E-07  -0.94024119E-09   0.15437892E-01
 116.88600   0.16285664E-07  -0.11349188E-08  -0.26571832E-01
 116.93440   0.18627231E-07  -0.12786224E-08  -0.67426090E-01
 116.98280   0.20185849E-07  -0.13654137E-08  -0.10540107E+00
 117.03120   0.20892081E-07  -0.13917111E-08  -0.13889492E+00
 117.07960   0.20712570E-07  -0.13564339E-08  -0.16649477E+00
 117.12800   0.19651660E-07  -0.12610338E-08  -0.18703629E+00
 117.17640   0.17751419E-07  -0.11094378E-08  -0.19965336E+00
 117.22480   0.15090043E-07  -0.90788879E-09  -0.20381546E+00
 117.27320   0.11778696E-07  -0.66469917E-09  -0.19935085E+00
 117.32160   0.79569237E-08  -0.38990875E-09  -0.18645422E+00
 117.37000   0.37868103E-08  -0.94882630E-10  -0.16567826E+00
 117.41840  -0.55389431E-09   0.20815577E-09  -0.13790952E+00
 117.46680  -0.48793820E-08   0.50663427E-09  -0.10432972E+00
 117.51520  -0.90038113E-08   0.78814956E-09  -0.66364599E-01
 117.56360  -0.12749390E-07   0.10409926E-08  -0.25622779E-01
 117.61200  -0.15954150E-07   0.12546379E-08   0.16172446E-01
 117.66040  -0.18479050E-07   0.14201811E-08   0.57255517E-01
 117.70880  -0.20214083E-07   0.15307117E-08   0.95892311E-01
 117.75720  -0.21083109E-07   0.15815985E-08   0.13045241E+00
 117.80560  -0.21047206E-07   0.15706730E-08   0.15947726E+00
 117.85400  -0.20106384E-07   0.14983181E-08   0.18174174E+00
 117.90240  -0.18299618E-07   0.13674504E-08   0.19630632E+00
 117.95080  -0.15703184E-07   0.11833983E-08   0.20255775E+00
 117.99920  -0.12427386E-07   0.95368941E-09   0.20023578E+00
 118.04760  -0.86118057E-08   0.68774446E-09   0.18944466E+00
 118.09600  -0.44192822E-08   0.39650379E-09   0.17064857E+00
 118.14440  -0.28874462E-10   0.91984019E-10   0.14465112E+00
 118.19280   0.43718847E-08  -0.21320873E-09   0.11256002E+00
 118.24120   0.85950976E-08  -0.50638703E-09   0.75738799E-01
 118.28960   0.12460607E-07  -0.77531586E-09   0.35748100E-01
 118.33800   0.15803732E-07  -0.10087138E-08  -0.57207012E-02
 118.38640   0.18482277E-07  -0.11967297E-08  -0.46916608E-01
 118.43480   0.20382533E-07  -0.13313625E-08  -0.86102039E-01
 118.48320   0.21424005E-07  -0.14068096E-08  -0.12162508E+00
 118.53160   0.21562693E-07  -0.14197206E-08  -0.15198836E+00
 118.58000   0.20792827E-07  -0.13693551E-08  -0.17591199E+00
 118.62840   0.19146986E-07  -0.12576321E-08  -0.19238794E+00
 118.67680   0.16694638E-07  -0.10890619E-08  -0.20072340E+00
 118.72520   0.13539144E-07  -0.87058178E-09  -0.20057095E+00
 118.77360   0.98133767E-08  -0.61127087E-09  -0.19194364E+00
 118.82200   0.56741053E-08  -0.32198403E-09  -0.17521435E+00
 118.87040   0.12953926E-08  -0.14903826E-10  -0.15109906E+00
 118.91880  -0.31387297E-08   0.29697149E-09  -0.12062524E+00
 118.96720  -0.74419911E-08   0.60037511E-09  -0.85086854E-01
 119.01560  -0.11433682E-07   0.88232974E-09  -0.45988593E-01
 119.06400  -0.14946184E-07   0.11307070E-08  -0.49818587E-02
 119.11240  -0.17831919E-07   0.13347411E-08   0.36204510E-01
 119.16080  -0.19969421E-07   0.14855025E-08   0.75836103E-01
 119.20920  -0.21268316E-07   0.15762873E-08   0.11224475E+00
 119.25760  -0.21673021E-07   0.16029248E-08   0.14389776E+00
 119.30600  -0.21165039E-07   0.15639869E-08   0.16946210E+00
 119.35440  -0.19763779E-07   0.14608762E-08   0.18786082E+00
 119.40280  -0.17525861E-07   0.12978033E-08   0.19831938E+00
 119.45120  -0.14542926E-07   0.10816416E-08   0.20039933E+00
 119.49960  -0.10938017E-07   0.82165218E-09   0.19401755E+00
 119.54800  -0.68606327E-08   0.52910932E-09   0.17944987E+00
 119.59640  -0.24806507E-08   0.21680884E-09   0.15731876E+00
 119.64480   0.20186635E-08  -0.10149944E-09   0.12856581E+00
 119.69320   0.64482664E-08  -0.41173236E-09   0.94410532E-01
 119.74160   0.10621245E-07  -0.70012859E-09   0.56297686E-01
 119.79000   0.14360683E-07  -0.95388459E-09   0.15835888E-01
 119.83840   0.17507139E-07  -0.11617579E-08  -0.25269867E-01
 119.88680   0.19925449E-07  -0.13145870E-08  -0.65288993E-01
 119.93520   0.21510541E-07  -0.14057068E-08  -0.10253687E+00
 119.98360   0.22192067E-07  -0.14312430E-08  -0.13544466E+00
 120.03200   0.21937627E-07  -0.13902690E-08  -0.16262498E+00
 120.08040   0.20754468E-07  -0.12848177E-08  -0.18293065E+00
 120.12880   0.18689531E-07  -0.11197416E-08  -0.19550414E+00
 120.17720   0.15827811E-07  -0.90246671E-09  -0.19981501E+00
 120.22560   0.12289043E-07  -0.64261293E-09  -0.19568338E+00
 120.27400   0.82227916E-08  -0.35153135E-09  -0.18328798E+00
 120.32240   0.38021423E-08  -0.41778467E-10  -0.16315815E+00
 120.37080  -0.78376917E-09   0.27344671E-09  -0.13615042E+00
 120.41920  -0.53380251E-08   0.58087358E-09  -0.10341085E+00
 120.46760  -0.96646037E-08   0.86770148E-09  -0.66325340E-01
 120.51600  -0.13577038E-07   0.11221050E-08  -0.26460528E-01
 120.56440  -0.16906635E-07   0.13336827E-08   0.14502164E-01
 120.61280  -0.19509874E-07   0.14938237E-08   0.54836462E-01
 120.66120  -0.21274654E-07   0.15960091E-08   0.92842712E-01
 120.70960  -0.22125136E-07   0.16360317E-08   0.12691838E+00
 120.75800  -0.22024981E-07   0.16121377E-08   0.15562511E+00
 120.80640  -0.20978872E-07   0.15250904E-08   0.17774967E+00
 120.85480  -0.19032258E-07   0.13781592E-08   0.19235624E+00
 120.90320  -0.16269315E-07   0.11770144E-08   0.19882722E+00
 120.95160  -0.12809226E-07   0.92954769E-09   0.19689060E+00
 121.00000  -0.88009073E-08   0.64560405E-09   0.18663192E+00
 121.04840  -0.44164390E-08   0.33662882E-09   0.16849039E+00
 121.09680   0.15650824E-09   0.15228392E-10   0.14323914E+00
 121.14520   0.47228731E-08  -0.30531525E-09   0.11195098E+00
 121.19360   0.90886322E-08  -0.61159620E-09   0.75951615E-01
 121.24200   0.13069058E-07  -0.89064367E-09   0.36762778E-01
