# TDLDA
# time in fs  dipole-momenta: x   y   z
  38.23600  -0.27080018E-08   0.30055990E-09   0.60466419E+00
  38.28440  -0.39563850E-08   0.36763203E-09   0.63531619E+00
  38.33280  -0.50096682E-08   0.41848522E-09   0.63859868E+00
  38.38120  -0.58255215E-08   0.45053110E-09   0.61437080E+00
  38.42960  -0.63720604E-08   0.46247679E-09   0.56368782E+00
  38.47800  -0.66291872E-08   0.45435238E-09   0.48879713E+00
  38.52640  -0.65895854E-08   0.42742268E-09   0.39306200E+00
  38.57480  -0.62591623E-08   0.38400272E-09   0.28080593E+00
  38.62320  -0.56567389E-08   0.32718514E-09   0.15708516E+00
  38.67160  -0.48129069E-08   0.26053320E-09   0.27412727E-01
  38.72000  -0.37681497E-08   0.18774924E-09  -0.10253220E+00
  38.76840  -0.25704855E-08   0.11237350E-09  -0.22717650E+00
  38.81680  -0.12729580E-08   0.37543496E-10  -0.34128489E+00
  38.86520   0.68753485E-10  -0.34154547E-10  -0.44014536E+00
  38.91360   0.13984599E-08  -0.10073588E-09  -0.51971635E+00
  38.96200   0.26613216E-08  -0.16074602E-09  -0.57674989E+00
  39.01040   0.38055245E-08  -0.21312874E-09  -0.60890229E+00
  39.05880   0.47838611E-08  -0.25708994E-09  -0.61483592E+00
  39.10720   0.55553130E-08  -0.29196227E-09  -0.59430484E+00
  39.15560   0.60866839E-08  -0.31711765E-09  -0.54820860E+00
  39.20400   0.63542379E-08  -0.33193172E-09  -0.47859456E+00
  39.25240   0.63451801E-08  -0.33579719E-09  -0.38859170E+00
  39.30080   0.60587344E-08  -0.32818304E-09  -0.28226782E+00
  39.34920   0.55065548E-08  -0.30873721E-09  -0.16441632E+00
  39.39760   0.47123003E-08  -0.27738783E-09  -0.40294211E-01
  39.44600   0.37103860E-08  -0.23445223E-09   0.84656939E-01
  39.49440   0.25441079E-08  -0.18074074E-09   0.20507438E+00
  39.54280   0.12634460E-08  -0.11762905E-09   0.31589981E+00
  39.59120  -0.77168622E-10  -0.47099995E-10   0.41256020E+00
  39.63960  -0.14209415E-08   0.28272294E-10   0.49111064E+00
  39.68800  -0.27106272E-08   0.10539762E-09   0.54835306E+00
  39.73640  -0.38903760E-08   0.18082020E-09   0.58194277E+00
  39.78480  -0.49076502E-08   0.25088914E-09   0.59048730E+00
  39.83320  -0.57153122E-08   0.31197877E-09   0.57363144E+00
  39.88160  -0.62738884E-08   0.36071548E-09   0.53211392E+00
  39.93000  -0.65538964E-08   0.39421691E-09   0.46777642E+00
  39.97840  -0.65379854E-08   0.41033036E-09   0.38350800E+00
  40.02680  -0.62225621E-08   0.40782208E-09   0.28311600E+00
  40.07520  -0.56185824E-08   0.38652653E-09   0.17112809E+00
  40.12360  -0.47513116E-08   0.34739317E-09   0.52544678E-01
  40.17200  -0.36590649E-08   0.29245791E-09  -0.67427964E-01
  40.22040  -0.23911346E-08   0.22470234E-09  -0.18363260E+00
  40.26880  -0.10052115E-08   0.14785528E-09  -0.29118117E+00
  40.31720   0.43540575E-09   0.66144734E-10  -0.38563203E+00
  40.36560   0.18646331E-08  -0.15961150E-10  -0.46312975E+00
  40.41400   0.32164006E-08  -0.93998555E-10  -0.52052056E+00
  40.46240   0.44274506E-08  -0.16373752E-09  -0.55545565E+00
  40.51080   0.54401454E-08  -0.22140896E-09  -0.56648755E+00
  40.55920   0.62052705E-08  -0.26392413E-09  -0.55315475E+00
  40.60760   0.66847368E-08  -0.28905867E-09  -0.51604085E+00
  40.65600   0.68539933E-08  -0.29560709E-09  -0.45678996E+00
  40.70440   0.67038783E-08  -0.28347093E-09  -0.37806104E+00
  40.75280   0.62416151E-08  -0.25365448E-09  -0.28341187E+00
  40.80120   0.54907145E-08  -0.20816341E-09  -0.17711545E+00
  40.84960   0.44896746E-08  -0.14981009E-09  -0.63926380E-01
  40.89800   0.32895732E-08  -0.81960955E-10   0.51174690E-01
  40.94640   0.19508326E-08  -0.82673312E-11   0.16322794E+00
  40.99480   0.53955338E-09   0.67582852E-10   0.26750962E+00
  41.04320  -0.87619900E-09   0.14205117E-09   0.35970633E+00
  41.09160  -0.22298698E-08   0.21188438E-09   0.43605234E+00
  41.14000  -0.34595087E-08   0.27420121E-09   0.49344212E+00
  41.18840  -0.45104519E-08   0.32653833E-09   0.52953041E+00
  41.23680  -0.53375975E-08   0.36686109E-09   0.54282571E+00
  41.28520  -0.59072608E-08   0.39355760E-09   0.53277360E+00
  41.33360  -0.61985610E-08   0.40543722E-09   0.49981727E+00
  41.38200  -0.62042526E-08   0.40174943E-09   0.44541785E+00
  41.43040  -0.59308809E-08   0.38221616E-09   0.37201747E+00
  41.47880  -0.53981443E-08   0.34708525E-09   0.28293509E+00
  41.52720  -0.46374082E-08   0.29718804E-09   0.18219678E+00
  41.57560  -0.36894359E-08   0.23399976E-09   0.74315788E-01
  41.62400  -0.26015691E-08   0.15967392E-09  -0.35951171E-01
  41.67240  -0.14247188E-08   0.77033903E-10  -0.14384222E+00
  41.72080  -0.21055098E-09  -0.10486310E-10  -0.24480008E+00
  41.76920   0.99083286E-09  -0.98964476E-10  -0.33464303E+00
  41.81760   0.21325884E-08  -0.18416283E-09  -0.40969971E+00
  41.86600   0.31722316E-08  -0.26174171E-09  -0.46691897E+00
  41.91440   0.40723093E-08  -0.32749927E-09  -0.50396677E+00
  41.96280   0.48008421E-08  -0.37765609E-09  -0.51931672E+00
  42.01120   0.53317283E-08  -0.40914242E-09  -0.51233164E+00
  42.05960   0.56452537E-08  -0.41985958E-09  -0.48332490E+00
  42.10800   0.57287450E-08  -0.40888938E-09  -0.43358474E+00
  42.15640   0.55772958E-08  -0.37660392E-09  -0.36534520E+00
  42.20480   0.51944063E-08  -0.32469357E-09  -0.28169320E+00
  42.25320   0.45923549E-08  -0.25604739E-09  -0.18641211E+00
  42.30160   0.37921602E-08  -0.17454923E-09  -0.83775741E-01
  42.35000   0.28230910E-08  -0.84773909E-10   0.21683352E-01
  42.39840   0.17217882E-08   0.83672910E-11   0.12540290E+00
  42.44680   0.53111969E-09   0.99993762E-10   0.22299473E+00
  42.49520  -0.70111245E-09   0.18559338E-09   0.31041204E+00
  42.54360  -0.19235697E-08   0.26131996E-09   0.38408167E+00
  42.59200  -0.30829300E-08   0.32420234E-09   0.44101121E+00
  42.64040  -0.41257196E-08   0.37229584E-09   0.47888298E+00
  42.68880  -0.50005267E-08   0.40470551E-09   0.49614147E+00
  42.73720  -0.56606225E-08   0.42153214E-09   0.49207310E+00
  42.78560  -0.60668871E-08   0.42372850E-09   0.46686783E+00
  42.83400  -0.61908068E-08   0.41290061E-09   0.42164725E+00
  42.88240  -0.60171913E-08   0.39107704E-09   0.35844283E+00
  42.93080  -0.55462072E-08   0.36047833E-09   0.28011383E+00
  42.97920  -0.47943654E-08   0.32329454E-09   0.19020417E+00
  43.02760  -0.37942290E-08   0.28150601E-09   0.92750031E-01
  43.07600  -0.25928204E-08   0.23674990E-09  -0.79395084E-02
  43.12440  -0.12489148E-08   0.19025644E-09  -0.10750219E+00
  43.17280   0.17043774E-09   0.14285203E-09  -0.20172019E+00
  43.22120   0.15937904E-08   0.95039193E-10  -0.28668366E+00
  43.26960   0.29492608E-08   0.47130290E-10  -0.35892021E+00
  43.31800   0.41683705E-08  -0.56312534E-12  -0.41549940E+00
  43.36640   0.51896398E-08  -0.47548315E-10  -0.45412344E+00
  43.41480   0.59618338E-08  -0.92990928E-10  -0.47321150E+00
  43.46320   0.64467543E-08  -0.13562308E-09  -0.47197727E+00
  43.51160   0.66214425E-08  -0.17373984E-09  -0.45049072E+00
  43.56000   0.64796168E-08  -0.20526643E-09  -0.40970957E+00
  43.60840   0.60321442E-08  -0.22791780E-09  -0.35146491E+00
  43.65680   0.53063809E-08  -0.23940525E-09  -0.27838998E+00
  43.70520   0.43443137E-08  -0.23768611E-09  -0.19379041E+00
  43.75360   0.31995914E-08  -0.22122012E-09  -0.10146583E+00
  43.80200   0.19337171E-08  -0.18920642E-09  -0.55030321E-02
  43.85040   0.61182877E-09  -0.14179192E-09   0.89934188E-01
  43.89880  -0.70145291E-09  -0.80211140E-10   0.18079636E+00
  43.94720  -0.19456808E-08  -0.68592214E-11   0.26330817E+00
  43.99560  -0.30674630E-08   0.74734795E-10   0.33409551E+00
  44.04400  -0.40224650E-08   0.16004796E-09   0.39028763E+00
  44.09240  -0.47765811E-08   0.24381046E-09   0.42960512E+00
  44.14080  -0.53064149E-08   0.32036587E-09   0.45044144E+00
  44.18920  -0.55992245E-08   0.38409290E-09   0.45193851E+00
  44.23760  -0.56524674E-08   0.42988913E-09   0.43404867E+00
  44.28600  -0.54730400E-08   0.45365888E-09   0.39756968E+00
  44.33440  -0.50762658E-08   0.45275130E-09   0.34413745E+00
  44.38280  -0.44846657E-08   0.42629537E-09   0.27616548E+00
  44.43120  -0.37265513E-08   0.37538599E-09   0.19672825E+00
  44.47960  -0.28345176E-08   0.30306666E-09   0.10939642E+00
  44.52800  -0.18439515E-08   0.21411839E-09   0.18042294E-01
  44.57640  -0.79169745E-09   0.11466850E-09  -0.73361031E-01
  44.62480   0.28498878E-09   0.11657647E-10  -0.16092504E+00
  44.67320   0.13491404E-08  -0.87749016E-10  -0.24100231E+00
  44.72160   0.23644787E-08  -0.17675878E-09  -0.31031177E+00
  44.77000   0.32956608E-08  -0.24948836E-09  -0.36603911E+00
  44.81840   0.41085893E-08  -0.30138596E-09  -0.40592270E+00
  44.86680   0.47709952E-08  -0.32955112E-09  -0.42833280E+00
  44.91520   0.52534287E-08  -0.33288399E-09  -0.43234534E+00
  44.96360   0.55306947E-08  -0.31210059E-09  -0.41780405E+00
  45.01200   0.55836514E-08  -0.26958426E-09  -0.38535833E+00
  45.06040   0.54011614E-08  -0.20909749E-09  -0.33646239E+00
  45.10880   0.49818979E-08  -0.13538010E-09  -0.27332447E+00
  45.15720   0.43356778E-08  -0.53666667E-10  -0.19880216E+00
  45.20560   0.34840515E-08   0.30796490E-10  -0.11625040E+00
  45.25400   0.24599891E-08   0.11320526E-09  -0.29338423E-01
  45.30240   0.13066713E-08   0.18954318E-09   0.58142280E-01
  45.35080   0.75536106E-10   0.25679361E-09   0.14245775E+00
  45.39920  -0.11761990E-08   0.31300830E-09   0.22008512E+00
  45.44760  -0.23883282E-08   0.35724756E-09   0.28783629E+00
  45.49600  -0.35006158E-08   0.38941035E-09   0.34295700E+00
  45.54440  -0.44558460E-08   0.41001096E-09   0.38321065E+00
  45.59280  -0.52029054E-08   0.41992642E-09   0.40695498E+00
  45.64120  -0.56998008E-08   0.42015138E-09   0.41321361E+00
  45.68960  -0.59164496E-08   0.41161305E-09   0.40173719E+00
  45.73800  -0.58370150E-08   0.39504052E-09   0.37304300E+00
  45.78640  -0.54615084E-08   0.37091868E-09   0.32841920E+00
  45.83480  -0.48063787E-08   0.33953090E-09   0.26988245E+00
  45.88320  -0.39038940E-08   0.30104912E-09   0.20008432E+00
  45.93160  -0.28002716E-08   0.25568718E-09   0.12217147E+00
  45.98000  -0.15527106E-08   0.20386046E-09   0.39614083E-01
  46.02840  -0.22566034E-09   0.14633509E-09  -0.43977057E-01
  46.07680   0.11132383E-08   0.84330037E-10  -0.12502427E+00
  46.12520   0.23971166E-08   0.19565236E-10  -0.20013318E+00
  46.17360   0.35634360E-08  -0.45749450E-10  -0.26621452E+00
  46.22200   0.45569726E-08  -0.10899634E-09  -0.32058158E+00
  46.27040   0.53321956E-08  -0.16727010E-09  -0.36103195E+00
  46.31880   0.58550632E-08  -0.21756731E-09  -0.38592126E+00
  46.36720   0.61042806E-08  -0.25700340E-09  -0.39423191E+00
  46.41560   0.60720256E-08  -0.28304737E-09  -0.38563257E+00
  46.46400   0.57641125E-08  -0.29374938E-09  -0.36051854E+00
  46.51240   0.51995150E-08  -0.28792616E-09  -0.32002009E+00
  46.56080   0.44091870E-08  -0.26530552E-09  -0.26596775E+00
  46.60920   0.34341764E-08  -0.22658163E-09  -0.20080939E+00
  46.65760   0.23231312E-08  -0.17339921E-09  -0.12748270E+00
  46.70600   0.11293969E-08  -0.10826221E-09  -0.49255566E-01
  46.75440  -0.92014029E-10  -0.34362290E-10   0.30446813E-01
  46.80280  -0.12872799E-08   0.44615647E-10   0.10820850E+00
  46.85120  -0.24062048E-08   0.12472898E-09   0.18076871E+00
  46.89960  -0.34040879E-08   0.20199523E-09   0.24514117E+00
  46.94800  -0.42430120E-08   0.27260663E-09   0.29870965E+00
  46.99640  -0.48926459E-08   0.33312906E-09   0.33930757E+00
  47.04480  -0.53307172E-08   0.38067679E-09   0.36528916E+00
  47.09320  -0.55432944E-08   0.41305730E-09   0.37559558E+00
  47.14160  -0.55249566E-08   0.42887784E-09   0.36981310E+00
  47.19000  -0.52788580E-08   0.42762980E-09   0.34821440E+00
  47.23840  -0.48166341E-08   0.40971265E-09   0.31177112E+00
  47.28680  -0.41580672E-08   0.37642133E-09   0.26212702E+00
  47.33520  -0.33304302E-08   0.32985345E-09   0.20152575E+00
  47.38360  -0.23674684E-08   0.27275891E-09   0.13269585E+00
  47.43200  -0.13080413E-08   0.20834002E-09   0.58703350E-01
  47.48040  -0.19451653E-09   0.14001123E-09  -0.17210607E-01
  47.52880   0.92893179E-09   0.71172212E-10  -0.91788909E-01
  47.57720   0.20179707E-08   0.49998407E-11  -0.16189977E+00
  47.62560   0.30295993E-08  -0.55702559E-10  -0.22465363E+00
  47.67400   0.39234679E-08  -0.10859048E-09  -0.27749728E+00
  47.72240   0.46630832E-08  -0.15181557E-09  -0.31829198E+00
  47.77080   0.52169901E-08  -0.18401015E-09  -0.34538301E+00
  47.81920   0.55599964E-08  -0.20425157E-09  -0.35766433E+00
  47.86760   0.56744456E-08  -0.21202202E-09  -0.35463624E+00
  47.91600   0.55514623E-08  -0.20717765E-09  -0.33644840E+00
  47.96440   0.51920215E-08  -0.18991926E-09  -0.30391691E+00
  48.01280   0.46076335E-08  -0.16078717E-09  -0.25850514E+00
  48.06120   0.38204454E-08  -0.12066168E-09  -0.20226189E+00
  48.10960   0.28626243E-08  -0.70777429E-10  -0.13771800E+00
  48.15800   0.17750020E-08  -0.12746806E-10  -0.67750515E-01
  48.20640   0.60510052E-09   0.51423527E-10   0.45701601E-02
  48.25480  -0.59524196E-09   0.11932905E-09   0.76132665E-01
  48.30320  -0.17723887E-08   0.18818095E-09   0.14392216E+00
  48.35160  -0.28733517E-08   0.25487088E-09   0.20513556E+00
  48.40000  -0.38480503E-08   0.31607390E-09   0.25727503E+00
  48.44840  -0.46513617E-08   0.36841814E-09   0.29822552E+00
  48.49680  -0.52450019E-08   0.40868958E-09   0.32632332E+00
  48.54520  -0.55992751E-08   0.43407230E-09   0.34041969E+00
  48.59360  -0.56946730E-08   0.44240214E-09   0.33993814E+00
  48.64200  -0.55232282E-08   0.43239409E-09   0.32491846E+00
  48.69040  -0.50894607E-08   0.40382916E-09   0.29603750E+00
  48.73880  -0.44107285E-08   0.35766564E-09   0.25459621E+00
  48.78720  -0.35168158E-08   0.29604122E-09   0.20246647E+00
  48.83560  -0.24486895E-08   0.22216596E-09   0.14199789E+00
  48.88400  -0.12564638E-08   0.14010169E-09   0.75892029E-01
  48.93240   0.32552921E-11   0.54449831E-10   0.70583013E-02
  48.98080   0.12703903E-08  -0.30015828E-10  -0.61532132E-01
  49.02920   0.24845065E-08  -0.10872244E-09  -0.12698009E+00
  49.07760   0.35877959E-08  -0.17764172E-09  -0.18657184E+00
  49.12600   0.45277943E-08  -0.23354133E-09  -0.23787156E+00
  49.17440   0.52597781E-08  -0.27415012E-09  -0.27879799E+00
  49.22280   0.57488221E-08  -0.29821488E-09  -0.30769145E+00
  49.27120   0.59715007E-08  -0.30547470E-09  -0.32337559E+00
  49.31960   0.59171734E-08  -0.29655806E-09  -0.32521324E+00
  49.36800   0.55887540E-08  -0.27282574E-09  -0.31315034E+00
  49.41640   0.50028301E-08  -0.23618349E-09  -0.28773884E+00
  49.46480   0.41889994E-08  -0.18887411E-09  -0.25012856E+00
  49.51320   0.31883544E-08  -0.13329441E-09  -0.20202169E+00
  49.56160   0.20511462E-08  -0.71832236E-10  -0.14558892E+00
  49.61000   0.83378004E-09  -0.67674373E-11  -0.83353829E-01
  49.65840  -0.40458817E-09   0.59783991E-10  -0.18058093E-01
  49.70680  -0.16055162E-08   0.12584955E-09   0.47477175E-01
  49.75520  -0.27144608E-08   0.18955888E-09   0.11048000E+00
  49.80360  -0.36834175E-08   0.24905818E-09   0.16833775E+00
  49.85200  -0.44728641E-08   0.30246555E-09   0.21868753E+00
  49.90040  -0.50529966E-08   0.34784668E-09   0.25949086E+00
  49.94880  -0.54043345E-08   0.38326824E-09   0.28909870E+00
  49.99720  -0.55178282E-08   0.40688473E-09   0.30631111E+00
  50.04560  -0.53945771E-08   0.41709200E-09   0.31043154E+00
  50.09400  -0.50452402E-08   0.41269885E-09   0.30131087E+00
  50.14240  -0.44891689E-08   0.39310442E-09   0.27937264E+00
  50.19080  -0.37532763E-08   0.35845289E-09   0.24561028E+00
  50.23920  -0.28706551E-08   0.30973105E-09   0.20154961E+00
  50.28760  -0.18789863E-08   0.24879729E-09   0.14917517E+00
  50.33600  -0.81882632E-09   0.17831267E-09   0.90825488E-01
  50.38440   0.26809885E-09   0.10160044E-09   0.29068495E-01
  50.43280   0.13404413E-08   0.22424302E-10  -0.33428858E-01
  50.48120   0.23585018E-08  -0.55263905E-10  -0.94023332E-01
  50.52960   0.32851762E-08  -0.12760599E-09  -0.15020200E+00
  50.57800   0.40866275E-08  -0.19108366E-09  -0.19967050E+00
  50.62640   0.47328144E-08  -0.24272829E-09  -0.24042631E+00
  50.67480   0.51980333E-08  -0.28028216E-09  -0.27082239E+00
  50.72320   0.54616100E-08  -0.30229947E-09  -0.28962581E+00
  50.77160   0.55088026E-08  -0.30819950E-09  -0.29607163E+00
  50.82000   0.53318800E-08  -0.29826881E-09  -0.28990806E+00
  50.86840   0.49312455E-08  -0.27360483E-09  -0.27142498E+00
  50.91680   0.43163989E-08  -0.23601211E-09  -0.24145714E+00
  50.96520   0.35065111E-08  -0.18786231E-09  -0.20135504E+00
  51.01360   0.25304251E-08  -0.13190867E-09  -0.15292134E+00
  51.06200   0.14259735E-08  -0.71095098E-10  -0.98316729E-01
  51.11040   0.23862100E-09  -0.83667278E-11  -0.39944884E-01
  51.15880  -0.98046311E-09   0.53504143E-10   0.19670298E-01
  51.20720  -0.21767300E-08   0.11203401E-09   0.78002448E-01
  51.25560  -0.32947903E-08   0.16512105E-09   0.13262660E+00
  51.30400  -0.42810264E-08   0.21106851E-09   0.18130628E+00
  51.35240  -0.50861927E-08   0.24859338E-09   0.22206619E+00
  51.40080  -0.56679624E-08   0.27679016E-09   0.25325548E+00
  51.44920  -0.59933653E-08   0.29509449E-09   0.27360592E+00
  51.49760  -0.60410164E-08   0.30322415E-09   0.28228582E+00
  51.54600  -0.58029593E-08   0.30114050E-09   0.27894631E+00
  51.59440  -0.52858984E-08   0.28901529E-09   0.26375286E+00
  51.64280  -0.45115853E-08   0.26721974E-09   0.23739362E+00
  51.69120  -0.35161728E-08   0.23632697E-09   0.20105758E+00
  51.73960  -0.23484621E-08   0.19712306E-09   0.15637979E+00
  51.78800  -0.10671135E-08   0.15062471E-09   0.10535642E+00
  51.83640   0.26294777E-09   0.98097646E-10   0.50238268E-01
  51.88480   0.15745762E-08   0.41073001E-10  -0.65852642E-02
  51.93320   0.28024939E-08  -0.18639268E-10  -0.62699329E-01
  51.98160   0.38870485E-08  -0.78940976E-10  -0.11576494E+00
  52.03000   0.47773723E-08  -0.13745495E-09  -0.16360478E+00
  52.07840   0.54337966E-08  -0.19153844E-09  -0.20427518E+00
  52.12680   0.58294789E-08  -0.23835566E-09  -0.23612860E+00
  52.17520   0.59512656E-08  -0.27499049E-09  -0.25787097E+00
  52.22360   0.57998325E-08  -0.29863098E-09  -0.26861504E+00
  52.27200   0.53891482E-08  -0.30679715E-09  -0.26792708E+00
  52.32040   0.47452932E-08  -0.29760715E-09  -0.25586043E+00
  52.36880   0.39046690E-08  -0.27002912E-09  -0.23296800E+00
  52.41720   0.29116685E-08  -0.22410365E-09  -0.20028675E+00
  52.46560   0.18159398E-08  -0.16109073E-09  -0.15929080E+00
  52.51400   0.66944052E-09  -0.83515346E-10  -0.11181524E+00
  52.56240  -0.47646310E-09   0.48947891E-11  -0.59958004E-01
  52.61080  -0.15735863E-08   0.99390196E-10  -0.59708436E-02
  52.65920  -0.25789683E-08   0.19448695E-09   0.47848658E-01
  52.70760  -0.34562314E-08   0.28433282E-09   0.99255068E-01
  52.75600  -0.41762392E-08   0.36313574E-09   0.14613888E+00
  52.80440  -0.47171693E-08   0.42560889E-09   0.18659696E+00
  52.85280  -0.50642027E-08   0.46741270E-09   0.21899374E+00
  52.90120  -0.52090574E-08   0.48552350E-09   0.24201705E+00
  52.94960  -0.51495624E-08   0.47851103E-09   0.25473056E+00
  52.99800  -0.48893804E-08   0.44668876E-09   0.25662044E+00
  53.04640  -0.44379016E-08   0.39212069E-09   0.24763075E+00
  53.09480  -0.38102489E-08   0.31846720E-09   0.22817993E+00
  53.14320  -0.30272808E-08   0.23069667E-09   0.19915158E+00
  53.19160  -0.21154721E-08   0.13465963E-09   0.16185583E+00
  53.24000  -0.11065643E-08   0.36590401E-10   0.11796231E+00
  53.28840  -0.36930309E-10  -0.57427608E-10   0.69410931E-01
  53.33680   0.10533518E-08  -0.14195948E-09   0.18310670E-01
  53.38520   0.21216745E-08  -0.21264221E-09  -0.33162741E-01
  53.43360   0.31242788E-08  -0.26646102E-09  -0.82860982E-01
  53.48200   0.40178003E-08  -0.30187682E-09  -0.12874465E+00
  53.53040   0.47609745E-08  -0.31879692E-09  -0.16895224E+00
  53.57880   0.53164996E-08  -0.31839250E-09  -0.20186009E+00
  53.62720   0.56530404E-08  -0.30283786E-09  -0.22613713E+00
  53.67560   0.57472992E-08  -0.27496610E-09  -0.24079649E+00
  53.72400   0.55860146E-08  -0.23792474E-09  -0.24524255E+00
  53.77240   0.51676728E-08  -0.19482913E-09  -0.23930823E+00
  53.82080   0.45036755E-08  -0.14846853E-09  -0.22327572E+00
  53.86920   0.36187188E-08  -0.10109535E-09  -0.19787379E+00
  53.91760   0.25502036E-08  -0.54290715E-10  -0.16424756E+00
  53.96600   0.13466226E-08  -0.89556454E-11  -0.12390082E+00
  54.01440   0.65012496E-10   0.34612085E-10  -0.78616107E-01
  54.06280  -0.12322999E-08   0.76547518E-10  -0.30361255E-01
  54.11120  -0.24813333E-08   0.11719244E-09   0.18806983E-01
  54.15960  -0.36201288E-08   0.15685302E-09   0.66833457E-01
  54.20800  -0.45921730E-08   0.19557072E-09   0.11174416E+00
  54.25640  -0.53493740E-08   0.23295125E-09   0.15171425E+00
  54.30480  -0.58544891E-08   0.26806531E-09   0.18512737E+00
  54.35320  -0.60829639E-08   0.29944221E-09   0.21062996E+00
  54.40160  -0.60241533E-08   0.32514727E-09   0.22718268E+00
  54.45000  -0.56818800E-08   0.34295585E-09   0.23410808E+00
  54.49840  -0.50742612E-08   0.35058164E-09   0.23113010E+00
  54.54680  -0.42327398E-08   0.34596486E-09   0.21839886E+00
  54.59520  -0.32003026E-08   0.32756067E-09   0.19649417E+00
  54.64360  -0.20289481E-08   0.29459716E-09   0.16640314E+00
  54.69200  -0.77657040E-09   0.24727116E-09   0.12947133E+00
  54.74040   0.49648394E-09   0.18684778E-09   0.87331368E-01
  54.78880   0.17308659E-08   0.11565349E-09   0.41816956E-01
  54.83720   0.28713614E-08   0.36967711E-10  -0.51281063E-02
  54.88560   0.38694658E-08  -0.45178022E-10  -0.51536996E-01
  54.93400   0.46852545E-08  -0.12626139E-09  -0.95497650E-01
  54.98240   0.52885400E-08  -0.20157024E-09  -0.13522002E+00
  55.03080   0.56594057E-08  -0.26651916E-09  -0.16909494E+00
  55.07920   0.57882504E-08  -0.31697825E-09  -0.19574815E+00
  55.12760   0.56754896E-08  -0.34956951E-09  -0.21409156E+00
  55.17600   0.53310045E-08  -0.36194271E-09  -0.22337147E+00
  55.22440   0.47733911E-08  -0.35297489E-09  -0.22320996E+00
  55.27280   0.40290057E-08  -0.32289261E-09  -0.21363322E+00
  55.32120   0.31307905E-08  -0.27328775E-09  -0.19508066E+00
  55.36960   0.21168753E-08  -0.20702068E-09  -0.16838963E+00
  55.41800   0.10289871E-08  -0.12801074E-09  -0.13475467E+00
  55.46640  -0.89260941E-10  -0.40948621E-10  -0.95664234E-01
  55.51480  -0.11940883E-08   0.49063820E-10  -0.52821720E-01
  55.56320  -0.22431492E-08   0.13688038E-09  -0.80599203E-02
  55.61160  -0.31969175E-08   0.21765933E-09   0.36742542E-01
  55.66000  -0.40198048E-08   0.28716713E-09   0.79737033E-01
  55.70840  -0.46810375E-08   0.34201079E-09   0.11917115E+00
  55.75680  -0.51553733E-08   0.37978176E-09   0.15344697E+00
  55.80520  -0.54237609E-08   0.39912611E-09   0.18117454E+00
  55.85360  -0.54740113E-08   0.39973775E-09   0.20122278E+00
  55.90200  -0.53014939E-08   0.38229086E-09   0.21276802E+00
  55.95040  -0.49097898E-08   0.34832785E-09   0.21533672E+00
  55.99880  -0.43111738E-08   0.30011033E-09   0.20883709E+00
  56.04720  -0.35267639E-08   0.24044911E-09   0.19357313E+00
  56.09560  -0.25861962E-08   0.17252650E-09   0.17023611E+00
  56.14400  -0.15267370E-08   0.99716859E-10   0.13987171E+00
  56.19240  -0.39183409E-09   0.25429500E-10   0.10382465E+00
  56.24080   0.77079863E-09  -0.47034221E-10   0.63667039E-01
  56.28920   0.19113875E-08  -0.11458628E-09   0.21118545E-01
  56.33760   0.29803993E-08  -0.17444027E-09  -0.22033263E-01
  56.38600   0.39307610E-08  -0.22416330E-09  -0.64006404E-01
  56.43440   0.47198910E-08  -0.26173545E-09  -0.10308950E+00
  56.48280   0.53114999E-08  -0.28558597E-09  -0.13769930E+00
  56.53120   0.56771680E-08  -0.29464831E-09  -0.16643360E+00
  56.57960   0.57977103E-08  -0.28841738E-09  -0.18812188E+00
  56.62800   0.56643079E-08  -0.26700490E-09  -0.20187396E+00
  56.67640   0.52793338E-08  -0.23118178E-09  -0.20712416E+00
  56.72480   0.46567465E-08  -0.18238807E-09  -0.20366573E+00
  56.77320   0.38219209E-08  -0.12270448E-09  -0.19166973E+00
  56.82160   0.28108106E-08  -0.54771346E-10  -0.17168299E+00
  56.87000   0.16684136E-08   0.18332242E-10  -0.14460285E+00
  56.91840   0.44660840E-09   0.93259901E-10  -0.11162984E+00
  56.96680  -0.79847739E-09   0.16658970E-09  -0.74203362E-01
  57.01520  -0.20093416E-08   0.23502838E-09  -0.33927749E-01
  57.06360  -0.31299851E-08   0.29560428E-09   0.75031533E-02
  57.11200  -0.41085928E-08   0.34582897E-09   0.48376951E-01
  57.16040  -0.48998937E-08   0.38382134E-09   0.87026299E-01
  57.20880  -0.54671495E-08   0.40836584E-09   0.12188563E+00
  57.25720  -0.57837707E-08   0.41894276E-09   0.15154346E+00
  57.30560  -0.58345636E-08   0.41568675E-09   0.17479261E+00
  57.35400  -0.56165758E-08   0.39932009E-09   0.19067911E+00
  57.40240  -0.51394664E-08   0.37105985E-09   0.19854743E+00
  57.45080  -0.44252954E-08   0.33250184E-09   0.19807783E+00
  57.49920  -0.35076420E-08   0.28550423E-09   0.18930973E+00
  57.54760  -0.24300072E-08   0.23207409E-09   0.17264614E+00
  57.59600  -0.12435548E-08   0.17425866E-09   0.14883594E+00
  57.64440  -0.43227965E-11   0.11405515E-09   0.11893468E+00
  57.69280   0.12298651E-08   0.53346405E-10   0.84247688E-01
  57.74120   0.24025187E-08  -0.61386149E-11   0.46262369E-01
  57.78960   0.34613589E-08  -0.62830174E-10   0.65772244E-02
