#RTA protocol at iterat= 4000
#  j  err   errj     diffrho    sumj0     sumj1     diffE    sumvar2 
     63  6.406138E-06  1.973096E-06 -2.223688E-10  0.835562      0.395535     -6.793181E-03  1.814020E-03
     64  6.448223E-06  1.938182E-06 -1.673222E-10  0.835562      0.401952      1.424288E-02  1.725930E-03
     65  6.517160E-06  1.908896E-06 -1.630642E-10  0.835562      0.408708      3.459614E-02  1.630969E-03
     66  6.614397E-06  1.884194E-06 -1.430980E-10  0.835562      0.415837      5.422224E-02  1.533147E-03
     67  6.713383E-06  1.862762E-06 -1.750058E-10  0.835562      0.423151      7.309121E-02  1.436125E-03
     68  6.799083E-06  1.843690E-06 -1.395293E-10  0.835562      0.430508      9.118086E-02  1.342999E-03
     69  6.863699E-06  1.827009E-06 -1.201528E-10  0.835562      0.437866      0.108467      1.256149E-03
     70  6.895374E-06  1.812369E-06 -1.233573E-10  0.835562      0.445265      0.124912      1.177149E-03
     71  6.884994E-06  1.799288E-06 -1.474056E-10  0.835562      0.452578      0.140443      1.106773E-03
     72  6.834180E-06  1.787089E-06 -1.372431E-10  0.835562      0.459709      0.154924      1.045106E-03
     73  6.749503E-06  1.775178E-06 -1.288507E-10  0.835562      0.466636      0.168115      9.917440E-04
     74  6.642819E-06  1.764111E-06 -1.107665E-10  0.835562      0.473225      0.179604      9.460697E-04
     75  6.519428E-06  1.753344E-06 -1.003766E-10  0.835562      0.479292      0.188718      9.074792E-04
     76  6.394031E-06  1.742187E-06 -1.291012E-10  0.835562      0.484518      0.194493      8.752703E-04
     77  6.253280E-06  1.729225E-06 -1.401066E-10  0.835562      0.488525      0.196012      8.477181E-04
     78  6.079486E-06  1.713483E-06 -1.662528E-10  0.835562      0.491202      0.193476      8.206622E-04
     79  5.878936E-06  1.695419E-06 -1.189404E-10  0.835562      0.492931      0.188585      7.884792E-04
     80  5.669743E-06  1.676617E-06 -5.700862E-11  0.835562      0.494154      0.182881      7.478564E-04
     81  5.494778E-06  1.659492E-06 -1.148166E-10  0.835562      0.495141      0.176699      6.994959E-04
     82  5.386296E-06  1.646705E-06 -1.308020E-11  0.835562      0.496136      0.169950      6.469627E-04
     83  5.317871E-06  1.635555E-06 -8.924799E-10  0.835562      0.497009      0.163173      5.927725E-04
     84  5.275152E-06  1.625100E-06  5.652803E-10  0.835562      0.497730      0.156608      5.382576E-04
     85  5.278627E-06  1.615306E-06  3.642450E-09  0.835562      0.498324      0.150367      4.850262E-04
     86  5.314443E-06  1.606169E-06  1.566391E-09  0.835562      0.498817      0.144556      4.347158E-04
     87  5.352664E-06  1.597665E-06  4.684654E-09  0.835562      0.499239      0.139267      3.887739E-04
     88  5.390111E-06  1.589752E-06  1.065375E-09  0.835562      0.499626      0.134579      3.484196E-04
     89  5.427043E-06  1.582387E-06  2.826197E-09  0.835562      0.500001      0.130559      3.146018E-04
     90  5.455034E-06  1.575594E-06  4.162165E-09  0.835562      0.500388      0.127253      2.879540E-04
     91  5.467230E-06  1.569314E-06  8.887975E-10  0.835562      0.500804      0.124694      2.687520E-04
     92  5.462793E-06  1.563414E-06 -2.441678E-09  0.835562      0.501281      0.122895      2.568841E-04
     93  5.436433E-06  1.557880E-06 -1.276550E-09  0.835562      0.501832      0.121855      2.518412E-04
     94  5.381734E-06  1.552579E-06  1.779703E-09  0.835562      0.502457      0.121554      2.527355E-04
     95  5.300974E-06  1.547498E-06  2.780731E-09  0.835562      0.503167      0.121959      2.583502E-04
     96  5.194919E-06  1.542609E-06 -9.176748E-11  0.835562      0.503967      0.123021      2.672186E-04
     97  5.064274E-06  1.537911E-06  4.136380E-10  0.835562      0.504860      0.124682      2.777284E-04
     98  4.913116E-06  1.533301E-06  2.931334E-09  0.835562      0.505837      0.126873      2.882381E-04
     99  4.745677E-06  1.528672E-06  2.122530E-09  0.835562      0.506892      0.129519      2.971974E-04
    100  4.566800E-06  1.523988E-06  2.893895E-09  0.835562      0.508020      0.132540      3.032569E-04
    101  4.385217E-06  1.519229E-06  6.031576E-09  0.835562      0.509213      0.135852      3.053595E-04
    102  4.207147E-06  1.514343E-06  7.889925E-09  0.835562      0.510465      0.139374      3.028039E-04
    103  4.041760E-06  1.509325E-06  9.357390E-09  0.835562      0.511765      0.143022      2.952772E-04
    104  3.908490E-06  1.504122E-06  1.166026E-08  0.835562      0.513099      0.146720      2.828557E-04
    105  3.816116E-06  1.498724E-06  8.205423E-09  0.835562      0.514458      0.150393      2.659754E-04
    106  3.775515E-06  1.493138E-06  5.491781E-09  0.835562      0.515833      0.153972      2.453775E-04
    107  3.780412E-06  1.487389E-06  8.441880E-09  0.835562      0.517214      0.157396      2.220344E-04
    108  3.818871E-06  1.481500E-06  1.058444E-08  0.835562      0.518592      0.160610      1.970638E-04
    109  3.865357E-06  1.475506E-06  1.217529E-08  0.835562      0.519960      0.163567      1.716381E-04
    110  3.923979E-06  1.469467E-06  1.227205E-08  0.835562      0.521313      0.166216      1.469032E-04
    111  3.959838E-06  1.464881E-06  1.231777E-08  0.835562      0.522733      0.168118      1.240856E-04
    112  3.994853E-06  1.462670E-06  1.226427E-08  0.835562      0.524235      0.169067      1.035895E-04
    113  4.075144E-06  1.461073E-06  1.226827E-08  0.835562      0.525662      0.169549      8.630086E-05
    114  4.159556E-06  1.458410E-06  1.227785E-08  0.835562      0.526839      0.169201      7.473965E-05
    115  4.202710E-06  1.454369E-06  1.227955E-08  0.835562      0.527475      0.166564      7.062153E-05
    116  4.207710E-06  1.449413E-06  1.227623E-08  0.835562      0.527346      0.160160      7.372355E-05
    117  4.209734E-06  1.444246E-06  1.229187E-08  0.835562      0.526541      0.149824      8.188725E-05
    118  4.254999E-06  1.439446E-06  1.229752E-08  0.835562      0.525316      0.136446      9.238067E-05
    119  4.359219E-06  1.435315E-06  1.230983E-08  0.835562      0.523870      0.121084      1.032103E-04
    120  4.507696E-06  1.431851E-06  1.230106E-08  0.835562      0.522338      0.104582      1.134691E-04
    121  4.693413E-06  1.428981E-06  1.227707E-08  0.835562      0.520796      8.754228E-02  1.231524E-04
    122  4.904854E-06  1.426558E-06  1.227458E-08  0.835562      0.519291      7.037614E-02  1.328424E-04
    123  5.144283E-06  1.424438E-06  1.229099E-08  0.835562      0.517848      5.335990E-02  1.434073E-04
    124  5.398343E-06  1.422493E-06  1.228495E-08  0.835562      0.516474      3.667621E-02  1.557585E-04
    125  5.637919E-06  1.420718E-06  1.225940E-08  0.835562      0.515176      2.044368E-02  1.706762E-04
    126  5.851670E-06  1.419151E-06  1.229602E-08  0.835562      0.513962      4.737437E-03  1.886993E-04
    127  6.035130E-06  1.417809E-06  1.226026E-08  0.835562      0.512839     -1.039695E-02  2.100685E-04
    128  6.187931E-06  1.416731E-06  1.231109E-08  0.835562      0.511808     -2.493417E-02  2.347139E-04
    129  6.309323E-06  1.415807E-06  1.231207E-08  0.835562      0.510874     -3.886310E-02  2.622758E-04
    130  6.399406E-06  1.415110E-06  1.235881E-08  0.835562      0.510040     -5.218290E-02  2.921498E-04
    131  6.459155E-06  1.414596E-06  1.240609E-08  0.835562      0.509307     -6.490037E-02  3.235471E-04
    132  6.488664E-06  1.414270E-06  1.239752E-08  0.835562      0.508677     -7.702826E-02  3.555621E-04
    133  6.489545E-06  1.414083E-06  1.236609E-08  0.835562      0.508156     -8.858386E-02  3.872408E-04
    134  6.462916E-06  1.413976E-06  1.241610E-08  0.835562      0.507746     -9.958798E-02  4.176449E-04
    135  6.412041E-06  1.413943E-06  1.236776E-08  0.835562      0.507441     -0.110064      4.459069E-04
    136  6.338796E-06  1.413895E-06  1.241481E-08  0.835562      0.507241     -0.120037      4.712733E-04
    137  6.246159E-06  1.413783E-06  1.237632E-08  0.835562      0.507148     -0.129532      4.931358E-04
    138  6.136521E-06  1.413569E-06  1.233994E-08  0.835562      0.507159     -0.138575      5.110482E-04
    139  6.011864E-06  1.413253E-06  1.235569E-08  0.835562      0.507276     -0.147192      5.247318E-04
    140  5.875267E-06  1.412793E-06  1.239243E-08  0.835562      0.507495     -0.155406      5.340696E-04
    141  5.729383E-06  1.412168E-06  1.237969E-08  0.835562      0.507818     -0.163240      5.390921E-04
    142  5.575337E-06  1.411383E-06  1.238737E-08  0.835562      0.508245     -0.170716      5.399564E-04
    143  4.881716E-06  1.415207E-06  1.237268E-08  0.835562      0.510869     -0.159627      5.312102E-04
    144  4.359330E-06  1.420367E-06  1.236885E-08  0.835562      0.513584     -0.148186      4.964182E-04
    145  4.125160E-06  1.426309E-06  1.234946E-08  0.835562      0.516387     -0.136380      4.477023E-04
    146  4.079209E-06  1.432529E-06  1.236437E-08  0.835562      0.519271     -0.124190      3.902528E-04
    147  4.127697E-06  1.438749E-06  1.238528E-08  0.835562      0.522229     -0.111596      3.298151E-04
    148  4.227380E-06  1.444394E-06  1.239242E-08  0.835562      0.525255     -9.857369E-02  2.722064E-04
    149  4.372281E-06  1.449175E-06  1.238969E-08  0.835562      0.528342     -8.510602E-02  2.228690E-04
    150  4.557572E-06  1.453024E-06  1.237790E-08  0.835562      0.531482     -7.118064E-02  1.864876E-04
    151  4.791980E-06  1.455635E-06  1.239404E-08  0.835562      0.534664     -5.679428E-02  1.666925E-04
    152  5.068273E-06  1.456974E-06  1.240571E-08  0.835562      0.537882     -4.195385E-02  1.658635E-04
    153  5.358878E-06  1.456896E-06  1.242215E-08  0.835562      0.541120     -2.667717E-02  1.850380E-04
    154  5.644082E-06  1.455366E-06  1.243165E-08  0.835562      0.544367     -1.099293E-02  2.239206E-04
    155  5.908306E-06  1.452294E-06  1.243873E-08  0.835562      0.547612      5.059797E-03  2.809861E-04
    156  6.147112E-06  1.447758E-06  1.244568E-08  0.835562      0.550846      2.143227E-02  3.536598E-04
    157  6.359568E-06  1.441749E-06  1.245195E-08  0.835562      0.554056      3.806658E-02  4.385559E-04
    158  6.544876E-06  1.434420E-06  1.246431E-08  0.835562      0.557232      5.489540E-02  5.317512E-04
    159  6.708419E-06  1.426118E-06  1.248326E-08  0.835562      0.560355      7.184021E-02  6.290698E-04
    160  6.850385E-06  1.416712E-06  1.243494E-08  0.835562      0.563416      8.880715E-02  7.263553E-04
    161  6.977344E-06  1.406339E-06  1.247553E-08  0.835562      0.566403      0.105679      8.197064E-04
    162  7.089239E-06  1.395269E-06  1.250026E-08  0.835562      0.569298      0.122302      9.056573E-04
    163  7.181541E-06  1.383264E-06  1.253064E-08  0.835562      0.572090      0.138466      9.812864E-04
    164  6.218473E-06  1.351481E-06  1.248844E-08  0.835562      0.570472      0.119345      1.030134E-03
    165  5.340533E-06  1.320186E-06  1.253371E-08  0.835562      0.568828      9.972082E-02  9.998379E-04
    166  4.635316E-06  1.290353E-06  1.254878E-08  0.835562      0.567189      7.984640E-02  9.248505E-04
    167  4.222577E-06  1.262688E-06  1.250085E-08  0.835562      0.565577      5.994268E-02  8.182028E-04
    168  4.107642E-06  1.237936E-06  1.254803E-08  0.835562      0.564019      4.020720E-02  6.939057E-04
    169  4.268351E-06  1.217609E-06  1.259526E-08  0.835562      0.562529      2.081832E-02  5.653139E-04
    170  4.687891E-06  1.206729E-06  1.257811E-08  0.835562      0.561115      1.934798E-03  4.440101E-04
    171  5.142823E-06  1.201879E-06  1.261468E-08  0.835562      0.559782     -1.630632E-02  3.391579E-04
    172  5.581101E-06  1.199297E-06  1.258053E-08  0.835562      0.558531     -3.379232E-02  2.572372E-04
    173  5.970859E-06  1.197886E-06  1.257920E-08  0.835562      0.557358     -5.043672E-02  2.020663E-04
    174  5.933326E-06  1.194755E-06  1.259077E-08  0.835562      0.557792     -5.063113E-02  1.747709E-04
    175  5.569056E-06  1.190271E-06  1.258801E-08  0.835562      0.559302     -3.914679E-02  1.755050E-04
    176  5.141846E-06  1.186267E-06  1.257657E-08  0.835562      0.560810     -2.676761E-02  1.934213E-04
    177  4.667891E-06  1.183181E-06  1.252886E-08  0.835562      0.562321     -1.350480E-02  2.180890E-04
    178  4.171294E-06  1.181350E-06  1.249740E-08  0.835562      0.563844      6.203810E-04  2.413441E-04
    179  3.689227E-06  1.181435E-06  1.248322E-08  0.835562      0.565363      1.533102E-02  2.570151E-04
    180  3.625444E-06  1.181151E-06  1.247765E-08  0.835562      0.564621      7.852139E-03  2.585732E-04
    181  3.514416E-06  1.181395E-06  1.245756E-08  0.835562      0.564237      4.131534E-03  2.598698E-04
    182  3.382767E-06  1.182032E-06  1.245342E-08  0.835562      0.564022      2.265713E-03  2.559055E-04
    183  3.252673E-06  1.182952E-06  1.240322E-08  0.835562      0.563890      1.325251E-03  2.470320E-04
    184  3.135491E-06  1.184150E-06  1.241341E-08  0.835562      0.563806      8.457413E-04  2.341342E-04
    185  3.042404E-06  1.185413E-06  1.236201E-08  0.835562      0.563755      5.950637E-04  2.184142E-04
    186  2.966807E-06  1.186589E-06  1.235321E-08  0.835562      0.563733      4.571233E-04  2.011805E-04
    187  2.907180E-06  1.187537E-06  1.231086E-08  0.835562      0.563742      3.738276E-04  1.836724E-04
    188  2.856618E-06  1.188269E-06  1.230509E-08  0.835562      0.563783      3.161477E-04  1.669292E-04
    189  2.810214E-06  1.188676E-06  1.230008E-08  0.835562      0.563859      2.696857E-04  1.517101E-04
    190  2.771232E-06  1.188648E-06  1.232108E-08  0.835562      0.563971      2.274759E-04  1.384631E-04
    191  2.733268E-06  1.188142E-06  1.228937E-08  0.835562      0.564120      1.863703E-04  1.273356E-04
    192  2.693103E-06  1.187127E-06  1.227996E-08  0.835562      0.564306      1.452091E-04  1.182185E-04
    193  2.651983E-06  1.185580E-06  1.225130E-08  0.835562      0.564529      1.038774E-04  1.108109E-04
    194  2.608868E-06  1.183518E-06  1.226957E-08  0.835562      0.564790      6.279447E-05  1.046943E-04
    195  2.563830E-06  1.180975E-06  1.228319E-08  0.835562      0.565087      2.262561E-05  9.940602E-05
    196  2.519189E-06  1.178007E-06  1.229463E-08  0.835562      0.565420     -1.588176E-05  9.450375E-05
    197  2.475520E-06  1.174678E-06  1.227323E-08  0.835562      0.565787     -5.201038E-05  8.961503E-05
    198  2.433719E-06  1.171071E-06  1.223254E-08  0.835562      0.566185     -8.513180E-05  8.446985E-05
    199  2.397286E-06  1.167254E-06  1.220016E-08  0.835562      0.566612     -1.147416E-04  7.891571E-05
    200  2.369082E-06  1.163318E-06  1.217886E-08  0.835562      0.567063     -1.404756E-04  7.291707E-05
    201  2.350673E-06  1.159290E-06  1.218851E-08  0.835562      0.567536     -1.621116E-04  6.654217E-05
    202  2.341096E-06  1.155236E-06  1.220675E-08  0.835562      0.568029     -1.795546E-04  5.994095E-05
    203  2.340782E-06  1.151227E-06  1.220063E-08  0.835562      0.568540     -1.928251E-04  5.331789E-05
    204  2.351084E-06  1.147327E-06  1.217157E-08  0.835562      0.569063     -2.020345E-04  4.690331E-05
    205  2.363669E-06  1.143528E-06  1.218507E-08  0.835562      0.569596     -2.073674E-04  4.092612E-05
    206  2.372084E-06  1.139852E-06  1.222109E-08  0.835562      0.570136     -2.090565E-04  3.559026E-05
    207  2.376258E-06  1.136319E-06  1.217773E-08  0.835562      0.570678     -2.073689E-04  3.105634E-05
    208  2.374396E-06  1.132936E-06  1.220631E-08  0.835562      0.571221     -2.025927E-04  2.742940E-05
    209  2.366195E-06  1.129715E-06  1.219682E-08  0.835562      0.571760     -1.950216E-04  2.475275E-05
    210  2.351259E-06  1.126686E-06  1.220063E-08  0.835562      0.572293     -1.849538E-04  2.300787E-05
    211  2.329967E-06  1.123845E-06  1.225120E-08  0.835562      0.572817     -1.726820E-04  2.211935E-05
    212  2.303766E-06  1.121166E-06  1.227335E-08  0.835562      0.573330     -1.584961E-04  2.196405E-05
    213  2.273603E-06  1.118627E-06  1.223177E-08  0.835562      0.573829     -1.426814E-04  2.238326E-05
    214  2.241001E-06  1.116221E-06  1.221361E-08  0.835562      0.574314     -1.255192E-04  2.319654E-05
    215  2.207551E-06  1.113929E-06  1.223163E-08  0.835562      0.574783     -1.072902E-04  2.421615E-05
    216  2.174168E-06  1.111738E-06  1.219836E-08  0.835562      0.575234     -8.827833E-05  2.526078E-05
    217  2.140955E-06  1.109632E-06  1.221227E-08  0.835562      0.575669     -6.876406E-05  2.616778E-05
    218  2.107751E-06  1.107596E-06  1.225786E-08  0.835562      0.576086     -4.903363E-05  2.680295E-05
    219  2.074789E-06  1.105617E-06  1.222790E-08  0.835562      0.576486     -2.937561E-05  2.706739E-05
    220  2.043018E-06  1.103681E-06  1.224895E-08  0.835562      0.576868     -1.007397E-05  2.690129E-05
    221  2.012808E-06  1.101770E-06  1.228898E-08  0.835562      0.577234      8.587803E-06  2.628444E-05
    222  1.984683E-06  1.099877E-06  1.227692E-08  0.835562      0.577585      2.633777E-05  2.523374E-05
    223  1.960411E-06  1.097984E-06  1.228727E-08  0.835562      0.577923      4.291581E-05  2.379833E-05
    224  1.949126E-06  1.096082E-06  1.228107E-08  0.835562      0.578248      5.808105E-05  2.205261E-05
    225  1.946677E-06  1.094166E-06  1.228298E-08  0.835562      0.578562      7.162088E-05  2.008825E-05
    226  1.947488E-06  1.092232E-06  1.223448E-08  0.835562      0.578868      8.335095E-05  1.800554E-05
    227  1.951230E-06  1.090285E-06  1.221155E-08  0.835562      0.579166      9.312664E-05  1.590513E-05
    228  1.957457E-06  1.088316E-06  1.224251E-08  0.835562      0.579459      1.008414E-04  1.388060E-05
    229  1.964795E-06  1.086332E-06  1.221314E-08  0.835562      0.579747      1.064353E-04  1.201241E-05
    230  1.972139E-06  1.084338E-06  1.224935E-08  0.835562      0.580034      1.098895E-04  1.036351E-05
    231  1.978037E-06  1.082330E-06  1.227589E-08  0.835562      0.580321      1.112340E-04  8.976921E-06
    232  1.982187E-06  1.080301E-06  1.229501E-08  0.835562      0.580609      1.105364E-04  7.875007E-06
    233  1.984062E-06  1.078256E-06  1.230552E-08  0.835562      0.580899      1.079082E-04  7.060478E-06
    234  1.983656E-06  1.076203E-06  1.229704E-08  0.835562      0.581192      1.034900E-04  6.518713E-06
    235  1.980726E-06  1.074151E-06  1.229845E-08  0.835562      0.581490      9.745588E-05  6.221066E-06
    236  1.975326E-06  1.072109E-06  1.233346E-08  0.835562      0.581792      9.000060E-05  6.128743E-06
    237  1.967593E-06  1.070087E-06  1.228933E-08  0.835562      0.582100      8.133305E-05  6.196864E-06
    238  1.957949E-06  1.068099E-06  1.226996E-08  0.835562      0.582415      7.167662E-05  6.378358E-06
    239  1.947675E-06  1.066148E-06  1.222486E-08  0.835562      0.582735      6.125570E-05  6.627412E-06
    240  1.936929E-06  1.064237E-06  1.224831E-08  0.835562      0.583062      5.029371E-05  6.902284E-06
    241  1.926242E-06  1.062374E-06  1.222284E-08  0.835562      0.583395      3.901083E-05  7.167365E-06
    242  1.915979E-06  1.060568E-06  1.217256E-08  0.835562      0.583735      2.761771E-05  7.394470E-06
    243  1.905771E-06  1.058827E-06  1.220262E-08  0.835562      0.584080      1.630959E-05  7.563384E-06
    244  1.896129E-06  1.057149E-06  1.224430E-08  0.835562      0.584431      5.272587E-06  7.661774E-06
    245  1.886869E-06  1.055534E-06  1.227797E-08  0.835562      0.584787     -5.327522E-06  7.684567E-06
    246  1.877297E-06  1.053986E-06  1.232670E-08  0.835562      0.585148     -1.533879E-05  7.632961E-06
    247  1.867730E-06  1.052507E-06  1.228440E-08  0.835562      0.585514     -2.462990E-05  7.513194E-06
    248  1.859078E-06  1.051099E-06  1.231322E-08  0.835562      0.585884     -3.308746E-05  7.335206E-06
    249  1.851881E-06  1.049761E-06  1.235569E-08  0.835562      0.586256     -4.061661E-05  7.111318E-06
    250  1.846162E-06  1.048494E-06  1.240088E-08  0.835562      0.586631     -4.714342E-05  6.854999E-06
    251  1.841415E-06  1.047293E-06  1.239465E-08  0.835562      0.587008     -5.260910E-05  6.579804E-06
    252  1.836168E-06  1.046156E-06  1.234751E-08  0.835562      0.587386     -5.697928E-05  6.298512E-06
    253  1.829336E-06  1.045074E-06  1.237170E-08  0.835562      0.587765     -6.023387E-05  6.022473E-06
    254  1.819845E-06  1.044044E-06  1.238681E-08  0.835562      0.588144     -6.237544E-05  5.761183E-06
    255  1.807749E-06  1.043063E-06  1.241999E-08  0.835562      0.588523     -6.342175E-05  5.522054E-06
    256  1.793182E-06  1.042126E-06  1.242355E-08  0.835562      0.588901     -6.340590E-05  5.310352E-06
    257  1.776422E-06  1.041233E-06  1.246759E-08  0.835562      0.589278     -6.238276E-05  5.129286E-06
    258  1.757977E-06  1.040369E-06  1.246360E-08  0.835562      0.589654     -6.041564E-05  4.980192E-06
    259  1.738477E-06  1.039525E-06  1.248303E-08  0.835562      0.590028     -5.758347E-05  4.862800E-06
    260  1.719439E-06  1.038689E-06  1.246471E-08  0.835562      0.590401     -5.397719E-05  4.775529E-06
    261  1.704454E-06  1.037858E-06  1.248908E-08  0.835562      0.590772     -4.969623E-05  4.715805E-06
    262  1.692821E-06  1.037025E-06  1.251897E-08  0.835562      0.591142     -4.484567E-05  4.680363E-06
    263  1.683138E-06  1.036184E-06  1.252346E-08  0.835562      0.591509     -3.953733E-05  4.665532E-06
    264  1.674457E-06  1.035332E-06  1.257023E-08  0.835562      0.591875     -3.388380E-05  4.667476E-06
