#RTA protocol at iterat= 4000
#  j  err   errj     diffrho    sumj0     sumj1     diffE    sumvar2 
    265  1.666057E-06  1.034466E-06  1.261257E-08  0.835562      0.592239     -2.800038E-05  4.682404E-06
    266  1.657794E-06  1.033581E-06  1.264264E-08  0.835562      0.592602     -2.199895E-05  4.706730E-06
    267  1.649579E-06  1.032676E-06  1.269064E-08  0.835562      0.592962     -1.598627E-05  4.737198E-06
    268  1.641175E-06  1.031748E-06  1.271154E-08  0.835562      0.593322     -1.006729E-05  4.770969E-06
    269  1.632541E-06  1.030795E-06  1.275708E-08  0.835562      0.593680     -4.336681E-06  4.805678E-06
    270  1.623681E-06  1.029814E-06  1.272877E-08  0.835562      0.594038      1.119820E-06  4.839461E-06
    271  1.614501E-06  1.028808E-06  1.268750E-08  0.835562      0.594395      6.223969E-06  4.870962E-06
    272  1.605048E-06  1.027780E-06  1.267176E-08  0.835562      0.594753      1.090894E-05  4.899323E-06
    273  1.595281E-06  1.026736E-06  1.262669E-08  0.835562      0.595111      1.511911E-05  4.924154E-06
    274  1.585211E-06  1.025681E-06  1.260780E-08  0.835562      0.595470      1.880939E-05  4.945495E-06
    275  1.574782E-06  1.024617E-06  1.263023E-08  0.835562      0.595830      2.194570E-05  4.963758E-06
    276  1.564031E-06  1.023544E-06  1.267351E-08  0.835562      0.596191      2.450553E-05  4.979671E-06
    277  1.553228E-06  1.022471E-06  1.265362E-08  0.835562      0.596554      2.647801E-05  4.994197E-06
    278  1.543063E-06  1.021400E-06  1.264879E-08  0.835562      0.596919      2.786131E-05  5.008460E-06
    279  1.533622E-06  1.020337E-06  1.264391E-08  0.835562      0.597286      2.866167E-05  5.023662E-06
    280  1.524818E-06  1.019287E-06  1.267960E-08  0.835562      0.597656      2.889809E-05  5.040994E-06
    281  1.516058E-06  1.018253E-06  1.271236E-08  0.835562      0.598028      2.859474E-05  5.061557E-06
    282  1.507001E-06  1.017246E-06  1.275063E-08  0.835562      0.598403      2.778261E-05  5.086291E-06
    283  1.497401E-06  1.016268E-06  1.271479E-08  0.835562      0.598780      2.650199E-05  5.115907E-06
    284  1.487276E-06  1.015319E-06  1.269033E-08  0.835562      0.599159      2.479551E-05  5.150845E-06
    285  1.476651E-06  1.014407E-06  1.271304E-08  0.835562      0.599541      2.271217E-05  5.191241E-06
    286  1.465402E-06  1.013532E-06  1.268016E-08  0.835562      0.599925      2.030487E-05  5.236924E-06
    287  1.453603E-06  1.012695E-06  1.268184E-08  0.835562      0.600311      1.762640E-05  5.287427E-06
    288  1.441245E-06  1.011897E-06  1.263191E-08  0.835562      0.600699      1.473398E-05  5.342018E-06
    289  1.428393E-06  1.011144E-06  1.261621E-08  0.835562      0.601089      1.168650E-05  5.399757E-06
    290  1.415131E-06  1.010433E-06  1.260119E-08  0.835562      0.601480      8.538108E-06  5.459555E-06
    291  1.401407E-06  1.009765E-06  1.255088E-08  0.835562      0.601874      5.346806E-06  5.520250E-06
    292  1.387222E-06  1.009142E-06  1.250302E-08  0.835562      0.602268      2.166973E-06  5.580690E-06
    293  1.372853E-06  1.008559E-06  1.250723E-08  0.835562      0.602664     -9.513094E-07  5.639804E-06
    294  1.358363E-06  1.008019E-06  1.247519E-08  0.835562      0.603062     -3.959483E-06  5.696674E-06
    295  1.343828E-06  1.007520E-06  1.245356E-08  0.835562      0.603460     -6.814097E-06  5.750592E-06
    296  1.329473E-06  1.007056E-06  1.246454E-08  0.835562      0.603859     -9.473866E-06  5.801102E-06
    297  1.315836E-06  1.006633E-06  1.248857E-08  0.835562      0.604259     -1.190458E-05  5.848025E-06
    298  1.303126E-06  1.006249E-06  1.253732E-08  0.835562      0.604658     -1.408004E-05  5.891461E-06
    299  1.290502E-06  1.005898E-06  1.256759E-08  0.835562      0.605057     -1.597267E-05  5.931773E-06
    300  1.277826E-06  1.005575E-06  1.258882E-08  0.835562      0.605456     -1.756816E-05  5.969558E-06
    301  1.265166E-06  1.005286E-06  1.263805E-08  0.835562      0.605854     -1.885418E-05  6.005599E-06
    302  1.252513E-06  1.005027E-06  1.258986E-08  0.835562      0.606251     -1.982272E-05  6.040807E-06
    303  1.240038E-06  1.004800E-06  1.263467E-08  0.835562      0.606647     -2.047441E-05  6.076157E-06
    304  1.227803E-06  1.004601E-06  1.264894E-08  0.835562      0.607042     -2.081444E-05  6.112626E-06
    305  1.215861E-06  1.004427E-06  1.266867E-08  0.835562      0.607435     -2.085204E-05  6.151127E-06
    306  1.204321E-06  1.004272E-06  1.269246E-08  0.835562      0.607826     -2.060133E-05  6.192459E-06
    307  1.193706E-06  1.004129E-06  1.271034E-08  0.835562      0.608214     -2.007822E-05  6.237255E-06
    308  1.184576E-06  1.004004E-06  1.267497E-08  0.835562      0.608600     -1.930756E-05  6.285958E-06
    309  1.176524E-06  1.003890E-06  1.270098E-08  0.835562      0.608983     -1.830974E-05  6.338796E-06
    310  1.169161E-06  1.003787E-06  1.267840E-08  0.835562      0.609363     -1.711332E-05  6.395777E-06
    311  1.162375E-06  1.003689E-06  1.271021E-08  0.835562      0.609741     -1.574650E-05  6.456703E-06
    312  1.156036E-06  1.003596E-06  1.266920E-08  0.835562      0.610115     -1.423705E-05  6.521183E-06
    313  1.150056E-06  1.003508E-06  1.268183E-08  0.835562      0.610487     -1.261458E-05  6.588665E-06
    314  1.144378E-06  1.003424E-06  1.268120E-08  0.835562      0.610855     -1.090946E-05  6.658470E-06
    315  1.138906E-06  1.003347E-06  1.263852E-08  0.835562      0.611219     -9.151348E-06  6.729831E-06
    316  1.133748E-06  1.003274E-06  1.262756E-08  0.835562      0.611580     -7.366073E-06  6.801929E-06
    317  1.128862E-06  1.003207E-06  1.260434E-08  0.835562      0.611938     -5.583410E-06  6.873934E-06
    318  1.124252E-06  1.003151E-06  1.265440E-08  0.835562      0.612292     -3.827058E-06  6.945035E-06
    319  1.119920E-06  1.003112E-06  1.266410E-08  0.835562      0.612643     -2.120744E-06  7.014463E-06
    320  1.115817E-06  1.003087E-06  1.267538E-08  0.835562      0.612989     -4.846667E-07  7.081518E-06
    321  1.111982E-06  1.003081E-06  1.269531E-08  0.835562      0.613332      1.061442E-06  7.145571E-06
    322  1.108343E-06  1.003099E-06  1.271653E-08  0.835562      0.613671      2.501528E-06  7.206080E-06
    323  1.104909E-06  1.003136E-06  1.268737E-08  0.835562      0.614006      3.822534E-06  7.262579E-06
    324  1.101652E-06  1.003199E-06  1.273675E-08  0.835562      0.614336      5.011572E-06  7.314679E-06
    325  1.098568E-06  1.003293E-06  1.269198E-08  0.835562      0.614663      6.063497E-06  7.362054E-06
    326  1.095690E-06  1.003425E-06  1.269850E-08  0.835562      0.614986      6.970021E-06  7.404430E-06
    327  1.093102E-06  1.003598E-06  1.266476E-08  0.835562      0.615306      7.729617E-06  7.441575E-06
    328  1.090842E-06  1.003808E-06  1.267528E-08  0.835562      0.615622      8.340735E-06  7.473285E-06
    329  1.088834E-06  1.004056E-06  1.271116E-08  0.835562      0.615935      8.806082E-06  7.499377E-06
    330  1.087011E-06  1.004341E-06  1.269290E-08  0.835562      0.616244      9.128672E-06  7.519680E-06
    331  1.085388E-06  1.004655E-06  1.271639E-08  0.835562      0.616551      9.314629E-06  7.534037E-06
    332  1.083843E-06  1.004999E-06  1.272365E-08  0.835562      0.616855      9.371584E-06  7.542300E-06
    333  1.082311E-06  1.005383E-06  1.268315E-08  0.835562      0.617156      9.308721E-06  7.544340E-06
    334  1.080820E-06  1.005810E-06  1.272049E-08  0.835562      0.617454      9.136635E-06  7.540048E-06
    335  1.079395E-06  1.006269E-06  1.271845E-08  0.835562      0.617749      8.867030E-06  7.529350E-06
    336  1.078000E-06  1.006759E-06  1.276902E-08  0.835562      0.618041      8.511597E-06  7.512211E-06
    337  1.076605E-06  1.007289E-06  1.273964E-08  0.835562      0.618332      8.083371E-06  7.488649E-06
    338  1.075196E-06  1.007849E-06  1.275423E-08  0.835562      0.618620      7.596001E-06  7.458740E-06
    339  1.073845E-06  1.008443E-06  1.270682E-08  0.835562      0.618907      7.062397E-06  7.422629E-06
    340  1.072528E-06  1.009060E-06  1.267116E-08  0.835562      0.619191      6.496678E-06  7.380532E-06
    341  1.071264E-06  1.009691E-06  1.263980E-08  0.835562      0.619473      5.908503E-06  7.332738E-06
    342  1.070060E-06  1.010334E-06  1.261279E-08  0.835562      0.619753      5.313919E-06  7.279606E-06
    343  1.068968E-06  1.010995E-06  1.257488E-08  0.835562      0.620032      4.723006E-06  7.221561E-06
    344  1.067993E-06  1.011670E-06  1.252538E-08  0.835562      0.620308      4.144904E-06  7.159087E-06
    345  1.067110E-06  1.012362E-06  1.252225E-08  0.835562      0.620582      3.592171E-06  7.092711E-06
    346  1.066391E-06  1.013064E-06  1.256678E-08  0.835562      0.620854      3.070237E-06  7.022998E-06
    347  1.065783E-06  1.013772E-06  1.253789E-08  0.835562      0.621125      2.589778E-06  6.950527E-06
    348  1.065306E-06  1.014483E-06  1.249255E-08  0.835562      0.621394      2.154438E-06  6.875887E-06
    349  1.064858E-06  1.015195E-06  1.245075E-08  0.835562      0.621663      1.770685E-06  6.799652E-06
    350  1.064396E-06  1.015899E-06  1.240029E-08  0.835562      0.621929      1.441590E-06  6.722376E-06
    351  1.063881E-06  1.016600E-06  1.242894E-08  0.835562      0.622194      1.169244E-06  6.644577E-06
    352  1.063236E-06  1.017294E-06  1.243948E-08  0.835562      0.622457      9.575061E-07  6.566729E-06
    353  1.062453E-06  1.017973E-06  1.245139E-08  0.835562      0.622720      8.033243E-07  6.489251E-06
    354  1.061563E-06  1.018637E-06  1.245903E-08  0.835562      0.622982      7.075000E-07  6.412508E-06
    355  1.060553E-06  1.019287E-06  1.241993E-08  0.835562      0.623243      6.695417E-07  6.336806E-06
    356  1.059421E-06  1.019913E-06  1.245775E-08  0.835562      0.623503      6.837564E-07  6.262392E-06
    357  1.058172E-06  1.020508E-06  1.241282E-08  0.835562      0.623762      7.483871E-07  6.189458E-06
    358  1.056762E-06  1.021073E-06  1.240253E-08  0.835562      0.624020      8.596655E-07  6.118143E-06
    359  1.055217E-06  1.021605E-06  1.241383E-08  0.835562      0.624277      1.011547E-06  6.048543E-06
    360  1.053547E-06  1.022108E-06  1.245222E-08  0.835562      0.624531      1.199713E-06  5.980711E-06
    361  1.051717E-06  1.022577E-06  1.240779E-08  0.835562      0.624784      1.417831E-06  5.914671E-06
    362  1.049717E-06  1.023012E-06  1.237017E-08  0.835562      0.625036      1.661122E-06  5.850419E-06
    363  1.047590E-06  1.023408E-06  1.241557E-08  0.835562      0.625286      1.923377E-06  5.787931E-06
    364  1.045339E-06  1.023763E-06  1.243565E-08  0.835562      0.625535      2.197742E-06  5.727171E-06
    365  1.042975E-06  1.024077E-06  1.244274E-08  0.835562      0.625781      2.478366E-06  5.668092E-06
    366  1.040492E-06  1.024350E-06  1.245189E-08  0.835562      0.626026      2.761339E-06  5.610640E-06
    367  1.037899E-06  1.024583E-06  1.246714E-08  0.835562      0.626269      3.039100E-06  5.554762E-06
    368  1.035209E-06  1.024775E-06  1.246045E-08  0.835562      0.626510      3.307460E-06  5.500397E-06
    369  1.032431E-06  1.024923E-06  1.248056E-08  0.835562      0.626749      3.561394E-06  5.447487E-06
    370  1.029573E-06  1.025023E-06  1.247661E-08  0.835562      0.626986      3.796962E-06  5.395970E-06
    371  1.026606E-06  1.025076E-06  1.246206E-08  0.835562      0.627221      4.011521E-06  5.345784E-06
    372  1.023500E-06  1.025083E-06  1.247732E-08  0.835562      0.627454      4.198635E-06  5.296864E-06
    373  1.020260E-06  1.025043E-06  1.247926E-08  0.835562      0.627684      4.358662E-06  5.249140E-06
    374  1.016875E-06  1.024956E-06  1.248025E-08  0.835562      0.627911      4.488606E-06  5.202541E-06
    375  1.013349E-06  1.024820E-06  1.249006E-08  0.835562      0.628136      4.587713E-06  5.156987E-06
    376  1.009692E-06  1.024638E-06  1.249782E-08  0.835562      0.628360      4.652917E-06  5.112397E-06
    377  1.005906E-06  1.024406E-06  1.248913E-08  0.835562      0.628580      4.685145E-06  5.068685E-06
    378  1.001989E-06  1.024126E-06  1.250678E-08  0.835562      0.628798      4.685456E-06  5.025762E-06
    379  9.979675E-07  1.023802E-06  1.251803E-08  0.835562      0.629013      4.654443E-06  4.983536E-06
    380  9.938423E-07  1.023433E-06  1.251377E-08  0.835562      0.629226      4.591862E-06  4.941916E-06
    381  9.896265E-07  1.023018E-06  1.253794E-08  0.835562      0.629436      4.501346E-06  4.900811E-06
    382  9.853204E-07  1.022559E-06  1.252249E-08  0.835562      0.629643      4.383013E-06  4.860134E-06
    383  9.809428E-07  1.022054E-06  1.251693E-08  0.835562      0.629846      4.241440E-06  4.819804E-06
    384  9.765190E-07  1.021507E-06  1.253232E-08  0.835562      0.630047      4.077715E-06  4.779746E-06
    385  9.720467E-07  1.020917E-06  1.251984E-08  0.835562      0.630245      3.894956E-06  4.739894E-06
    386  9.675353E-07  1.020287E-06  1.252747E-08  0.835562      0.630441      3.697199E-06  4.700192E-06
    387  9.630027E-07  1.019616E-06  1.251412E-08  0.835562      0.630633      3.486558E-06  4.660594E-06
    388  9.584559E-07  1.018903E-06  1.250783E-08  0.835562      0.630822      3.266996E-06  4.621067E-06
    389  9.539255E-07  1.018150E-06  1.252409E-08  0.835562      0.631008      3.040538E-06  4.581586E-06
    390  9.494163E-07  1.017357E-06  1.252260E-08  0.835562      0.631191      2.813002E-06  4.542141E-06
    391  9.449375E-07  1.016527E-06  1.254289E-08  0.835562      0.631371      2.584302E-06  4.502729E-06
    392  9.405013E-07  1.015657E-06  1.255815E-08  0.835562      0.631548      2.359810E-06  4.463357E-06
    393  9.361073E-07  1.014748E-06  1.254632E-08  0.835562      0.631721      2.141447E-06  4.424039E-06
    394  9.317619E-07  1.013804E-06  1.257152E-08  0.835562      0.631892      1.931060E-06  4.384796E-06
    395  9.274721E-07  1.012826E-06  1.258315E-08  0.835562      0.632059      1.732802E-06  4.345653E-06
    396  9.232533E-07  1.011816E-06  1.258884E-08  0.835562      0.632223      1.546601E-06  4.306640E-06
    397  9.191076E-07  1.010773E-06  1.256646E-08  0.835562      0.632384      1.374938E-06  4.267786E-06
    398  9.150351E-07  1.009697E-06  1.255937E-08  0.835562      0.632542      1.219800E-06  4.229122E-06
    399  9.110355E-07  1.008593E-06  1.258102E-08  0.835562      0.632696      1.081440E-06  4.190677E-06
    400  9.071092E-07  1.007456E-06  1.257164E-08  0.835562      0.632848      9.616934E-07  4.152480E-06
    401  9.032432E-07  1.006291E-06  1.259278E-08  0.835562      0.632996      8.612923E-07  4.114555E-06
    402  8.994305E-07  1.005097E-06  1.257552E-08  0.835562      0.633142      7.781092E-07  4.076926E-06
    403  8.956787E-07  1.003874E-06  1.258358E-08  0.835562      0.633285      7.136477E-07  4.039612E-06
    404  8.919662E-07  1.002622E-06  1.257932E-08  0.835562      0.633424      6.680688E-07  4.002628E-06
    405  8.883032E-07  1.001343E-06  1.259318E-08  0.835562      0.633562      6.406563E-07  3.965988E-06
    406  8.846877E-07  1.000037E-06  1.257299E-08  0.835562      0.633697      6.283453E-07  3.929700E-06
    407  8.811158E-07  9.987040E-07  1.259827E-08  0.835562      0.633828      6.335635E-07  3.893771E-06
    408  8.775896E-07  9.973468E-07  1.258881E-08  0.835562      0.633958      6.520575E-07  3.858207E-06
    409  8.741104E-07  9.959660E-07  1.256799E-08  0.835562      0.634084      6.833916E-07  3.823009E-06
    410  8.706711E-07  9.945631E-07  1.256953E-08  0.835562      0.634208      7.261991E-07  3.788179E-06
    411  8.672727E-07  9.931376E-07  1.259206E-08  0.835562      0.634330      7.791038E-07  3.753716E-06
    412  8.639261E-07  9.916911E-07  1.259503E-08  0.835562      0.634448      8.406398E-07  3.719619E-06
    413  8.606257E-07  9.902244E-07  1.258123E-08  0.835562      0.634564      9.081683E-07  3.685885E-06
    414  8.573752E-07  9.887388E-07  1.258354E-08  0.835562      0.634678      9.806626E-07  3.652513E-06
    415  8.541715E-07  9.872333E-07  1.256281E-08  0.835562      0.634789      1.055803E-06  3.619499E-06
    416  8.510058E-07  9.857079E-07  1.258491E-08  0.835562      0.634898      1.131793E-06  3.586841E-06
    417  8.478789E-07  9.841643E-07  1.258558E-08  0.835562      0.635005      1.208421E-06  3.554536E-06
    418  8.447882E-07  9.826046E-07  1.257028E-08  0.835562      0.635109      1.283237E-06  3.522579E-06
    419  8.417362E-07  9.810282E-07  1.259574E-08  0.835562      0.635212      1.353635E-06  3.490967E-06
    420  8.387231E-07  9.794350E-07  1.262056E-08  0.835562      0.635313      1.420976E-06  3.459696E-06
    421  8.357514E-07  9.778273E-07  1.262771E-08  0.835562      0.635412      1.483218E-06  3.428762E-06
    422  8.328159E-07  9.762064E-07  1.261408E-08  0.835562      0.635509      1.537267E-06  3.398160E-06
    423  8.299207E-07  9.745722E-07  1.259440E-08  0.835562      0.635605      1.586215E-06  3.367887E-06
    424  8.270565E-07  9.729250E-07  1.261066E-08  0.835562      0.635699      1.625611E-06  3.337936E-06
    425  8.242298E-07  9.712645E-07  1.260895E-08  0.835562      0.635791      1.656695E-06  3.308304E-06
    426  8.214476E-07  9.695900E-07  1.259743E-08  0.835562      0.635882      1.680486E-06  3.278984E-06
    427  8.187037E-07  9.679034E-07  1.257847E-08  0.835562      0.635971      1.693960E-06  3.249974E-06
    428  8.159968E-07  9.662070E-07  1.257522E-08  0.835562      0.636058      1.699706E-06  3.221266E-06
    429  8.133336E-07  9.645014E-07  1.258577E-08  0.835562      0.636144      1.697490E-06  3.192858E-06
    430  8.107066E-07  9.627859E-07  1.260628E-08  0.835562      0.636228      1.685462E-06  3.164744E-06
    431  8.081131E-07  9.610612E-07  1.259738E-08  0.835562      0.636311      1.667202E-06  3.136922E-06
    432  8.055537E-07  9.593293E-07  1.260086E-08  0.835562      0.636393      1.640576E-06  3.109388E-06
    433  8.030321E-07  9.575896E-07  1.259220E-08  0.835562      0.636473      1.607821E-06  3.082139E-06
    434  8.005504E-07  9.558434E-07  1.259125E-08  0.835562      0.636551      1.568337E-06  3.055175E-06
    435  7.981071E-07  9.540903E-07  1.259576E-08  0.835562      0.636629      1.524992E-06  3.028493E-06
    436  7.956953E-07  9.523304E-07  1.261450E-08  0.835562      0.636705      1.476044E-06  3.002093E-06
    437  7.933139E-07  9.505643E-07  1.259961E-08  0.835562      0.636780      1.424363E-06  2.975976E-06
    438  7.909661E-07  9.487939E-07  1.261387E-08  0.835562      0.636854      1.370284E-06  2.950141E-06
    439  7.886567E-07  9.470150E-07  1.263761E-08  0.835562      0.636927      1.315127E-06  2.924590E-06
    440  7.863833E-07  9.452296E-07  1.264180E-08  0.835562      0.636999      1.257895E-06  2.899325E-06
    441  7.841411E-07  9.434393E-07  1.266146E-08  0.835562      0.637070      1.201547E-06  2.874346E-06
    442  7.819319E-07  9.416454E-07  1.268359E-08  0.835562      0.637141      1.145876E-06  2.849656E-06
    443  7.797551E-07  9.398465E-07  1.268385E-08  0.835562      0.637211      1.092765E-06  2.825257E-06
    444  7.776058E-07  9.380440E-07  1.268332E-08  0.835562      0.637280      1.040852E-06  2.801149E-06
    445  7.754838E-07  9.362365E-07  1.266056E-08  0.835562      0.637349      9.917017E-07  2.777335E-06
    446  7.733879E-07  9.344256E-07  1.263724E-08  0.835562      0.637417      9.472390E-07  2.753816E-06
    447  7.713154E-07  9.326120E-07  1.262321E-08  0.835562      0.637484      9.062127E-07  2.730592E-06
    448  7.692679E-07  9.307962E-07  1.262710E-08  0.835562      0.637550      8.692221E-07  2.707665E-06
    449  7.672382E-07  9.289775E-07  1.262378E-08  0.835562      0.637616      8.379458E-07  2.685034E-06
    450  7.652323E-07  9.271571E-07  1.262764E-08  0.835562      0.637682      8.104311E-07  2.662698E-06
    451  7.632520E-07  9.253354E-07  1.260809E-08  0.835562      0.637746      7.888732E-07  2.640657E-06
    452  7.612918E-07  9.235132E-07  1.258939E-08  0.835562      0.637810      7.719069E-07  2.618909E-06
    453  7.593489E-07  9.216899E-07  1.259378E-08  0.835562      0.637874      7.603509E-07  2.597453E-06
    454  7.574241E-07  9.198680E-07  1.261429E-08  0.835562      0.637937      7.532898E-07  2.576287E-06
    455  7.555144E-07  9.180457E-07  1.261996E-08  0.835562      0.637999      7.508248E-07  2.555407E-06
    456  7.536193E-07  9.162231E-07  1.262614E-08  0.835562      0.638061      7.538805E-07  2.534812E-06
    457  7.517400E-07  9.144010E-07  1.261477E-08  0.835562      0.638123      7.601866E-07  2.514497E-06
    458  7.498753E-07  9.125804E-07  1.261534E-08  0.835562      0.638184      7.697841E-07  2.494460E-06
    459  7.480232E-07  9.107639E-07  1.263391E-08  0.835562      0.638245      7.838361E-07  2.474697E-06
    460  7.461834E-07  9.089494E-07  1.265684E-08  0.835562      0.638306      8.014669E-07  2.455205E-06
    461  7.443546E-07  9.071390E-07  1.264820E-08  0.835562      0.638367      8.204369E-07  2.435978E-06
    462  7.425399E-07  9.053323E-07  1.266084E-08  0.835562      0.638428      8.416188E-07  2.417015E-06
    463  7.407365E-07  9.035296E-07  1.264908E-08  0.835562      0.638489      8.649219E-07  2.398310E-06
    464  7.389455E-07  9.017317E-07  1.262854E-08  0.835562      0.638551      8.879766E-07  2.379859E-06
    465  7.371652E-07  8.999402E-07  1.260799E-08  0.835562      0.638612      9.135700E-07  2.361660E-06
    466  7.353972E-07  8.981555E-07  1.260659E-08  0.835562      0.638673      9.378183E-07  2.343707E-06
    467  7.336426E-07  8.963769E-07  1.260493E-08  0.835562      0.638734      9.624337E-07  2.325997E-06
    468  7.319007E-07  8.946046E-07  1.260989E-08  0.835562      0.638795      9.857995E-07  2.308527E-06
    469  7.301706E-07  8.928398E-07  1.260395E-08  0.835562      0.638856      1.008544E-06  2.291291E-06
    470  7.284509E-07  8.910841E-07  1.262427E-08  0.835562      0.638918      1.030430E-06  2.274287E-06
    471  7.267429E-07  8.893405E-07  1.260870E-08  0.835562      0.638981      1.049275E-06  2.257511E-06
    472  7.250452E-07  8.876079E-07  1.259626E-08  0.835562      0.639043      1.067485E-06  2.240959E-06
    473  7.233584E-07  8.858874E-07  1.261883E-08  0.835562      0.639106      1.082343E-06  2.224627E-06
    474  7.216842E-07  8.841809E-07  1.263553E-08  0.835562      0.639169      1.095583E-06  2.208513E-06
    475  7.200191E-07  8.824868E-07  1.261348E-08  0.835562      0.639232      1.106564E-06  2.192612E-06
    476  7.183632E-07  8.808064E-07  1.259376E-08  0.835562      0.639295      1.114139E-06  2.176922E-06
    477  7.167193E-07  8.791397E-07  1.258564E-08  0.835562      0.639359      1.119589E-06  2.161438E-06
    478  7.150846E-07  8.774934E-07  1.257139E-08  0.835562      0.639423      1.122787E-06  2.146159E-06
    479  7.134590E-07  8.758687E-07  1.255754E-08  0.835562      0.639487      1.123190E-06  2.131080E-06
    480  7.118420E-07  8.742628E-07  1.257724E-08  0.835562      0.639552      1.121837E-06  2.116199E-06
    481  7.102361E-07  8.726712E-07  1.256225E-08  0.835562      0.639617      1.116661E-06  2.101513E-06
    482  7.086406E-07  8.710977E-07  1.258642E-08  0.835562      0.639682      1.110221E-06  2.087019E-06
    483  7.070519E-07  8.695403E-07  1.258012E-08  0.835562      0.639749      1.102212E-06  2.072715E-06
    484  7.054684E-07  8.680008E-07  1.259108E-08  0.835562      0.639816      1.091422E-06  2.058597E-06
    485  7.038934E-07  8.664813E-07  1.257480E-08  0.835562      0.639884      1.079813E-06  2.044663E-06
    486  7.023243E-07  8.649833E-07  1.255888E-08  0.835562      0.639952      1.066810E-06  2.030912E-06
    487  7.007594E-07  8.635046E-07  1.255891E-08  0.835562      0.640021      1.052380E-06  2.017339E-06
    488  6.991964E-07  8.620441E-07  1.256829E-08  0.835562      0.640091      1.037178E-06  2.003943E-06
    489  6.976356E-07  8.606012E-07  1.258158E-08  0.835562      0.640162      1.020758E-06  1.990722E-06
    490  6.960772E-07  8.591738E-07  1.258349E-08  0.835562      0.640233      1.004608E-06  1.977673E-06
    491  6.945201E-07  8.577601E-07  1.256724E-08  0.835562      0.640304      9.884242E-07  1.964793E-06
    492  6.929615E-07  8.563618E-07  1.255060E-08  0.835562      0.640376      9.711889E-07  1.952082E-06
    493  6.914012E-07  8.549758E-07  1.256198E-08  0.835562      0.640448      9.551587E-07  1.939536E-06
    494  6.898371E-07  8.536062E-07  1.258049E-08  0.835562      0.640521      9.382637E-07  1.927153E-06
    495  6.882694E-07  8.522546E-07  1.256349E-08  0.835562      0.640595      9.238462E-07  1.914932E-06
    496  6.866993E-07  8.509161E-07  1.255668E-08  0.835562      0.640670      9.081447E-07  1.902869E-06
    497  6.851220E-07  8.495960E-07  1.253648E-08  0.835562      0.640746      8.939358E-07  1.890964E-06
    498  6.835370E-07  8.482944E-07  1.255153E-08  0.835562      0.640823      8.799104E-07  1.879213E-06
    499  6.819445E-07  8.470127E-07  1.256857E-08  0.835562      0.640900      8.684894E-07  1.867615E-06
    500  6.803437E-07  8.457493E-07  1.256822E-08  0.835562      0.640979      8.561504E-07  1.856167E-06
    501  6.787327E-07  8.445027E-07  1.257717E-08  0.835562      0.641058      8.459836E-07  1.844868E-06
    502  6.771131E-07  8.432748E-07  1.259994E-08  0.835562      0.641139      8.361160E-07  1.833716E-06
    503  6.754831E-07  8.420685E-07  1.260227E-08  0.835562      0.641221      8.264614E-07  1.822708E-06
    504  6.738424E-07  8.408814E-07  1.262518E-08  0.835562      0.641304      8.196178E-07  1.811843E-06
    505  6.721916E-07  8.397153E-07  1.262234E-08  0.835562      0.641389      8.121834E-07  1.801119E-06
    506  6.705312E-07  8.385705E-07  1.260472E-08  0.835562      0.641475      8.062563E-07  1.790533E-06
    507  6.688597E-07  8.374445E-07  1.260536E-08  0.835562      0.641562      8.006891E-07  1.780084E-06
    508  6.671758E-07  8.363418E-07  1.261484E-08  0.835562      0.641650      7.949141E-07  1.769771E-06
    509  6.654804E-07  8.352574E-07  1.260686E-08  0.835562      0.641740      7.907995E-07  1.759591E-06
    510  6.637736E-07  8.341942E-07  1.259933E-08  0.835562      0.641830      7.867512E-07  1.749543E-06
    511  6.620533E-07  8.331573E-07  1.261125E-08  0.835562      0.641921      7.834558E-07  1.739626E-06
    512  6.603203E-07  8.321434E-07  1.263082E-08  0.835562      0.642014      7.799460E-07  1.729837E-06
    513  6.585754E-07  8.311561E-07  1.265499E-08  0.835562      0.642108      7.754461E-07  1.720175E-06
    514  6.568178E-07  8.301967E-07  1.265976E-08  0.835562      0.642202      7.722097E-07  1.710640E-06
    515  6.550480E-07  8.292608E-07  1.265867E-08  0.835562      0.642298      7.686545E-07  1.701229E-06
    516  6.532660E-07  8.283497E-07  1.266468E-08  0.835562      0.642394      7.641444E-07  1.691941E-06
    517  6.514718E-07  8.274633E-07  1.265832E-08  0.835562      0.642492      7.589385E-07  1.682774E-06
    518  6.496664E-07  8.265977E-07  1.267367E-08  0.835562      0.642592      7.541018E-07  1.673729E-06
    519  6.478487E-07  8.257543E-07  1.265254E-08  0.835562      0.642692      7.495689E-07  1.664803E-06
    520  6.460194E-07  8.249381E-07  1.267085E-08  0.835562      0.642794      7.420820E-07  1.655996E-06
    521  6.441775E-07  8.241442E-07  1.267115E-08  0.835562      0.642896      7.358947E-07  1.647306E-06
    522  6.423235E-07  8.233740E-07  1.264854E-08  0.835562      0.642999      7.281556E-07  1.638732E-06
    523  6.404581E-07  8.226249E-07  1.265473E-08  0.835562      0.643104      7.185611E-07  1.630274E-06
    524  6.385809E-07  8.218975E-07  1.265556E-08  0.835562      0.643211      7.103593E-07  1.621929E-06
    525  6.366926E-07  8.211916E-07  1.264649E-08  0.835562      0.643318      6.996484E-07  1.613699E-06
    526  6.347948E-07  8.205093E-07  1.263499E-08  0.835562      0.643427      6.889348E-07  1.605580E-06
